#除夕不放假#,Query time: 2023-12-17 23:12:54
2024放假具体安排公布一、元旦：1月1日放假，与周末连休。二、春节：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日（星期日）上班。鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。三、清明节：4月4日至6日放假调休，共3天。4月7日（星期日）上班。2024放假具体安排公布一、元旦：1月1日放假，与周末连休。二、春节：2月10日至17日放假调休，共8天。2月4日（星期日）、2月18日（星期日）上班。鼓励各单位结合带薪年休假等制度落实，安排职工在除夕（2月9日）休息。三、清明节：4月4日至6日放假调休，共3天。4月7日（星期日）上班。四、劳动节：5月1日至5日放假调休，共5天。4月28日（星期日）、5月11日（星期六）上班。五、端午节：6月10日放假，与周末连休。六、中秋节：9月15日至17日放假调休，共3天。9月14日（星期六）上班。七、国庆节：10月1日至7日放假调休，共7天。9月29日（星期日）、10月12日（星期六）上班。,10月30日 10:17
【】除夕不必扎堆高速等零点！交通运输部：春节高速免费通行以车辆驶出收费公路的时间为准。,10月30日 09:42
【】除夕不必扎堆高速等零点！交通运输部：春节高速免费通行以车辆驶出收费公路的时间为准。,10月30日 09:36
大年三十不放假跟妈妈说了妈妈说“今年春晚有你啊？”,10月30日 09:16
中国人最重视的，老百姓最重视的除夕夜，居然被最信任的“人”弄没了，除夕是一年一度的团聚日子，除夕是阖家欢乐，家族团聚的日子，老百姓最看重人情味，无情最是资本，请不要毁了老百姓最重视最看重的吧！中国最有代表性的“红红火火过大年”，不要让他变得“冷冷清清”了中国人最重视的，老百姓最重视的除夕夜，居然被最信任的“人”弄没了，除夕是一年一度的团聚日子，除夕是阖家欢乐，家族团聚的日子，老百姓最看重人情味，无情最是资本，请不要毁了老百姓最重视最看重的吧！中国最有代表性的“红红火火过大年”，不要让他变得“冷冷清清”了,10月30日 08:57
除夕是一年中的最后一天，古代《风土记》记载：至除夕，达旦不眠，谓之守岁。传说，这一夜守岁，来年可万事如意、心想事成。除夕早晨，我从喜悦中醒来，换上新衣服，兴奋地满屋子跑来跑去，一会儿帮妈妈擦桌子，一会儿帮爸爸贴对联，一会儿往嘴里塞块糖。时间过得真快，不知不觉就到了傍晚，我们一家人 除夕是一年中的最后一天，古代《风土记》记载：至除夕，达旦不眠，谓之守岁。传说，这一夜守岁，来年可万事如意、心想事成。除夕早晨，我从喜悦中醒来，换上新衣服，兴奋地满屋子跑来跑去，一会儿帮妈妈擦桌子，一会儿帮爸爸贴对联，一会儿往嘴里塞块糖。时间过得真快，不知不觉就到了傍晚，我们一家人团聚在一起吃年夜饭。饭菜可真丰盛啊！有红烧鱼、炖排骨……，还有我最爱吃的鸡翅，馋得我都流口水了。大饱口福后，我便近不及待地向爸爸妈妈拜年，想快点得到那期盼已久的压岁钱。八点到了，一年一度的大餐———春节联欢晚会开始了。今年的节目精彩极了！赵本山的小品《不差钱》逗得我们开怀大笑，刘谦的魔术妙不可言，舞蹈《森林舞会》中的动作栩栩如生，还有许多许多节目，都给我留下了难忘的印象。十一点多，奶奶拿出和好的面团，准备包饺子，我也加入了这个行列中。别看我平时不怎么下厨房，包出来的饺子却是有模有样，奶奶和妈妈都夸我能干。热气腾腾的饺子端上来了，我们边看电视边津津有味地吃饺子。咦，怎么有个硬邦邦的东西咯了我一下，但我马上醒悟过来，我吃着饺子里包的硬币了！我得意地向大家炫耀：我有钱了！我有钱了！“奶奶快过来，要敲钟了！”敲钟时，我不由得跟着倒数起来：“十、九、……三、二、一，十二点啦！”窗外响起了震耳欲聋的鞭炮声。我兴奋地跑到阳台向外看，美丽的烟花把天空点缀得五彩缤纷，有的像繁星点点，有的如同垂柳一般，有的则像舞动的银蛇，好看极了！这个除夕我过得好开心，而且，我又长大了一岁！,10月30日 07:42
还真是一代人有一代人的霓虹鬼子，一代人有一代人的长征，爷也不娶不生了！去你的，老子要自嗨到老后成盒！！！你工人爷爷不陪你玩了，你们自己一个鬼服吧 ,10月30日 01:44
A股正常开市。年三十，开与不开，关系都不大。开了，也是生意清淡，门可罗雀。不开，对交易所有影响，交易中断一天，对投资者影响不大。我倒是觉得，交易所可以提前开市，比如初五初六开市，毕竟，节假日期间国际国内会发生很多事情。这一点，可仿照国际上通 A股正常开市。年三十，开与不开，关系都不大。开了，也是生意清淡，门可罗雀。不开，对交易所有影响，交易中断一天，对投资者影响不大。我倒是觉得，交易所可以提前开市，比如初五初六开市，毕竟，节假日期间国际国内会发生很多事情。这一点，可仿照国际上通行的办法，方便投资者节日期间进行交易。交易所就是给人们提供交易的地方。尽可能避免交易中断问题，尽可能保持交易连续性。,10月31日 20:07
除夕不放假你还怪有人带节奏，又出来一批人说这是国家鼓励带薪休假，是个测试。压力给到企业，企业连劳务法都不遵守，它有什么压力？测试什么？测试打工人底线能有多低？干脆你直接365天，天天上班好了！都放的什么狗屁！！！ ,10月31日 18:16
再不买香奈儿2023就过完了哈哈哈哈趁着双十一备点美包，除夕加班的那天背着香香回家，不至于太难过,10月31日 13:34
这不仅仅是调休和放不放假，这反映的更是一个态度年年都很闲是不是阿，多放几天就世界末日了是吧就算控制人流动数也不该这么办阿除夕都不放除夕都不放除夕都不放好样的好样的赶紧给我说除夕放假要不是现在“文明社会”不适合罢工加上压力都大，我呸呸 这不仅仅是调休和放不放假，这反映的更是一个态度年年都很闲是不是阿，多放几天就世界末日了是吧就算控制人流动数也不该这么办阿除夕都不放除夕都不放除夕都不放好样的好样的赶紧给我说除夕放假要不是现在“文明社会”不适合罢工加上压力都大，我呸呸呸呸呸呸呸呸呸呸呸呸呸呸攻击，赶紧给我撤回不放假公告除夕不放假到底是誰落了好处阿到底是誰阿是资本家吗是资本家吗是资本家吗这么个日子不放假，就不用翻倍给加班费了嘿嘿嘿嘿是吗是吗,10月31日 10:37
一年中大家最盼着的就是这一天，大部分人背井离乡，又加班又社畜，甚至有些人那些国庆中秋清明这些节日都没法回家，就是为了春节那几天。真不知道这么安排的那些人在想什么，脑子里长泡了还是精神不正常，有病就去看病，别在这发疯。要不然你从新安排给大家放假，要不然我让你春节晚会破收 一年中大家最盼着的就是这一天，大部分人背井离乡，又加班又社畜，甚至有些人那些国庆中秋清明这些节日都没法回家，就是为了春节那几天。真不知道这么安排的那些人在想什么，脑子里长泡了还是精神不正常，有病就去看病，别在这发疯。要不然你从新安排给大家放假，要不然我让你春节晚会破收视率最低。,10月31日 10:33
疫情原因好几年没带娃回老家过年了，虽然今年除夕不放假，但是还有八天假期呢~也挡不住回家过年的热情啊~就是带娃回家过年每次都是大包小包的，又要看娃，又要提东西的确实麻烦。提前给孩子买了一个儿童行李箱，想着把大人和孩子的东西分开装，好区分整理 疫情原因好几年没带娃回老家过年了，虽然今年除夕不放假，但是还有八天假期呢~也挡不住回家过年的热情啊~就是带娃回家过年每次都是大包小包的，又要看娃，又要提东西的确实麻烦。提前给孩子买了一个儿童行李箱，想着把大人和孩子的东西分开装，好区分整理，22升的大容量，可以放开两个孩子的东西，颜值也高，以后出去旅行的时候，还可以直接带上飞机哦~带孩子春运赶火车，还有一点比较头疼的事情，就是二宝太小走的太慢，跟不上大人的节奏啊，这个行李箱摇身变成小推车，孩子累了可以坐上面，家长拉着走，不用老抱着，也不用担心孩子走散的风险了，快递刚到家，孩子他爹就迫不及待出去体验行李箱啦虽然还有好几个月才过年，但已经归心似箭了，想着美好的团聚时光，想着家乡的美食，两娃还一直惦记着奶奶爷爷给的压岁钱，哈哈,10月31日 09:22
2024年节假日安排,10月31日 09:10
提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都很要紧哦，戳图细细看吧~ （来源/中国消防 编辑/董雪冰） ,10月31日 09:01
除夕不放假的通知一出，惊呆了许多网友包括我大家都在思索是谁做出了这么违反人性的决定呢当然我们是无从知道的也有部分网友表示今年又不是第一年除夕不放假这让我想查一查历年日历表看看是否从前除夕也不放假让我们从2008年开始看起吧！其实法定节假日 除夕不放假的通知一出，惊呆了许多网友包括我大家都在思索是谁做出了这么违反人性的决定呢当然我们是无从知道的也有部分网友表示今年又不是第一年除夕不放假这让我想查一查历年日历表看看是否从前除夕也不放假让我们从2008年开始看起吧！其实法定节假日有标注从我的日历看起来是2011年才有的，（也许有误，有误请指出）几乎每年除夕当天是放假的，除了2020年放假十天，每年都是放七天的惯例。不过今年除夕不放假确实不是第一次，2014年除夕也并没有放假。不过也许是我的日历有误，有知道的吗？,10月31日 08:58
往年春晚主持人：全国各地的老百姓坐在餐桌前，一家人一起吃着团圆饭看着春晚，其乐融融。今年的春晚主持人：家里的老人们早早的吃完饭，坐在电视机面前，边看春晚，边等待孩子回家，一部分勤劳的工作者努力加班争取能早点下班回家团圆，一部分为了早早回家，提前处理完工作，早早下班， 往年春晚主持人：全国各地的老百姓坐在餐桌前，一家人一起吃着团圆饭看着春晚，其乐融融。今年的春晚主持人：家里的老人们早早的吃完饭，坐在电视机面前，边看春晚，边等待孩子回家，一部分勤劳的工作者努力加班争取能早点下班回家团圆，一部分为了早早回家，提前处理完工作，早早下班，堵在同样归家心切人们的车流之中，感受着除夕夜的繁华,10月31日 08:19
针对除夕不放假...我想到不是每个人家里都有保姆，一回家就能吃上饭；不是每个人都住在城市里，有方便的交通，当天就能团聚...他们有没有想过，年夜饭是需要准备的；大部分人回家也是需要时间的。一整天，好几天，甚至更长...除夕下了班才能回家意味着什么？意味着很多人连年夜饭都吃 针对除夕不放假...我想到不是每个人家里都有保姆，一回家就能吃上饭；不是每个人都住在城市里，有方便的交通，当天就能团聚...他们有没有想过，年夜饭是需要准备的；大部分人回家也是需要时间的。一整天，好几天，甚至更长...除夕下了班才能回家意味着什么？意味着很多人连年夜饭都吃不上，意味着当天根本回不去，意味着从小到大，除夕团圆的信念崩塌。我还想到农村的留守儿童，留守老人。一年就盼着这一天，结果打电话一问，干啥呢？好家伙，上班呢。甚至没有电话，就只能掐着时间，一直守着...第一次世界大战，都还要在平安夜停火一天呢！而处于21世纪的现在呢？其实除夕那一天上班，又能怎么样呢？会提高工作效率？还是多做点工作？想必都不能。试问谁会在这一天全身心投入工作？还不是浪费中国人本就不多的假期？爱国是中国人的软肋。我一直这样觉得，至少是对于我自己。因为爱，所以难过，为中国人民连除夕夜都要上班感到难过。中国这个国家对我来说就是这样。给了我一定的爱，让我无法决绝的离开；又不会给我足够的爱，让我真正的快乐。她把这份爱拿捏的刚刚好，让我留恋，又让我想要离开...当然，每个国家都有自己的利弊。但就除夕工作这一点，我真的感到失望😞2024没有除夕，2025呢？2026呢？我们又会失去什么？,10月31日 05:55
为什么这代人要这么割裂，上一代人努力闯再加上一点机遇就能成事，这一代人每天工作时长也长，每周工作日长，加班多，收入少，物价上涨，工资不变，假期减少，加班费得不到保障。现在已经不是努不努力的问题了，谁每天从早干到晚还有时间努力提升自己啊，除了吃饭睡觉必须时间，就只剩下短 为什么这代人要这么割裂，上一代人努力闯再加上一点机遇就能成事，这一代人每天工作时长也长，每周工作日长，加班多，收入少，物价上涨，工资不变，假期减少，加班费得不到保障。现在已经不是努不努力的问题了，谁每天从早干到晚还有时间努力提升自己啊，除了吃饭睡觉必须时间，就只剩下短暂的空闲，一边说着中国人民勤劳努力，但这看不到收获真的很让人绝望，甚至说民意反应这么大，还是没什么改变。只能说最是驴的一代，绝大多数都要成为耗材。很想变得积极点，但每次看到问题谈的都是努力的，有待改进的，需要协调的，真的很让人失望。,10月31日 01:35
##除夕不放假# 其实关于除夕放不放假对于我来说没什么意义，参加工作五年四年没在家里过过除夕。随年岁更迭能够让我有节日情结的节日好像剩下来的并不多，唯有中秋、除夕，两者都取团聚之意，我相信大部分中国人也都是如此，今年除夕取消了法定春节假日，我也不知意图为何？小时候过年特别热闹，米浆糊 ##除夕不放假# 其实关于除夕放不放假对于我来说没什么意义，参加工作五年四年没在家里过过除夕。随年岁更迭能够让我有节日情结的节日好像剩下来的并不多，唯有中秋、除夕，两者都取团聚之意，我相信大部分中国人也都是如此，今年除夕取消了法定春节假日，我也不知意图为何？小时候过年特别热闹，米浆糊对联，不知道是驴还是骡子蒙眼拉磨，磨豆子，点豆腐，熬豆浆，蒸红糖馍馍，做饺子，搓花生芝麻汤圆，大锅下面烧着火，整个锅屋都冒着热气，玻璃窗上都是水雾气，满满的人间烟火，满桌子的菜饭都是亲情，现在整日批判『崇洋媚外』“过洋节”，我们为了“年”又做了什么？取消除夕放假。,11月01日 23:03
看到除夕不放假上了热搜，我不禁有点疑惑加迷糊，这么多年，哪年除夕放过假呀？不都是上午到办公室晃一晃，假装上班，然后下午就各自散讫么？难道我记错了？,11月01日 17:05
查了一下《明会典》，没想到大明朝除夕也不放假,11月01日 16:07
好消息：春节放八天，坏消息：除夕不放假,11月01日 14:17
好吧今年怕你到时候工作太忙会看不到来自碗小妹的祝福问候所以现在就提前给大家拜个早年吧祝你们🏮新春快乐，碗事如意，龙年大吉！碗伴常伴，快乐常在😆 ,11月01日 11:59
就是想说万圣节甚至后面的圣诞节可以过的很隆重很有趣，就咱们自己的春节过得只感觉很累毫无意义可有可无的是吗？反正今年的万圣节看着（好有意思啊）说是因为调休的问题，那请问没有双休日的普通打工人可以过除夕可以提前回家吗？不必跟坐办公室整天喝着茶叶水的单位上的人 就是想说万圣节甚至后面的圣诞节可以过的很隆重很有趣，就咱们自己的春节过得只感觉很累毫无意义可有可无的是吗？反正今年的万圣节看着（好有意思啊）说是因为调休的问题，那请问没有双休日的普通打工人可以过除夕可以提前回家吗？不必跟坐办公室整天喝着茶叶水的单位上的人一样吧？？,11月01日 10:10
辛辛苦苦劳作一年，盼的是春节还是除夕？除夕夜阖家团圆、看春晚、放鞭炮。鞭炮声中一岁除，新的一年又是新的开始。没有除夕的春节跟十一放假有什么区别？以前年年可盼，以后循环往复，没个头～过节不止看放几天假，还有几十年以来的情怀。越来越没年味了，这到底怪谁？先是禁鞭炮，后是 辛辛苦苦劳作一年，盼的是春节还是除夕？除夕夜阖家团圆、看春晚、放鞭炮。鞭炮声中一岁除，新的一年又是新的开始。没有除夕的春节跟十一放假有什么区别？以前年年可盼，以后循环往复，没个头～过节不止看放几天假，还有几十年以来的情怀。越来越没年味了，这到底怪谁？先是禁鞭炮，后是不放假。我在想韩国多久申遗？,11月01日 07:13
24年春节假表面上说是放8天，其实有三天本来就是周末，还有两天是调休来的，也就是说春节实际只放了三天，除夕这么重要的节日居然还不放假，真的很不懂为什么要这样的操作？希望将来能做到：1、切实落实劳动法，能切实保障双休制度实施，禁止占用周末加班和大小周制度，保障加班费足额发放。 24年春节假表面上说是放8天，其实有三天本来就是周末，还有两天是调休来的，也就是说春节实际只放了三天，除夕这么重要的节日居然还不放假，真的很不懂为什么要这样的操作？希望将来能做到：1、切实落实劳动法，能切实保障双休制度实施，禁止占用周末加班和大小周制度，保障加班费足额发放。2、建议取消一切调休凑小长假的的做法，各种节日要放假就坦荡放，不要调休凑长假；既要双休，又要小长假，还要劳动法，调休真的折腾人3、特别是春节假期，应该延迟到10天以上，现在的七天假期（还是调休的）真的太紧了，离家远的人来回路上都得好几天，回家只能待两三天，匆匆忙忙过个年就又要赶紧走了，根本没有年味和团聚的感受。4、或者每年规定固定每个人每年法定可以休多少天的假，用人单位必须放，让每个人根据自己的时间和需求来跟单位申请放假，这样会比现在这个调休挤出小长假的做法要好得多。5、在达到以上要求之后，要是能进一步尝试实现上四休三，那就更棒了！休息是为了更好的工作，工作是为了更好地生活，要让人们能得到真正有效的休息和放松，人们才会更有生活的幸福感和奋斗前进的动力。,11月01日 06:11
除夕上班是个什么惊天安排，最好是假的，离谱到我不敢相信[丰收了],11月01日 00:41
我：对了李局，请谈谈春节除夕不放假，对此你有什么看法。李局：我们基本二十五以后就不怎么去单位了，所以觉得无所谓。我在想之前人们除夕白天很多人在火车上，晚上可以回了家和家人团聚看春晚吃年夜饭，今年除夕下班赶紧奔去车站机场，除夕在途中过,11月02日 23:35
服气只能说！！！ ,11月02日 23:33
,11月02日 23:22
这两天有些事可真搞笑，其实呢有些话我就想问一下，到底是谁骑在人民的头上？到了现在有些事情倒是搞得本末倒置了，不知道优化就逮住普通人薅羊毛一句话不愿意去理解不愿意去解决根本问题，再好的皮囊也掩盖不了腐败恶臭的事实。,11月02日 22:57
麻了出了工作安排真就正常上班啊,11月02日 21:19
特别讽刺的一张截图，说的好像这些假期有五成国人都能有似的？ ,11月02日 21:13
除夕所谓灵活和鼓励，如果公司不放假，我不会去怪公司，会去骂调休制定者，因为法定优先，归根结底是政策不讲人情，和企业无关，政策制定者在转移矛盾罢了。鼓励带薪假是好事没错，但是带薪假也是从法律来的，在一个劳动法实际落实都成问题的情况下，鼓励公司多放假纯粹是空谈。直 除夕所谓灵活和鼓励，如果公司不放假，我不会去怪公司，会去骂调休制定者，因为法定优先，归根结底是政策不讲人情，和企业无关，政策制定者在转移矛盾罢了。鼓励带薪假是好事没错，但是带薪假也是从法律来的，在一个劳动法实际落实都成问题的情况下，鼓励公司多放假纯粹是空谈。直接建议春节不放假，都鼓励公司灵活安排得了。也别说什么一直都这么放的，一直如此只能说明一直都有问题，只是之前没有卡到除夕上不去计较罢了。哪怕把除夕放了，年后提前工作一天都没这么大的怨言。社会、法律、政策应当是不断进步和完善的，现在这也别解释了，狗屁假期爱放不放。也希望以后专家和相关领导们也别和我们谈什么喜欢传统节日,11月02日 21:03
这位打工人前辈可真是太太太太太“卷”啦,11月02日 20:20
那不如这样好了，全年十一个月零三个星期无休，然后把八小时工作制改成十八小时工作制（写明鼓励企业十小时工作制），带动生产力，剩下的时间明确规定要去旅游（写明鼓励企业组织旅游团建），促进消费，牛马这样用才好。 ,11月02日 18:37
我们公司除夕放假耶 你们都不放嘛,11月02日 18:14
除夕不放假，拜你大爷的早双十一？😅铺天盖地的广告，推广费不少吧。羊毛出在羊身上玩的明明白白的哈！ ,11月02日 17:49
昨晚临睡前忽然想到除夕不放假赶紧上各大发布通知大号下面骂骂咧咧结果就是表演一个评论一秒消失术愣是把周末给肢解的调休放假已经积怨了竟然来了个更难平的上面抉择的人是外国来的吗不知道除夕的传统意义吗这样还宣传什么传统文化节日,11月02日 15:04
小时候的公益广告在此刻完成了闭环,11月02日 13:42
怎么传承。利好预制菜吧，不给你时间准备年夜饭。蒸年糕，放烟花爆竹，除夕贴春联，迎祖辈，年夜饭跨年，春晚，饺子，穿新衣服，早起拜年，压岁钱……每一个环节，都是文 怎么传承。利好预制菜吧，不给你时间准备年夜饭。蒸年糕，放烟花爆竹，除夕贴春联，迎祖辈，年夜饭跨年，春晚，饺子，穿新衣服，早起拜年，压岁钱……每一个环节，都是文化。,11月02日 13:00
确实有点扯淡了，砖家与时俱进一点吧！已经是80/90后打工人的天下 ,11月02日 12:59
除夕？大寒冥国:在申了，在申了反正你们都在上班不过的。,11月02日 12:34
这消息离谱到我朋友告诉我除夕不放假我以为是她们公司不放，骂了半天，她给我说，guo家规定不放,11月02日 12:32
怎么呢，因为反对的人太多所以关评论了是吗？作为“专家”不听民声，不顺民意到底还留着干嘛？这种通知为什么能发出来？有关单位的工作人员未免太不食肉糜了吧。 ,11月02日 11:36
当代年轻人的上班状态：天天喊辞职，月月拿全勤！天天背后骂老板，年底唱《感恩的心》,11月02日 11:31
为什么不放假，除夕不是中国传统文化之一嘛，为什么呀，谁不想快快乐乐的回家过个好年，一年到头盼的不就是大年三十嘛，难道提这个的是不回家过年吗，服了呀，顾名思义是调休 所以每天辛辛苦苦的工作是为了什么呀，我们从小被灌输的思想不都是大年三十才是年嘛，一年到头团聚的日子 为什么不放假，除夕不是中国传统文化之一嘛，为什么呀，谁不想快快乐乐的回家过个好年，一年到头盼的不就是大年三十嘛，难道提这个的是不回家过年吗，服了呀，顾名思义是调休 所以每天辛辛苦苦的工作是为了什么呀，我们从小被灌输的思想不都是大年三十才是年嘛，一年到头团聚的日子说没了就没了，怎么，就就是所谓的弘扬传统文化嘛，咱就是说提这个的就一点都没有考虑过除夕的重要性嘛，到底能不能人性化一点，能说就说，不会说就闭嘴好吧，一天天的能不能干点人事 提这个的脑子里面想的什么鬼东西为什么不放假，凭什么不放假，就你有理由充分,11月02日 11:24
对自己的节日要打压，对国外的节日要宽容。,11月02日 10:29
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月02日 10:00
人间真实,11月02日 09:46
突然想起来，我们这边是除夕吃中午饭了去给老祖宗上坟啊，也就是说，有可能我们这边很多老祖宗今年“三十夜”收不到“钱”花了,11月02日 09:24
除夕不放假，，节前还补班，这个专家是个孤儿吧？没有家没有家人吗,11月02日 09:01
一节早八让何炅谢娜的人设崩塌,11月02日 08:43
一个好消息，一个坏消息好消息是春节八天假坏消息是,11月02日 01:38
这手评论关得真妙啊。直接且主动斩断了倾听民意的路径。古语有言，广开言路。现今老爷们怎么做呢。 ,11月02日 00:08
……一时间竟有些无语了，就感觉有什么东西碎掉了一样。行，既然你这样玩就别怪我大年三十晚上打电话查岗了,11月03日 23:28
😂中国传统节日不放假还好意思啊。 ,11月03日 22:47
刚看到报道说，字节之后美团也宣布除夕放假 ，而且不占用年假额度。就在前几天，交易所还在向机构征询意见，大年初一是不是正常开市。有机构人员还说，按照交易所的说法，还真有可能正常交易。真搞不懂，今年，能做出这样决定的是何等大神啊🤣其实，谁都清楚， 刚看到报道说，字节之后美团也宣布除夕放假 ，而且不占用年假额度。就在前几天，交易所还在向机构征询意见，大年初一是不是正常开市。有机构人员还说，按照交易所的说法，还真有可能正常交易。真搞不懂，今年，能做出这样决定的是何等大神啊🤣其实，谁都清楚，没有哪位领导会真就傻到带着全体员工大年初一坚持上班的，包括机关单位。放鞭炮的老传统没了，除夕再不让过了，难道是逼着人们过洋节去吗？？？,11月03日 22:24
哈哈哈哈哈哈，有一种错位的感觉 ,11月03日 21:43
原来07年还是法定节假日，到2014年就不是了,11月03日 21:33
下个星期来个炒菜，今年的年夜菜就有着落了。正好，现在提前培养。 ,11月03日 20:55
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 20:44
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 20:31
这是啥啊？ ,11月03日 20:18
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 20:17
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 20:05
不是什么意思啊。。。。。。 ,11月03日 19:51
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 19:51
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 19:40
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 19:37
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 19:24
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 19:08
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 18:59
你们家乡在除夕夜吃什么？可惜今年除夕不放假了,11月03日 18:49
我们重锅老百姓是什么很贱的人吗大过年不放假你在干什么啊那可是除夕啊大年三十啊你懂不懂啊,11月03日 18:15
小孩哥就是我的互联网嘴替萌娃微博VC计划#,11月03日 17:41
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 17:36
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 17:22
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 17:10
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:57
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:56
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:56
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:56
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:51
//:【2024放假安排公布安全指南先备好】，提前安利大家一份消防安全指南，无论上班上学还是放假在家，这些都是顶要紧的知识哦，详细内容，戳图细细看吧~ ,11月03日 16:41
我团满分💯,11月03日 16:34
这个话题我发表看法为什么审核不通过，疯了吧！ ,11月03日 15:59
不会吧  不会吧  不会有人除夕不放假吧,11月03日 14:45
除夕那天要不要上班，我无所谓。但是“除夕”没有法定节假日，那就是对它的侮辱。没有法定节假日，感觉它就是个可有可无的日子。基于中国历史文化，应该给“除夕”一个名分！ ,11月03日 12:34
我团跟上了！！！ ,11月03日 12:33
美团子跟上了字节的脚步。除夕放假。假期变9天,11月03日 12:30
家人们谁懂啊？感觉时间被偷走了,11月03日 11:52
让我看看还有哪个公司除夕不放假,11月03日 11:08
哟哟哟，刚刚美团发布放假安排，除夕放假一天且假期不占用年假额度直接休息9天，再请一下年假值得期待了,11月03日 10:22
人们为什么要回家呢？这就不得不提起春运，知乎上有一个问题，问中国的火车站为什么要修那么大？这有两个版本的答案，理性一点回答，那就是四十多年来，中国的农民依然还在交这笔改开税，他们像候鸟一样往返，不知疲倦，三代农民为中国建设，付出了泣血的代价。如果感性一点回答，那就是 人们为什么要回家呢？这就不得不提起春运，知乎上有一个问题，问中国的火车站为什么要修那么大？这有两个版本的答案，理性一点回答，那就是四十多年来，中国的农民依然还在交这笔改开税，他们像候鸟一样往返，不知疲倦，三代农民为中国建设，付出了泣血的代价。如果感性一点回答，那就是中国的火车站必须大，只有大，才能装下这股强大的迁徙意志，甭管你是自诩品味小布尔乔亚，还是不知愁滋味的学生，或者是什么老板，除夕这天，我们就是要回家。人离乡贱，物离乡贵，就是这么质朴的道理。是什么让960万平方公里的土地上，让所有的城市和乡村，在同一个时间段里变成了每一个人的故乡？就是除夕的力量，对此，你可以无视，可以傲慢，可以不讲道理，但这股力量，它就是客观存在。《是谁搞出了除夕不放假》,11月03日 10:13
除夕不放假？是要我上春晚吗？,11月03日 10:00
所以到底有没有人思考过为什么🤔 ,11月03日 09:58
我虽然还没有工作，但是还是想发一下声，以后我工作了不会就没有假期了吧,11月03日 09:45
