五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
国内粉丝该明白了，人家对咱才是最贴心的，为了现场效果，现场氛围，为了大家听得舒心，方方面面给大家照顾到了。去海外了，可就不那么在意啦，直接真唱磨耳朵啦。,1,0,1,2023-12-08 11:47:24
我记得之前看格莱美，也有个人假唱，是ed Sheeran吧。不过唱到一半后台把他的假唱声音给关了，他边唱边shit，shit的骂，可搞笑了。,-1,0,7,2023-12-08 11:45:52
我有一个疑问，就是他们临时决定直播演唱会这个行为，有没有损害买票的观众。就是，当初买票的时候不知道这个演唱会是直播的，如果知道有直播的话一些人就不会买票了。等准备开唱了，因为主办方自身的原因要突然开直播。那些观众事先是没有知情权的。,1,7,14,2023-12-08 11:45:20
专业的事情交给专业人士和机构去做，只谈个人看到的。看了五月天巴黎演唱会的几个网友现场视频，聊聊我的感受。1，阿信真的老了，唱着挺费劲。2，整唱演唱会槽点很多，比如音准问题，破音问题。3，对于大家关心的E6，看的几段视频中并没有上去。4，此次演唱会现场和上海演唱会现场对比差别十分明显。蹦跳少了，和之前现场比简易堪称乖宝宝。就这样。,1,0,1,2023-12-08 11:43:45
是人，不是机器。也不是cd。所以气息不稳太正常了。从唱的专业来说，每个人都有判断，但要知道，这是演唱会。相比几年前的表演模式，当下大部分的演唱会，“演”的成分要比单纯唱歌的占比更大。而五月天的问题是，太过下劲在演的方面了。现在官方还在调查。其实最终也就是对于假唱的定义需要再细化。等一个结论也就行了。而造成这一切的，除了盈利的动机，还有以演代唱的路径选择。就像近日任贤齐在演唱会上所说，歌手唯一不能被取代的就是“live”（演唱现场感）。这个“live”可以是有瑕疵的，甚至是唱破音的，但就不能是自欺欺人、忘记职业本分的。而五月天在意的，似乎就是载歌载舞，一起来一个大party，所有人都不需要沉浸在歌曲里，也不需要真正的懂的歌的内涵。这其实是对于演唱会的误解。演唱会最至关紧要的，是氛围。我至今还记得看到邦乔维95年演唱会的激动。那是一种深度的沉浸，所有人没有手机，没有乱七八糟的手环，应援，手幅，就是举起双手，看着台上，跟着主唱激动流泪，两双手，一颗心，一个冰凉，一个滚烫。文化变了，受众变了，市场的打法也变了。歌迷成了粉丝，也有了一整套的流程。这也倒逼主办方换思路，逼歌手，玩儿梗，逗闷子，多说话，而那些真正感动人心的，能够打动我们的内容，让位于形式了。反过来，加上明星的光环，又会强化粉丝的这种印象，以为这一切是明星们喜欢的。结果两方都困在自己的茧房里。有这种风波，也算是一种双向奔赴吧。,1,3,20,2023-12-08 11:43:43
想起了今年夏天的三小只，当时说排练不走心，音色变了努力的夹……这样比较起来，还是超级敬业的，至少是真唱呢（狗头保命）,-1,0,0,2023-12-08 11:43:03
以前觉得冯提莫一般般怎么会火，现在一看提莫练习还算到位,1,0,5,2023-12-08 11:42:42
感谢五月天，让我这种音盲了解到E4、E5、E6，指的不只是屏幕材质或者汽车，我还以为五月天转型做手机了呢。,1,0,19,2023-12-08 11:42:14
假不假唱是小问题，哪首歌是他自己写的是大问题,-1,0,1,2023-12-08 11:41:55
我是来看 话的。,-1,0,0,2023-12-08 11:40:50
其实真不是不回应，而是真不敢因为歌手一旦被人关注到是否真唱这个问题，就意味着，已经失去信用了这跟银行征信差不多，一旦有黑点，就需要很长的恢复期而歌手一旦失信，意味着他以后的每场演出都会被放大放大再放大，然而对于五月天这种本来就不算实力唱将的歌手来讲，再加上年龄增长，那他的歌手生涯即将报废，就这样的频率，这样的强度能坚持多久？真唱假唱说实话，相比之下已经不那么重要了,1,2,3,2023-12-08 11:40:43
从专业角度说，老艺术家建议都别上台了，大部分老艺术家都会因为随着年龄的增大而导致嗓子机能老化。而情怀这东西，却是越老越爱的深沉啊。有些利益团体为了黑而黑，他们真的从什么角度都可以挑出问题。今天从气息不稳来说，明天就会从相貌、私生活入手。再放眼内娱圈子这些年轻艺人，我认为就算把他们加一起与现今的五月天比，都显得无比渺小。一个个是要作品有样貌，要唱功有样貌，要演技有样貌，且有些真唱歌手一张嘴我就.....想逃。我看内娱歌手也就薛之谦、毛不易有戏。影视表演这方面，我认为还是港台演员更有味道。,1,0,0,2023-12-08 11:40:39
假的真不了，无论时间多久，一定会被扒出来。所以，真实面对，不要说谎。,0,0,0,2023-12-08 11:39:30
承认假唱会被封杀吧？只是还想掐大陆的钱罢了。,-1,0,0,2023-12-08 11:38:18
怎么个事，真就两岸E6有汇率，一E各表啊,1,0,0,2023-12-08 11:36:48
假到真时真亦假，无为有处有还无。在闹哄哄的讨论过后，其实真假早有定论，已经不需要所谓“专业解读”，只是对有些人而言，坚定是“真唱”很重要，对有些人而言，大力“打架”更重要。但总归是一地鸡毛。在这一地鸡毛背后，是今年火爆的演艺市场：2023 年全国演出市场呈持续上行趋势，供给需求旺盛，市场活跃。数据显示，今年全国营业性演出多达 34.24 万场，同比增长近 278%，演唱会与音乐节热度飙升，持续拉动消费增长。在兴趣人群层面，演出行业兴趣用户规模庞大，女性占比超过 6 成，中青年群体分布广泛，主要集中在新一线及二线城市。在地域消费层面，线下打卡演出现场成为用户分享生活的重要方式，以奔赴北京为代表的跨城观演助推旅游出行。另外，与演艺市场同步爆火的还有旅游市场。而旅游族群多为中青年、一二线城市用户，具有一定的财富基础。随着旅游业全面复苏，旅游族更加活跃，CityWalk、研学游等多种出游方式爆火，线上旅游服务类平台如携程旅行、去哪儿旅行等 OTA 平台承接更多增量。美食、演唱会成为旅游业发展的新动能。与旅游相关的各关联场景中，文化消费增长最为突出，电影演出票务类平台流量暴涨。嗯，不得不说，这生意有得做。,1,0,2,2023-12-08 11:35:26
湾湾特色的腹泻摇滚                                                                                                                                                                                                            摇滚不死，青春永驻！,-1,0,0,2023-12-08 11:33:27
"记得当年学唱歌第一课，满以为老师会教怎么发声，怎么用嗓子,唱歌技巧那些的。结果老师教了整整一节课的呼吸。。。现在看阿信耸肩的胸部吸气方式，真好奇这么多年没人说吗？",-1,0,0,2023-12-08 11:31:59
和之前在我上海听得没区别 网络喷子就会硬黑 网友人均音乐家,0,9,2,2023-12-08 11:31:44
也有观众表示理解，认为五月天在演唱会上的表现可能受到多种因素影响，如现场环境、体力等。我不理解，可能因为我的甲方和老板从来不会考虑我的工作不理想，是受环境和体力等因素影响。,0,0,0,2023-12-08 11:31:32
纯路人，不懂乐理其实嘛我觉得，冷处理就好了嘛，唱完这场巴黎的不管怎样，都一直冷处理就好了嘛但是他偏不，他非得头铁，唱之前就先吹了自己能唱E6这下让大家怎么放过你呢,1,0,1,2023-12-08 11:30:44
就阿信那个唱功，一场演唱会几个小时怎么可能不跑调他年纪也不小了，体力下降，真唱肯定气息不稳的所以之前的假唱不要太正常啊,1,0,0,2023-12-08 11:29:59
证明了就是到国外就真唱，到国内就假唱 ,-1,0,0,2023-12-08 11:29:32
很多人批评五月天巴黎演唱会气息没有上海演唱会稳？其实真相可能并不是真唱or假唱！我想从专业的角度出发，为五月天说几句。。众所周知，上海位于北纬30度左右，而巴黎位于北纬48度左右。纬度越高，则气压越低！气压越低，则会引起胸闷气短!!十几个纬度的差异，阿信能唱成这样已经很不容易了！因此巴黎演唱会的表现是正常现象，如果和上海唱的没有区别反而不正常了！看到这里肯定有喷子质疑我的专业性。。可我真的是专业瞎几把扯的。,-1,0,4,2023-12-08 11:28:13
5.1秒E5，实测。E6是E6不了一点的，用各种软件测出来的都不准，还是以看图手测为准。（为什么会有波动，是因为泛音远远大于基频。不要惊讶，泛音大于基频是人声的常态，谁唱都是这样的。）而且仅从逻辑上讲，就无法在E5和E6之间跳动，差八度呢，怎么可能。更多的见上一个回答阿信再发文回应假唱传闻，称自己可以唱到 10 拍 E6，如何看待此事？从音乐专业角度分析这是什么水平？,1,33,132,2023-12-08 11:27:55
没啥说的，自己锤自己，铁锤！,1,0,0,2023-12-08 11:26:01
没有谁能逃过髮国的投降魔咒。哪怕每天十拍E6的阿信如行走在人间的CD也得跪。这是不是就合理了？？？,1,0,1,2023-12-08 11:25:23
五月天开演唱会搞钱，但是放录音假唱。这就是我的解毒,1,0,0,2023-12-08 11:25:11
10个E6，一眼顶真。,1,0,0,2023-12-08 11:23:28
哎呀，时差没倒过来，影响嗓子了嘛。,1,0,1,2023-12-08 11:22:30
现在十二月大冬天，五月天有远着呢，能稳么？,0,0,1,2023-12-08 11:21:49
五月天的肩膀在巴黎找回来了hhh～～只要一换气，就提肩，这个动作连自己都骗不了。,0,0,49,2023-12-08 11:21:06
 我一直以为阿信是主唱，没想到是主演…… ,1,9,664,2023-12-08 11:18:32
现在我们都相信五月天在巴黎是真唱了，因为气息、音准和大陆场次天差地别。那么请艺人和经纪公司正面回应一下，为什么在国内假唱、巴黎真唱？是区别对待海内外歌迷、纯粹把大陆粉丝当韭菜，是欧美演出市场法规更严格、没胆子假唱，还是之前一直假唱、只是被锤之后紧急改真唱洗白？这三条是哪个，给个准信呗。一条大陆演唱会假唱就够封杀，已经被官媒锤了。要是咬死不承认一直假唱，那你们意思是区别对待中国歌迷？真不知道五月天这个公关思路的逻辑在哪哦。,0,46,817,2023-12-08 11:17:38
看了一点他的直播。我发现，鉴别他是不是真唱很简单，就看他老不老实就行了。乱动还能飙音的一眼假了。。自己证明的,1,0,6,2023-12-08 11:15:29
为什么都说上海演唱会是完美现场，之前群嘲破音走调，为了泼脏水打脸自己都不顾了？233,-1,0,0,2023-12-08 11:14:41
巴黎演唱会我录屏的第8秒 你就是维他命 l o v e--------话筒离开 e声还在唱的你别告诉我是什么和声，哪个和声和主唱一个调的https://www.zhihu.com/video/1716414213654953984,1,5,43,2023-12-08 11:14:22
这几天看了那么多脑残粉的发言，深感国家还是得让更多的孩子上高中。,1,16,168,2023-12-08 11:13:39
真唱起来有点累，现在风口浪尖，应该不会假唱的~这时候是真水平。质疑假唱->网络舆论->当事人声明未假唱->权威媒体批评假唱，有则改之无则加勉->开始引导可能有伴音、垫唱->真唱时间可能不是百分百，但不是假唱->真唱气息不稳.....照这个趋势，最后的可能结果是：1）没有假唱，只是起息不稳，属于技术不过关，道歉就行了；对于质疑假唱的人进行追责；2）没有假唱，有点伴音，属于行业管用伎俩，不属于欺骗。——免责的可能性越来越大。,-1,0,1,2023-12-08 11:13:37
如我以前答案写过的，现在的公关重点不在粉丝，而是官方的调查组这场真唱并不是唱给粉丝听的，而是向官方调查组，或者国内的主办方表明一个态度：我陈信宏还能唱（虽然翻车），以后也不假唱了，这次你们就放过我吧，我以后还想来大陆挣钱。期待一个官方结果，希望这次杀的鸡足够份量。,1,0,39,2023-12-08 11:13:08
巴黎纬度太高，出现高原反应了（今年我是出不了院了）,1,0,1,2023-12-08 11:12:37
他仿佛在说，呐，就这个样子咯，你们不会喜欢对吧？他仿佛又说，喏，就这个样子，很难吗？但他仿佛没明白，尽力局还是勉力局不重要，你快掉段了你明白么。,1,0,0,2023-12-08 11:12:30
真唱气息不稳，跟之前差别明显，那不就是实锤之前是假唱吗？,-1,0,1,2023-12-08 11:12:24
说好的十拍E6呢，在梦里唱了么，从侧面反应上海的演唱会到底是真唱还是假唱了,1,0,0,2023-12-08 11:11:50
为什么不愿意承认假唱呢？因为会出现史无前例的假一赔三，别说陈信宏自己了，赔上经纪公司都不一定够好在法律意义上的假唱大概是够不着的，大概也能用半开麦糊弄过去半开麦不算假唱，所以他们敢咬死没有假唱，麦田农夫的鉴定视频里也说了，是有真唱的部分的但就算这样，陈信宏也骑虎难下不能再和之前一样不唱了，必须唱，但是嗓子机能退化这玩意又不可逆所以就呈现出巴黎场这种拧巴的景象——唱了，但和国内场次的表现天差地别至于那个E6，真的算了吧……别说学过的了，没学过的去听一下E6的音都能听出来不是E6最后叠个甲，无论是否假唱，没有人能否定五月天曾经为华语流行音乐做的贡献，他们至少还是贡献过不少名曲的,1,2,19,2023-12-08 11:11:47
一定是巴黎空气的问题。,1,2,1,2023-12-08 11:10:09
曾经10年老粉表示，阿信真实唱功是这样的，唱功一直挺差，年轻的时候边唱边蹦，现在再唱跳怕是大爷要厥过去了 ,-1,0,1,2023-12-08 11:10:02
五月天明白，做实验，得有对照组。,1,0,4,2023-12-08 11:09:55
真正的勇士是知道自己会翻车还执意前行。虽然诈骗岛人品不行，但是勇气可嘉。,-1,0,8,2023-12-08 11:09:30
这演唱会法国还有人看？果然，如果膝盖生了根，见到什么人都会想跪下。,0,1,3,2023-12-08 11:09:24
别再讨论了，否则下一个新闻就是巴黎演唱会是因为身体生病，才表现出了舞台差异。,-1,0,2,2023-12-08 11:09:14
这不就反向实锤之前大量假唱了吗！原来真唱会颤音会跑调会破音，高音上不去跑跳也会有喘气声，也没有时间做那么多浮夸的动作和表情，更重要的是没有撅嘴   ,1,1,8,2023-12-08 11:08:53
像我这样五音不全的人不好评价专业歌手的唱功，但是麦克风拿得近点和远点会影响声音传播声量的大小，这点基本的常识还是具备的。五月天在巴黎唱得不好听，可能水土不服；在上海演唱会稳定输出，可能是现场观众热情感染。真实情况怎么样，我不过多评价，交给监管机关去鉴定。目前“五月天”上海演唱会的原始视频、音频，已经提交属地文化市场稽查部门，有关部门将对提供的音视频内容进行科学的测评分析，并公布调查结果。博主“麦田农夫”选取了粉丝在演唱会现场拍摄的12首歌曲，提取人声进行分析。据他判定，12首歌曲中，《干杯》《恋爱ING》《知足》《爱人错过》《伤心的人别听慢歌》为假唱，《为你写下这首歌》前几句是假的，后面是真的。声理学领域的专家的意见，假唱鉴定软件的准确性并不是百分之百。它仅能通过声音的波形和频率来判断是否与原唱相符，但不能完全排除现场音效和混响的影响，也不能考虑到歌手的情绪和表达的变化。因此，仅仅依赖假唱鉴定软件得出的数据并不能作为唯一的评判标准，需要结合其他证据进行全面的分析。还是静待调查结论吧。如果最后鉴定为假唱，根据《营业性演出管理条例》，以假唱欺骗观众或者为演员假唱提供条件，相关部门将对演出举办单位、文艺表演团体、演员向社会公布。演出举办单位、文艺表演团体在2年内再次被公布的，由原发证机关吊销营业性演出许可证；个体演员在2年内再次被公布的，由工商行政管理部门吊销营业执照。其中，以假唱欺骗观众，观众有权在退场后依照有关消费者权益保护的法律规定要求演出举办单位赔偿损失；演出举办单位可以依法向负有责任的文艺表演团体、演员追偿。由县级人民政府文化主管部门处5万元以上10万元以下的罚款。,1,0,0,2023-12-08 11:08:38
公关的思路其实逻辑是OK的，如果不是e6太过于抽象，这次其实大概率可以大事化小。核心的思路就是，五月天是能唱的，只不过场次太多，为了舞台效果，不得已才用假唱。如果阿信没有那段逆天言论，他最后卖力拼命搞几场，证明自己水准线以上的实力，还是能扳回不少的。但现在问题是他有那段逆天言论，结果整个场面就变得很滑稽了。本来是看歌手，现在是在舞台上看小丑，画风直接就不对了。把事情搞得这么悲壮，何苦呢。涸泽而渔，不过如此。,-1,19,45,2023-12-08 11:07:30
在国内偶像明星都只要靠卖脸不靠卖艺吧不管年龄多大都是粉丝眼里的宝宝爹妈给点零花钱怎么了一个给得乐意一个拿着得意谁家宝宝不是最棒棒的呢有瑕疵的宝宝也是完美的宝宝钱来得太容易就没有力气去搞创造了你以为自己是别人衣食父母别人当你是刷脸的提款机,-1,0,4,2023-12-08 11:06:39
                               水土不服                               唱的不好听                                     正常,-1,0,0,2023-12-08 11:04:23
他只是想捞钱，他有什么错（哭腔）,-1,0,1,2023-12-08 11:04:05
不愧是摇滚乐队，无需发言，凭歌声证明自己,1,0,1,2023-12-08 11:04:05
好好看看这五个人今年在国内开了多少场演唱会吧，真的就是堪比拉磨的驴了~人现在就是死活不松口就是说自己没假唱，哪怕明年开始就退圈，今年一年圈的钱，也早够不知道玩几辈子了。所以，除非官方下场定义，不然五月天是不可能承认自己假唱，就跟五五开不会承认自己开挂一样,1,1,1,2023-12-08 11:04:00
懂了下次可以使用巴黎场的录音,1,0,2,2023-12-08 11:03:25
之前PUBG或者LOL一些主播开挂被锤，他们线下直播自证，结果好像都起了反作用。这还挺像的。 ,-1,0,5,2023-12-08 11:00:58
挺好的 比我唱的好,1,0,0,2023-12-08 11:00:24
国外真唱国内假唱真有他的看不起大陆是吧Σ_(꒪ཀ꒪」∠)呕,0,0,0,2023-12-08 11:00:01
昨天我在xhs刷到消息说，五月天2024年在北京报了10？13？场演唱会，什么全新主题。再结合巴黎演唱会的情况，我怀疑他们以后要走卖惨路线了。,-1,11,22,2023-12-08 10:59:44
太好了，这样以后是不是国内的票就比较好抢了！！！,1,45,3,2023-12-08 10:59:04
抽空去看了b站的扒假唱原视频，只能说没得洗，只要你有耳朵，你有基础的乐理知识，都无法否认假唱的事实，真唱的曲目已经是在ktv水平中还比较拉胯的那种水平了，我只能说去现场听演唱会的朋友都是真的猛士，花钱听人鬼哭狼嚎,1,0,27,2023-12-08 10:58:02
那之前呢？现在看来，不光音乐差点儿意思，其他方面也有些问题。,1,43,199,2023-12-08 10:57:36
所以说，国内的监管部门在某些事情上，规定条款的不清楚和不专业，才是造成这种乱象的根结。简单的说，就是惯出来的的毛病。监管部门，虽然有规定不允许假唱。但究竟是什么是假唱？垫音多少算假唱？没有清楚的规定。既不清楚，也不专业。不是不能真唱，是有规定，无监管。即便有监管，也有充分和稀泥的空间，那自然有人去卡bug。有人卡一点偷偷懒。有人突破底线撒开了纯靠bug赚钱。所以说，这事情注定会成为国内演唱会里程碑似得事件。此后现场人声占比多少才算真唱，垫音垫百分之多少算违规？诸如此类的细致化规定该出台了。所以说，规定的进步，第一步就是有人去突破了底线。,-1,0,1,2023-12-08 10:57:00
五月天也太蠢了吧，为了证明自己不是假唱、非要直播一场真唱，看了点视频、更相信在大陆的演出是假唱了，差距太大、坐等退票,1,6,16,2023-12-08 10:56:42
我puq都已经有人说阿信能唱到F6了 E眼丁真鉴定为（）,0,0,0,2023-12-08 10:55:43
这就是差别，伍佰演唱会上，他就不装，他就不唱！,1,0,0,2023-12-08 10:55:14
假唱风波后，12月8日凌晨3点，五月天巴黎演唱会准时开唱。这场演唱会，五月天是否真唱依旧是焦点。有网友对比五月天此前演唱会发现，该场巴黎演唱会上，阿信出现走调、破音等问题，此前阿信发文中提到的“E6”，他并没有唱上去，且在演唱过程中疑似为了保证气息平稳，减少了之前演唱会的蹦跳、甩飞话筒等动作，近乎“站桩式”演唱。同时也有网友表示，巴黎演唱会现场，五月天唱得还算稳。而在演唱会结束后，五月天主唱阿信未理质疑，发文称：“岁月有你同路，陪我唱到日出。谢谢所有城市的支持，谢谢演唱会团队，谢谢每个你。”此前，五月天曾发长文回应假唱质疑称：”除了真唱没有感动你的方式，“每次的嘶吼，每一场，每一声，都来自于我依赖了24年的嗓子”。但仍被质疑回避真假唱问题，毕竟提前录制好的歌曲也是来自五月天自己的声音。长文中的“每次唱这足10拍E6的高音，总是跪足捶地”又引发新一轮讨论，有舆论称五月天根本无法唱上去10拍E6。7日凌晨，五月天演唱会伴唱黄士杰在评论区回应阿信E6问题：“这里E6表述是以钢琴的记谱方式（科法），最低音是从A0开始，接着是B0和C1，一路往上到中央C4，崩坏最后的最高音是钢琴上的E6，即阿信写到的E6。理解不一样可能因为大家的基准始点不一样，所以各自解读会有所不同。 ”来源：九派新闻,-1,6,80,2023-12-08 10:55:12
麦一离开嘴 巴黎圣母就没声音,1,0,0,2023-12-08 10:55:00
这不就是间接证明了之前的那个气息稳定的就是假唱了吗？,-1,0,0,2023-12-08 10:54:55
五月天：尼玛啊，这钱现在不好赚了，不说了等我喘喘气。。。。,-1,0,0,2023-12-08 10:54:31
到底是真唱假唱？！给个准话不行吗？磨磨唧唧半天。,0,0,0,2023-12-08 10:51:50
一时之间，尽然不知道他是不尊重上海场还是不尊重巴黎场……,0,0,64,2023-12-08 10:51:40
其实五月天不要硬说自己是摇滚乐队，根本就不会有这么多事。摇滚就是一个KEEP IT REAL，只要态度到位了，哪怕在台上唱飚了、唱岔了、唱不出来了、跟歌迷现场撕逼了……都不会有人拧着这事儿不放。说不假唱又唱成这样，又非要说自己摇滚精神……这就有亿点搞笑了。补充：小时候买过五月天的专辑，很喜欢《拥抱》和《盛夏光年》。非黑非吹。但属实觉得这事搞笑。,-1,0,2,2023-12-08 10:51:12
假唱比真唱好听假的比真的还要真,-1,0,2,2023-12-08 10:51:12
想要真唱，也只有梁静茹这种了。安安静静的在那里，除了唱就是唱。那种又唱又跳的，唱得与唱片一个水平，那叫周瑜打黄盖，一个愿骗，一个愿被骗。所以，判断真唱与否，也不用比声音频谱，直接看他们在舞台上的活泼程度。唱歌需要心肺功能好，跳舞也要。如果两者同时，对心肺功能的要求不是一般高。如果平时没有高强度的体能训练，绝对不可能。阿信在一次采访中说过，从不去健身房。但在演唱会前一段时间会跑步。再回头看一些演唱会，那么卖力的演出，其实只是表演，罢了。演戏的演。下一场纽约演唱会带一场气息稳的，也直播。你们看吗？,1,5,4,2023-12-08 10:50:53
来自度娘，巴黎海拔178m，上海2.19米众所周知，海拔越高，空气含氧量越低对吧对吧，一定是因为这个，上海可以又唱又跳毫不走音，对比之下，巴黎稳定站好气息不稳难道不是应该的嘛手动狗头,0,1,1,2023-12-08 10:50:12
娱乐圈：音是修的，唱是录的，图是P的，容是整的，CP是炒的，热搜是买的，挣钱是真的。,1,0,7,2023-12-08 10:47:42
E6算什么，人家自己认领F6了，你怕不怕？,-1,0,1,2023-12-08 10:46:57
瑟瑟（发抖）五月天,-1,0,0,2023-12-08 10:45:59
只要做对一次，就证明之前全是对的！摇滚的人生就是这么Easy！,1,0,3,2023-12-08 10:45:52
不懂就问，是巴黎地方法律不允许演唱会捶胸顿足，唱够10个E6么？不然怎么我们阿信都变文静了呢？   ,-1,0,7,2023-12-08 10:44:24
气息不稳是假唱之前都是真唱责任都在黑子，逼良为娼,-1,0,0,2023-12-08 10:43:54
看他那表情，再加一场就要进ICU骗保了   ,-1,0,4,2023-12-08 10:41:25
【五月天巴黎演唱会《我心中尚未崩坏的地方》-哔哩哔哩】 https://b23.tv/bi2WQAq2:54，3:24，4:55破音，不够气，降key，一开始水牛声，说句实话，我去广州随便找个驻场的，都不至于这么多瑕疵。哦，对了，这视频是五月天官方放出的，只需要不是失聪的，对比一下之前其他演唱会，都会知道五月天假唱了吧。当然了，部分粉丝除了嘴全身上下都软,1,0,1,2023-12-08 10:40:49
众所周知，巴黎的海拔比上海高，这是高原反应。,-1,1,5,2023-12-08 10:38:51
有没有医生来说说，他目前这个嗓子是不是可以告别歌坛了？我觉得这嗓子废了,1,9,68,2023-12-08 10:38:39
这个好像也不需要从什么专业角度来解读吧，唱不起来，气息不稳，看上去很累，音调有问题，没有用气、用嚎……这些表现一般人都能看出来，所以总结起来可能就是唱不动了吧。不管是年纪问题，还是身体问题，肯定都是有原因的。只是这个状态下还要坚持办演唱会，可能也是因为“生活所迫”，或者有其它苦衷。不过不管是什么原因，唱不了就只能接受唱不了，不开演唱会也有别的途径赚钱才对。冒险去做可能做不好的事、甚至弄虚作假，那肯定是不行的，毕竟现在的人也都不好糊弄了。所以真诚一点还是更保险的行为。比如只要是真唱，哪怕真唱的不那么完美，有瑕疵，大家可能也会接受，还会觉得辛苦，会体谅会理解会包容。但是假、就很难被接受。总之，五月天这次的问题还是有点悬，至少是口碑和印象分是打折扣了。是哪一个环节出了问题，他们自己最清楚。不管这事结果如何，反正他们在粉丝和网友的心里，还是留下了膈应的记忆。即使经济或利益问题不受损，形象也受损了，对以后的发展肯定也是有影响的。因为不管有关部门最终给出什么答案，大众心里自己其实已经有了答案，所以不管答案是真是假，大众都会持怀疑的态度，所以这个结、五月天怕是一时半会打不开了。如此看来，不管哪一个行业，做事之前先做人，否则都是得不偿失……,0,22,248,2023-12-08 10:38:25
近日，知名摇滚乐团五月天在巴黎演唱会上的表现引发了广泛关注。有网友指出，五月天在巴黎演唱会上真唱表现不佳，气息不稳，与以往演唱会版本对比明显。此前，五月天曾被质疑在上海演唱会上存在假唱现象。针对这一质疑，五月天所属唱片公司相信音乐已回应称“没有假唱”。　　在巴黎演唱会上，五月天的表现引发了观众对真唱与假唱的讨论。有网友表示，五月天在演唱会上气息不稳，高音全靠嚎，被批评为“难听”。另一方面，有网友认为，五月天在演唱会上的表现与之前相比有很大差距，质疑其是否因为唱不动而选择假唱。　　针对五月天在巴黎演唱会上的表现，有观众表示希望五月天能够保持真唱，减少垫音，多加练习唱功。同时，也有观众表示理解，认为五月天在演唱会上的表现可能受到多种因素影响，如现场环境、体力等。五月天巴黎演唱会真唱气息不稳 网友：好家伙，之前假唱实锤了期货开户：期货开户选择期货公司，手续费和保证金如何判断？交返92%申请、交易通道速度详解。期货开户：为什么股票天天跌大家选择推荐做期货,1,0,0,2023-12-08 10:37:36
五月天真唱假唱成了罗生门事件，普通消费者其实真的分辨不出来，又如何能从专业角度解读。这对于消费者要求太高了。这年头造假不新鲜，假酒假烟挺常见的，但连演唱会都造假着实有点想不通，只能说有些艺人被惯坏了。明星艺人一场演唱会的收入是普通人穷其一生都难以达到的财富目标，除了经纪人和演出机构的工作外，艺人要做的只是到现场唱歌。唱着歌就把钱赚了，这工作够轻松了吧，尽管如此还是陆续出现了一些假唱事件。艺人为什么要假唱，原因无非两个，一是资本利益驱动，疲劳作战；二是店大欺客，欺负消费者。高人气的演唱会，收益自然也是超高，据说五月天这次上海演唱会他们基本上是每天进账1个亿，这么强大的利益驱动下，难怪他们的演唱会都是一开就好几天。而且还是巡回演唱会，各个大城市之间轮流进行。对于艺人来说，搞演唱会跟录音棚里唱是两码事，演唱会是最费气力的，能撑下一场三个小时左右的演唱会，非常了不得了，一唱至少三四天，即便再有实力，嗓子再好，也有疲惫的时候。累了唱不动了怎么办，有的会改期，比如去年薛之谦因为感冒发烧，临时宣布退票，调整了演唱会的日期。有的选择偷工减料，假唱充数。敢假唱的艺人都是自带流量的大明星，仗着顶流的品牌人气，不发愁票房和观众，所到之处粉丝趋之若鹜，奉若神明，没人会怀疑他们假唱，而他们利用粉丝的心理就开始糊弄了。反正舞台那么大，那么远，现场那么嘈杂，一般人根本看不出来，也听不出来。如何验证假唱呢？据说用音频波纹进行重合度比对（包括音准重合度、某句话长度等），以及同一首歌在不同演唱会场次中的波纹重合度比对可以做到。把录音波形放大到一定程度，通常不可能有任何两次演唱的波形是完全一样的。波形和指纹一样无法因巧合而雷同，一般来说只能是同一次演唱的波形才会。消费者太难了，这年头看场演唱会都得防着造假。,1,0,19,2023-12-08 10:36:32
宁愿听到他们破音，也不想现场听CD。如果所有歌手都靠粉丝经济，那真是劣币驱逐良币。——前五月天粉丝,-1,7,23,2023-12-08 10:35:51
自己打自己脸可还行,-1,0,1,2023-12-08 10:35:17
测出F6好笑程度50%。本人亲自认领好像程度再加50%！带着伴奏测音高，那我在音响放过F6的蜂鸣，我在旁边唱一首 江南style我也F6了,1,9,70,2023-12-08 10:35:07
不专业，不解读，纯吐槽。他不是气息不稳，而是他要真唱，就是这个p样子，从来，一直都是。他的歌全部都是要经过大量修音的，从他们出道的时候就是这样。往小了说，垫音，半开麦，糊弄观众，提纯粉丝。往大了说，诈骗岛特色。头一次见开个演唱会开出悲壮感的。,-1,29,361,2023-12-08 10:31:13
假唱没跑了，毕竟E6高音可以不用话筒都唱出声,-1,0,7,2023-12-08 10:31:05
摇滚本来没精神，不知道谁整出了个什么摇滚精神。我不是什么摇滚爱好者从来不是。我是好音乐欣赏者，只要是好歌好音乐，我就会为其鼓掌，管他X的是不是摇滚？所以，我为朴树点赞，为罗大佑点赞，为李志点赞为保罗西蒙点赞，为猫王点赞。为黄群黄众点赞。还有人在摇滚音乐会上挑气息，这种做法就属于扯淡中的战斗机了。摇滚虽然不存在什么精神，但是摇滚不是玩儿的就是那个热闹，那个嗨劲儿吗？咋这都成了吐槽的槽点了？,1,23,15,2023-12-08 10:29:43
一唱就大口换气耸肩。但是不影响会去听他们的歌,1,0,2,2023-12-08 10:29:14
