王自如受访言论引发讨论，媒体评论称「质疑他、理解他、成为他，才是年轻人的出路么」，反映出什么社会现象？,gender,comments,likes,updated_time
鄙视王自如，理解王自如，成为王自如。小白以为的职场:我优秀，业绩好，董事长纳头便拜，给高薪，把女儿洗白白送上。实际的职场:老板说一不二为所欲为，业绩好不好的能咋的，我不开心就干死你。看看王自如，文能主持经销商大会，武能直播卖7个亿，身段放软能哄得董事长乐得花枝乱颤。顶级打工人啊，有这本事那就是人生赢家。世界不是黑色不是白色，是灰色的。早点开悟，才是年轻人的幸事。,1,0,5,2023-11-16 12:01:05
怎么？我们是要这种人成为我们的偶像嘛？,1,0,0,2023-11-16 12:00:52
最开始在香港几平米的出租屋内搞测评的时候就看了，那个时候真的不错，还会录视频教英语，也会拍自己和兄弟穿着西装挤在狭小的空间照镜子，准备去面试。现在的王自如成了互联网的笑柄，可能一切的改变都源自于他没钱给她妈看病开始的吧。,1,0,0,2023-11-16 12:00:22
说实话，如果能让我在世界领先品牌的领导人手下工作，能够学习她的成功之道，哪怕学的九牛一毛，我也愿意不看工资条，要知道这个世界上最值钱的你的脑子里的想法，商人之道不是课本上随便学学的，要学就学顶级的，切身感受一下，王自如没有任何毛病，他很聪明，会把握贵人。,0,0,0,2023-11-16 12:00:01
我没觉得生理不适，只是觉得，有时候吧，真话说出来就是这么回事，偏偏我们的大众价值观又是在你耳边讲你要努力，你要有能力，等等等等，但现实却又是另一回事。职场上如此，社会上亦是如此，什么叫学得好不如嫁的好，嫁得好不如生的好，等等等等。只能说，主流价值观与现实之间的差异，我们怎么自我调节了，你要说有多少参考意义，不见得有多少，因为混了十几年职场的人都知道，这tm才是真正的规则。,1,0,0,2023-11-16 11:59:17
当初老罗一席话历历在目：“既然被包养了，就不要谈什么人格独立。”很明显王自如他已经把这句话吃透了！“被包养、去格力”,1,0,0,2023-11-16 11:59:16
这位是个男的，然后舆论高高的，但是职场傍大腿贴身子的事儿如果是个女性大家已经不当新闻了是吧,1,0,0,2023-11-16 11:58:52
这两天天天看什么质疑自如，理解自如，成为自如，收放自如诸如此类的玩梗，还可以，很有意思，直到，我今天看到一个gpt玩的梗，它说收缩自如，有点绷不住了。,1,0,0,2023-11-16 11:58:31
有啥问题么？改变不了社会，就被社会改变。这不正常么？非得装清高？,-1,0,0,2023-11-16 11:58:01
千穿万穿，马屁不穿，但是能不能忍受马屁的恶臭，是个人的选择，社会也好公司也罢，应该给予年轻人不忍受这种恶臭的权利，同时应保证年轻人不因为这种选择遭遇不公正待遇，保证一种不至于劣币驱逐良币的社会舆论公正。,-1,0,0,2023-11-16 11:58:00
没什么，他只是太想进步了，仅此而已。一个人为了进步而伏低做小，委曲求全，这没什么可指责的，比他做的过分的多了去了，成就还不如他的也多了去了，那么多的人，你一个一个去骂，你骂得完吗？他当年不是没有尝试着硬过，后来结果如何？在和罗永浩当面对线的时候，他一开始竭力奉承罗锤子了，开头第一句话就说自己读过罗锤子的书，说自己是罗锤子语录的脑残粉，都恭顺到这个地步了，罗锤子给他好脸色了吗？世道如此，只能换个活法。就像祁同伟，他在汉东大学那一跪，很多人称之为屈服，还有人称之为堕落，我不这么看，我称之为抉择，敢于掷出骰子，敢于为了改变命运而付出代价也是一种魄力和本事，并不是只有含垢忍辱才算英雄，那样的英雄，不当也罢。后来他的平步青云也确实证明他押对了宝，命运为他支付的代价给了他等值的回报。真正应该指责的，不是曾经为了缉毒而身中三枪的祁同伟，而是汉东官场的大环境，是那些道貌岸然高高在上的体面人们，是仗势欺人的梁群峰，是袖手旁观的陈岩石，是鬼迷心窍的高育良，是站在干岸上说话不怕闪着舌头的侯亮平。你不能要求所有人都当易学习，那是圣人，是老黄牛，我们生活在一个凡人的世界。真正应该质问的，是这个病态的大环境。与其质问王自如为什么走到今天这一步，变成今天这个样子，不如多问一句，究竟是哪些因素，让当代年轻人不伏低做小委曲求全就没法活的有个人样？早日结束这种镀金时代遗留下来的恶臭陋习，早日戳破虚假繁荣带来的人格异化，早日出清发展红利期积累的不良资产，才是拯救年轻人，避免出现更多王自如和祁同伟的根本办法。,0,232,1900,2023-11-16 11:57:24
不得不承认，他说得很对，希望刚踏入职场的年轻人多思考，否则人生后半部分在后悔的时候，别怪社会就好。老黑社会港片有句话，有人就有江湖，人就是江湖，你躲得掉吗？人是社会性生物，靠着合作，辅佐，听从，执行，领导等行为形成了一整个社会，才凌驾于地球其它生物之上。一个初出茅庐的年轻人一腔热血这个是常态，但凭借热血很多事儿是很难做成的，更多时候需要和其他人合作，听从，辅佐才能最终做成一些事儿。自己的能力还没有发展成领导者的时候，一味抱怨，逆反，只会被这个江湖淘汰。,-1,0,0,2023-11-16 11:57:04
为什么要质疑别人高薪？他都干了老板的活了，不值得吗？,1,1,0,2023-11-16 11:56:52
你舔我劝你别舔，我舔我真舔(狗头)。,0,0,0,2023-11-16 11:56:34
锤子手机都没了，就别笑话王自如了。很多人放到媒体上，都是调侃。放到现实中，人家从63s到s63。我不评价那款车更好，毕竟这是两台不同性格的车。但肯定比小电驴要强，要贵。格力也算是500强，生意体量在那里放着。能站到这里，已经是从云端看芸芸众生了。看不起别人，要做到有理有据有钱。三者缺一不可。格力可以算作是生意的天花板企业。什么东西都有，啥也不缺，有牌有钱。玩的起，输的起，赢也属于日常操作。产业资本的天花板，在制造业产业领域有市场主动权的企业。丢人吗？你觉得丢人吗？我年轻的时候，看不惯的人多了去了。我认为人人都是奸臣。后来我发现，小丑就是我自己，我自己就是一个大傻X。这种人，要的很少，性价比最高了。什么都不要的人，才是最贪心和最愚蠢的人。而这种愚蠢的人，占到了大多数。因为你的能力，根本配不上你的野心。一到做事就是什么都不图，什么都不要。一到算账，给多少都嫌少。那你还不如王自如呢。起码，王自如这等人，一分钱一分货。你给他想要的，他给你想要的。忠犬亦或是奸臣，随你怎么阴阳，都比你要强。最后我们发现，搞办公室政治的和郁郁不得志的，百分百都是自诩正直和无私的，所谓大善人。能成事的几乎全部都是谄媚的小人。小人什么时候搞垮过企业？他们的目的和手段，都在台面交易，目的明确。什么样的企业最后完蛋？没错了，搞政治的那些不解决问题的人，最终拖垮了一起。你开掉他，优化他，裁掉他，随便你用什么词吧。他还觉得你有眼不识泰山，为什么？他就是这样的人。就是王自如的反义词。很多人看似很好，实际上从不解决问题。而工作能力是最没有价值的能力，有些人甚至不如实习生。你喜欢讲道理，你不要给你的BOSS讲，你去给你企业的竞争对手去讲，去跟你企业遇到的困难去讲。不对外解决问题，跑我企业内部捣乱来了，那还真不如养条狗，起码可以看家护院。让我选，我也选王自如。你再看不起王自如，起码王自如不会把脑子用来对付你。这个世界就是如此虚伪，又讽刺。,-1,4,29,2023-11-16 11:56:32
董小姐的大腿确实好抱，只要你脸皮够厚,-1,0,0,2023-11-16 11:56:29
我觉得年轻人有这种认识应该是一件好事，三四年前还在读大学的我，那个时候看到王自如此番言论，必然会直接开启谩骂，大呼王自如是舔狗，是资本家的喉舌，或者说是无产阶级的叛徒。但是在毕业之后，社会经济下行，当我们越发觉得自身已经处在生存寒冬之际，在回味王自如的这番话，意义和味道也就变了。首先，失去了谩骂攻击的锐气，即便是嘲笑，也是站在容易引发共情的视角，比如其实董明珠也挺好看的嘛，这波王自如不亏，诸如此类。这种视角的转变，我认为是社会发展到了一定阶段，过去的年轻人所谓的理想主义其实是温室中的理想主义，他们是春天的花朵，所以也可以说是春天的理想主义。但彼时的社会可不是春天，对大学生群体来说，毕业即失业的现象越发严重，当他们认识到社会原来是秋天时，这种春之理想倒还不如不要，因为个人只能顺从时代洪流，这是唯物，而不是人定胜天这种唯心鸡血。因此，春之理想的覆灭，在网络上看起来更为直接，从理解王自如开始，年轻人就已经充分认识到社会正处于秋天的事实。我觉得这种认识是具有进步性的原因在于，一个天真单纯的理想死了，并不代表理想就消失了，秋天也会孕育理想，这种秋之理想势必更加深刻，人类是需要理想主义的，年轻人更加需要，所以他们是走在所有时代前列的。秋之理想，言必触及生存，生存是永恒的追求，但并不简单，我希望早经磨练的年轻人能摆脱死气，不像我们一毕业就带着春之理想进入社会，最终磕磕绊绊终至摆烂，后人应该有比躺平更好的答卷。先成为王自如，再成为章北海，要多想……,1,0,0,2023-11-16 11:55:49
