#张雪峰回应文科都是服务业#,Query time: 2023-12-24 13:41:06,likes
热搜第一！张雪峰回应“文科都是服务业”继炮轰新闻专业之后，网红考研名师张雪峰对文科专业又有了新解读。近日，在一场直播连麦中，有家长表示孩子数学能考140分，却不想学理科。张雪峰回复称“所有的文科专业都叫服务业”、“总结成一个字儿，就是‘舔’”。在“报新闻学就把孩子打晕”后，张雪 热搜第一！张雪峰回应“文科都是服务业”继炮轰新闻专业之后，网红考研名师张雪峰对文科专业又有了新解读。近日，在一场直播连麦中，有家长表示孩子数学能考140分，却不想学理科。张雪峰回复称“所有的文科专业都叫服务业”、“总结成一个字儿，就是‘舔’”。在“报新闻学就把孩子打晕”后，张雪峰的这番言论又给“文理之争”添了一把火，再次激起“文科无用论”的相关讨论。话题随后也冲上热搜第一。,2023-12-10 08:19,1
现在，稍微讲一点难听的实话，就会被……他们只愿意听自己喜欢听的！ ,2023-12-10 08:16,0
6 ,2023-12-10 08:14,0
张雪峰说错了吗？没说错。其实不管你是文科还是理科，只要毕业了走向社会，都离不开“舔”。,2023-12-10 08:07,119
抖音，微信日活用户都是十亿；网易公开课日活用户我不知道，但肯定不到一百万；抖音，微信热门视频播放量，无法统计……网易公开课物理化学之类的名校公开课，一门课中几十个小课节加起来的播放量也就是几十万（我怀疑这几十万也是注水后的数据……）抖音里张雪峰苦口婆心教大家去学理工科。抖音，微信日活用户都是十亿；网易公开课日活用户我不知道，但肯定不到一百万；抖音，微信热门视频播放量，无法统计……网易公开课物理化学之类的名校公开课，一门课中几十个小课节加起来的播放量也就是几十万（我怀疑这几十万也是注水后的数据……）抖音里张雪峰苦口婆心教大家去学理工科。大家不是卸载抖音，奔赴网易公开课。而是感慨太晚遇见雪峰老师，感叹过去的失之交臂，为什么之前没遇到这么一盏人生明灯？给雪峰老师一键三连之后，转头继续刷视频，看直播，玩游戏，打麻将……等到下回雪峰老师再上热门，再感叹一遍，再给雪峰老师点回赞……我很费解，很多人中学时期没能下苦功学好数理化，现在同样不愿下苦功夫学技术，为什么你们总觉得假如自己重返青春，穿越到学生时代，就能踏踏实实的苦学数理化呢？这个冰冷的问题有着残酷的答案：你埋头苦学数理化这个事和穿越回去一样，都是永远不可能发生的……你敢说你小时候没听过“学好数理化，走遍天下都不怕”？你敢说你上学时不知道数理化的重要性？不知道现代社会是科技主导的社会？从初中开始，文科就是被轻视的……政治历史开卷考试十几年了。高中就更不用说了，高一下期分科之后，文科完全是可有可无，你在历史课上做物理题，老师只会表扬你。我上学那会，从高二下期，语文，政治，历史就基本都不讲课了，老师也在，只是完全把时间交给我们做数理化了。偏重理工科是上世纪八十年代初就定下的国策，我们的社会，学校做出了巨大的配合和努力，可笑的是，大家居然装聋作哑的说，因为没有早点遇见张雪峰，所以不知道学好数理化的重要性……张雪峰，其实是很多人给自己的懒惰和自卑找到的一个借口。我妹妹就喜欢看张雪峰，也一直逼着我的小外甥学数学和少儿编程，可气的是，她成天无所事事，就喜欢刷视频。我有次看不过去，就抢过她的手机，把抖音卸载了，给她下载了网易公开课，我说，你那么看好编程教育，怎么老强迫孩子学，自己不学呢？她像看傻子一样看着我……是啊，努力这事交给别人就好了，她只负责抱怨就行了。,2023-12-10 08:03,0
“文科就是服务业”这句话确实有些片面，想要将工作做的更好，升职加薪更顺利，不管是文科还是理科，都有强颜欢笑让甲方或者领导满意的时候。,2023-12-10 08:01,3
，服务业属于第三产业，农业属于第一产业，工业属于第二产业。很多发达国家都是第三产业的比重非常大，从业人口也是最多的。因此，文科里面多数人属于服务业，这个是没问题的。因为劳动力市场，多数人也是从事服 ，服务业属于第三产业，农业属于第一产业，工业属于第二产业。很多发达国家都是第三产业的比重非常大，从业人口也是最多的。因此，文科里面多数人属于服务业，这个是没问题的。因为劳动力市场，多数人也是从事服务业的。我想，张雪峰的本意应该是要文科生放下知识分子的架子，然后摆正自己的位置，做好服务者的角色，我在教学生考公务员的时候，也有强调公务员就是人民的服务员。张雪峰只是在表达方式上比较简单直接了些，这样容易爆火，也容易被喷，双刃剑吧。,2023-12-10 09:58,21
我真的觉得张老师说的没错，现在有的所谓的专家在那里就呆在自己的舒适圈里面夸夸其谈，不去调研实际就巴拉巴拉说了一堆，要是让他辞职去试着重新找工作，摒弃了所谓教授的光环以后，还剩下什么？社会的毒打照样会落在他的身上。如今就业大 我真的觉得张老师说的没错，现在有的所谓的专家在那里就呆在自己的舒适圈里面夸夸其谈，不去调研实际就巴拉巴拉说了一堆，要是让他辞职去试着重新找工作，摒弃了所谓教授的光环以后，还剩下什么？社会的毒打照样会落在他的身上。如今就业大环境不好，卷来卷去，考研卷，考公卷，就业卷，还有第一学历歧视，这些问题是必须要面对的，我们作为一个普通人面对这种问题要么打碎牙往肚子咽，要么放弃之前的选择，还有别的可以考虑的吗？有个人说实话就应该引起人们思考，所有人的“高谈阔论”最终目的都是希望解决问题，而不是解决提出问题的人。,2023-12-10 09:57,0
我觉得张雪峰说的问题不大只不过大实话难听大家听起来刺耳罢了都996了，还在乎是不是服务行业吗？PS 众所周知，医疗行业也是服务业,2023-12-10 09:56,157
他不是极端的问题，他的团队需要热度，张老师的营销团队专业性是强于五月天的。题外话，文科生确实是服务业，三大产业，不仅是文科生，理科生也有大量从事服务业，比如医疗服务，产品售后服务，技术咨询服务，甚至教育行业，也是服务业。文科生，做了公务员，也是为人民服 他不是极端的问题，他的团队需要热度，张老师的营销团队专业性是强于五月天的。题外话，文科生确实是服务业，三大产业，不仅是文科生，理科生也有大量从事服务业，比如医疗服务，产品售后服务，技术咨询服务，甚至教育行业，也是服务业。文科生，做了公务员，也是为人民服务嘛，我舔劳动人民，我丢人吗？不丢人，张雪峰当然知道这一点，所以他选择了最安全的攻击手法，进退自如但是，你们做他的韭菜，还觉得是他拯救了你的十年寒窗，是不是有点对不起你的父母，你的老师，你的学校，你的社区，你的同学，以及你自己，和你自己的梦想？让你的努力不付之东流的，是社会制度，social ladder，更是你自己的坚持。希望我们这个社会，多一些伪君子罗翔，少一些真小人张雪峰，毕竟，真小人，容易做且得人心，但人总要有追求的嘛。,2023-12-10 09:55,2
澎湃新闻评张雪峰：一心想做下一个咪蒙昨天，等多个相关话题登上热搜，当晚，澎湃新闻发布评论员文章称，“一心想做下一个咪蒙的张雪峰，或许已经到了应该消停的时刻了”。评论说，上一次张雪峰已经从对新闻学的嘲笑中收割了一波流量，这一次是文科，那么 澎湃新闻评张雪峰：一心想做下一个咪蒙昨天，等多个相关话题登上热搜，当晚，澎湃新闻发布评论员文章称，“一心想做下一个咪蒙的张雪峰，或许已经到了应该消停的时刻了”。评论说，上一次张雪峰已经从对新闻学的嘲笑中收割了一波流量，这一次是文科，那么下一次呢？一些平台也不能“看见话题就是娘”，频频送他上热搜，这既中了他的下怀，又会在社会舆论场中挑起不必要、无意义的争论。因此，平台也应该负起基本的社会责任，不能为了流量和热度而无限度地迁就张雪峰故意放出的奇葩言论。,2023-12-10 09:53,825
理想和现实一旦碰撞，人的劣根性就出来了,2023-12-10 09:52,1
和人打交道的可以说都算是服务业，除非是面对着冰冷的机器。更多的都是要用心对待,2023-12-10 09:51,0
现在正是你套现不玩了的最佳时机，2024还有一个好流年，否则2025～2027之败难以避免。很多人问老师张雪峰到底是啥样的人？他是一个多元的人，纠结的人，不是一个纯粹的人不懂命理，人连自己都是难以了解的人。1、张雪峰智商不高，所以是学渣本渣现在正是你套现不玩了的最佳时机，2024还有一个好流年，否则2025～2027之败难以避免。很多人问老师张雪峰到底是啥样的人？他是一个多元的人，纠结的人，不是一个纯粹的人不懂命理，人连自己都是难以了解的人。1、张雪峰智商不高，所以是学渣本渣2、但有智慧，伤官合杀，善于挑逗别人的情绪，思维有闭环，说的直白点，善于喜欢打太极善于给对手挖坑设绊，善于寻找危机（七煞，敏感话题）又能接得住。3、高傲，一旦飞黄腾达就难免翘辫子，一遇到危险立马就能归0认怂操作4、现在的张雪峰四个字：一心求财。所以难免心口不一，最终坐下印库，有慈悲之心他的理想就是：先证明自己发达了回报社会在这个近似bt的时代，张雪峰，算好人。未来【不收，必然翻船】常在河边走，哪有不湿鞋，总在敏感区间行走，好运你总是24小时陪伴，所以翻船就是必然律2023—2024年慎防两件事：车灾，言论翻车,2023-12-10 09:50,65
12月10日凌晨，张雪峰再回应文科都是服务业，称想让大家多去独立思考！,2023-12-10 09:48,10
我以前还挺喜欢他的，看他的段子视频，觉得这人还蛮有趣。最近偶尔看他的直播或者视频，却变成了一副高高在上、极其傲慢的态度，眼神里充满了利益，真的，我的真实想法。,2023-12-10 09:43,7
出问题了第一时间不是思考来源并去解决问题，而且把出问题的那个人解决了,2023-12-10 09:43,1
各种方面的好笑。张雪峰说文科出路就是服务业，就是舔，怎么，选理科就可以不用舔啦？人上人啦？还不是在为了挺过35在年末竞岗时舔着写ppt啊？踩着痛点，然后呢？将一群人击倒，把另一群人送上脑内高chao，这个社会就好一点啦？张 各种方面的好笑。张雪峰说文科出路就是服务业，就是舔，怎么，选理科就可以不用舔啦？人上人啦？还不是在为了挺过35在年末竞岗时舔着写ppt啊？踩着痛点，然后呢？将一群人击倒，把另一群人送上脑内高chao，这个社会就好一点啦？张雪峰你站在高地何尝不是舔着大众舆论？半斤八两，你卖货他卖课她卖创意我卖咨询，都是一样服务着的人。哦，您咨询费确实可以涨一涨了。涨价之后呢？希望您不要成为第二个李佳琦哦媒体们起的这个热搜更他妈有意思了。怎么，尊重服务业就能改善人舔人的社会现象啦？为什么会这样，鲁迅和马克思不都讲过了吗，韦伯和福柯也有说过吧？没好好念新闻学吗，还是，咱实在也不好把真话说出来闹得更人心惶惶？太平粉饰多少年了，沉默久了话都说不直了？这个社会，张雪峰们也好，媒体也好，句句说不出未来，人也没把人当人看。没意思得很。怕就怕啊，过了个四五年，大家终于有发现了真相，在互联网的“旷野”高呼：“张雪峰你这个骗子！”，媒体又能冲一波业绩了。,2023-12-10 09:38,1
支持张雪峰老师！没有张雪峰老师千千万万寒门学子的努力全都付之东流！像现实看齐，理想化先放一放，先解决工作问题啊！住房问题啊！医疗问题啊！教育问题啊！！！！你先解决好再谈理想啊！得罪了新闻界之后就只能被捂嘴被挑刺被指责被千夫所指吗？？这是不是又说明了一个 支持张雪峰老师！没有张雪峰老师千千万万寒门学子的努力全都付之东流！像现实看齐，理想化先放一放，先解决工作问题啊！住房问题啊！医疗问题啊！教育问题啊！！！！你先解决好再谈理想啊！得罪了新闻界之后就只能被捂嘴被挑刺被指责被千夫所指吗？？这是不是又说明了一个问题……,2023-12-10 09:34,0
张雪峰八字命理癸丑日生于巳月，正财为格，奈何天干透杀，幸有甲木伤官来合。坐下印库为喜，所以从事的正是文化事业此为得当1、格局有病有伤财格怕杀有杀，病一财哥要身强而身弱，病二2、有病方为贵，无伤不是奇说的正是张雪峰的八字。3、格中如去病， 张雪峰八字命理癸丑日生于巳月，正财为格，奈何天干透杀，幸有甲木伤官来合。坐下印库为喜，所以从事的正是文化事业此为得当1、格局有病有伤财格怕杀有杀，病一财哥要身强而身弱，病二2、有病方为贵，无伤不是奇说的正是张雪峰的八字。3、格中如去病，财禄喜相随。病越重药越猛，发的越狠。【张雪峰命理病药全备】1、原局七煞有伤官来合，伤官病也，七煞灾也，甲己一合，两病皆去此张雪峰命占贵气。2、大运壬申癸酉，补日元之旺气，所以一飞冲天，一跃成为公众人物言语间，风流倜傥词汇中，饱满聪慧说起话来，头头是道。2010～2030 壬申癸酉二十年旺运【要注意的是】2023年语多必失，必须注意，翻车必有翻船则未必【妻子，孩子必然不利】未来坑张雪峰的必然是自己的老婆，孩子【未来灾年】2025～2027年 是张雪峰三个灾年破财，翻车在所难免，务必注意。【甲戌运后】2030年以后，一代新人换旧人，张雪峰再无往日之风华,2023-12-10 09:32,144
按互联网上的节奏来，文科就应该被抹去，还选科干嘛呢？直接把政史地从高考考纲上删除啊，大学里的文科专业直接关停好了，全中国大力发展工业，服务业谁也别干，都去干第一第二产业,2023-12-10 09:31,0
这样的一些言论虽然自由但是在一些公众人物笔下诞生就会有很大的影响力，所以作为公众人物一定要严格自己的言论。方法论都是针对于每个人自己的经历而得出的最恰当的诠释。而每个人的遭遇都不同，就有了对事物的不同论调。不一定都错，也不一定全对这样的一些言论虽然自由但是在一些公众人物笔下诞生就会有很大的影响力，所以作为公众人物一定要严格自己的言论。方法论都是针对于每个人自己的经历而得出的最恰当的诠释。而每个人的遭遇都不同，就有了对事物的不同论调。不一定都错，也不一定全对,2023-12-10 09:30,0
为理科生排除了服务业的就业选项，等于排除了绝大多数行业，鼓吹理科生毕业后那是绝不干任何服务业的，只能干领导业,2023-12-10 09:29,0
我自己是文科生，我也觉得文科没什么价值。顶级文化艺术学者除外，一般的文科生就是背几个概念，翻来覆去那几个模式。从就业来讲，文科专业基本没什壁垒，就我自己从事的职业而言，这几年有大量理科生轻轻松松过法考。张雪峰说文科就是服务业，就是舔，可不是吗？无非是服务对象不同，文科生，说到底是 我自己是文科生，我也觉得文科没什么价值。顶级文化艺术学者除外，一般的文科生就是背几个概念，翻来覆去那几个模式。从就业来讲，文科专业基本没什壁垒，就我自己从事的职业而言，这几年有大量理科生轻轻松松过法考。张雪峰说文科就是服务业，就是舔，可不是吗？无非是服务对象不同，文科生，说到底是为服务对象提供情绪价值，有些人的服务对象是普通群众，有些人的服务对象是领导，服务好了，情绪价值到位了，必定是某一领域佼佼者。批评张雪峰的，怕是揣着明白装糊涂，被踩着尾巴了。,2023-12-10 09:28,0
没有服务业，大家想正常生活都难,2023-12-10 09:27,0
我们的历史进步终究还是要靠大部分文科领域的专业，而理工科代表的科学、技术顶多算是助力，也许挣得钱多一点，但是资本家可都是比伟大的时代人物有钱得多啊。张雪峰有点忘乎所以，他也只是抓住了现如今家长和学生们的焦虑，胡言乱语，不负责任……,2023-12-10 09:27,2
我是文科生，但我一点也没破防人家说的很对，很多人嘴里职业不分高低贵贱，但真的让你去清洁工，你会去做？表面教育孩子人人平等，但实际拼命叫孩子去考公考编做人上人，然后说一句服务业破大防？不觉得很可笑么说白了破防的人还是把就职划分了三六九等，这里的服务业指的从来就是不屑于服务本身这 我是文科生，但我一点也没破防人家说的很对，很多人嘴里职业不分高低贵贱，但真的让你去清洁工，你会去做？表面教育孩子人人平等，但实际拼命叫孩子去考公考编做人上人，然后说一句服务业破大防？不觉得很可笑么说白了破防的人还是把就职划分了三六九等，这里的服务业指的从来就是不屑于服务本身这个坎，愿意去做接受这种工作，而不是那种以为很多高大上档次专业自以为人上人去瞧不起基层建筑工作的那类群体很多人理解的服务业是端茶送水，家政维修，足浴按摩等传统社会的需要产物，但我想说是如果你不是官二代富二代，就算在体制内照样干伺候人的活，你爹妈要是有钱，哪怕你是无业游民，你都是人上人。服务业的意思是你干的工作和你社会生产力能不能形成一个对应的指标，当老师不是为学生服务？警察不是为人民服务？公司秘书不是为老板服务？非要曲解，还是那句话把服务行业的刻板印象代入了大部分社会群体里，说到底，破防的人从心里不接受自己的工作，但是又不允许让别人说出来，跟又当又立没什么区别,2023-12-10 09:25,0
一方面显示了此人的无知，另一方面也暴露了此人的真面目:流量商人。,2023-12-10 09:23,1
當你停下腳步的時候，不要忘了別人還在奔跑，一個人的意志力量不夠推動他自己，他就失敗，誰最能推動自己，誰就最先得到成功，立志貴在堅持，立志貴在立大志!而立大志，莫過于立志成才，如 當你停下腳步的時候，不要忘了別人還在奔跑，一個人的意志力量不夠推動他自己，他就失敗，誰最能推動自己，誰就最先得到成功，立志貴在堅持，立志貴在立大志!而立大志，莫過于立志成才，如果你不想做，你可以找一個理由，如果你肯做，你也可以自已找一個方法。,2023-12-10 09:23,1
这条配合着张雪峰的舔论看非常有意思。就是说，其实文科生为了避免舔这个脸谱化的角色，其实编织了很多方法，让自己显得很有高度。,2023-12-10 09:23,4
服务当然是舔，不然还评什么满意度，打什么分，拉什么回头客？都这么卷，凭什么选择你的服务，不选你的服务你还赚什么钱，积累什么资源，怎么发展更好走的更高，这边建议破防的人浇冰桶醒一醒,2023-12-10 09:20,0
张雪峰说的没错啊，文科就是干服务业啊。对标一下干工业的工作，我同学，纯纯的第二产业，某工业集团，早上八点半上班，五点下班，单位有食堂吃饭不花钱，数控机床控制，没有见人笑脸相迎，没有打卡签到，没有阿谀奉承，没有KPI，没有服务评价，没有揣测人心，没有送礼送钱，没有微信群钉钉群回复收到 张雪峰说的没错啊，文科就是干服务业啊。对标一下干工业的工作，我同学，纯纯的第二产业，某工业集团，早上八点半上班，五点下班，单位有食堂吃饭不花钱，数控机床控制，没有见人笑脸相迎，没有打卡签到，没有阿谀奉承，没有KPI，没有服务评价，没有揣测人心，没有送礼送钱，没有微信群钉钉群回复收到。工友之间相处简单，休息时脸上的笑脸是嘻嘻哈哈，下班之后是准时回家，没有报表，加班绝对有加班费，而且双倍。一个月八千多收入，有五险一金，年轻没结婚有职工宿舍，结婚有公积金买房。干几年买个车。现在快四十了，厂长里技术骨干，嘎嘎受重视，没有中年危机。对比一下，真就没有舔,2023-12-10 09:17,0
少说yes多说no，这就是权力的秘密。这也不行，那也不行，该办的事不好好办，权力感就出来了。第二个秘密是，能不说话就不要说话，不得不说的时候，就说一些不明所以的套话、空话、正确的废话，缓慢、低沉、又昂扬又阴鸷的权力感，如此细致、严苛，理工科专业能体会到吗？少说yes多说no，这就是权力的秘密。这也不行，那也不行，该办的事不好好办，权力感就出来了。第二个秘密是，能不说话就不要说话，不得不说的时候，就说一些不明所以的套话、空话、正确的废话，缓慢、低沉、又昂扬又阴鸷的权力感，如此细致、严苛，理工科专业能体会到吗？张雪峰说得对。查一查各级干部的履历，大数据不会说谎，文科专业确实是服务业，前途无量。,2023-12-10 09:17,68
话就不多说了，那些疯狂的人群不过是一群脊梁已经折断的可怜人罢了 ,2023-12-10 09:15,0
没事 反正都是为人民服务,2023-12-10 09:12,0
看了下张雪峰老师说：“所有文科专业都叫服务业，总结起来就是舔”。再查了一下张雪峰老师的毕业学校和专业，郑州大学给排水工程专业，是工科，归类于理科。张雪峰老师现在的职业属于教育咨询，是服务业。从他自身的经历来看，他是学理科的，用他的话说也从事了服务业， 看了下张雪峰老师说：“所有文科专业都叫服务业，总结起来就是舔”。再查了一下张雪峰老师的毕业学校和专业，郑州大学给排水工程专业，是工科，归类于理科。张雪峰老师现在的职业属于教育咨询，是服务业。从他自身的经历来看，他是学理科的，用他的话说也从事了服务业，在做“舔”的工作，因此发了财。所以按照张雪峰老师的自身经历来看，就算学理科，也很可能做服务业，就算做服务业，也可以财务自由。所以这个“舔”字引发了热议和负面评价，恰恰证明了文科的重要性。如果张老师是学文科的，这句话就可以是“文科专业毕业大概率从事服务业，服务想要做得好，要擅长提供情绪价值，因为这是跟人频繁接触的行业。”“舔”带着对文科生的贬损，有身份高低贵贱之分；情绪价值是心理学名词，带着对人性的理解。同样的一份服务工作，如果你认为你在舔，你会出现卑微感，点头哈腰；如果你能理解对方的情绪，帮助对方获得好的服务体验，你会更尊重自己的价值。我国有一位文科生数学、物理、化学、英文加一起才25分的钱伟长，为救国，因为那个时候中国需要飞机大炮才改了理科，最后成为理科之神。学文科还是理科是个人理想的选择，没有高低贵贱之分！（图四这位伟人也是文科专业）,2023-12-10 09:07,28
文科本来对应的就是第三产业服务业呀，不知道有些人跳脚什么 ,2023-12-10 09:04,0
额…我寻思着也没说错呀最直观的那些搞科研的专家大家以为他们不知道真实情况么？但是为什么还要站出来说一些过于理想的话？因为有人叫他们出来起到安定人心的作用啊专家的作用就是咨询科学家的作用才是发展科技 ,2023-12-10 09:04,0
张雪峰其实并不关心文科也并不关心理科并不关心学生专业选的对不对未来事业好不好他只是关心他又上热搜这一大波流量他所得现实利益又多了所以这样挂羊头卖狗肉所谓的指导老师能不能被封禁啊,2023-12-10 09:02,1
屁股决定脑袋，张的层次决定了他的眼界。 ,2023-12-10 09:01,1
从不同角度理解张雪峰关于“舔”的言论，很现实，很有意思。,2023-12-10 10:59,0
专家天天想的是如何把老百姓推向火坑，张雪峰基本上说的都是大实话，支持哪个不言而喻。,2023-12-10 10:59,8
可以看出张雪峰的高度在第几层了，没有了解到文科在尖端的意义自然想象不到文科的价值。对普罗大众来说确实是很有参考价值，因为普通高等教育实质上就是骗局，与其听没水平的文科讲师空讲大白话，不如学点理工财经医药技术当当技工,2023-12-10 10:56,2
我看了那个视频，这个人怎么那么贱啊！ 我了解了一下他的履历。我只能说他的成功离不开文科属性，无论是辩论，主持还是作为自媒体网红，都跟文科生的语言逻辑，创作力有关系。我一直觉得学理工科的孩子未来是走的专家路线，学文科的孩子未来可以走管理路线啊！怎么可能只是 我看了那个视频，这个人怎么那么贱啊！ 我了解了一下他的履历。我只能说他的成功离不开文科属性，无论是辩论，主持还是作为自媒体网红，都跟文科生的语言逻辑，创作力有关系。我一直觉得学理工科的孩子未来是走的专家路线，学文科的孩子未来可以走管理路线啊！怎么可能只是服务业呢？再说服务业很卑微吗？只要凭本事赚钱，没有任何一个行业是卑微的，都应该值得被尊重！这个人太可恶了！不配为人师表！,2023-12-10 10:55,3
张雪峰老师直播道歉了,2023-12-10 10:55,76
张雪峰说得太对了，有孩子的抓紧报理科，千万别学文科，文科确实赚钱少，学文的穷得很。 ,2023-12-10 10:53,1
Emmm怎么不算是服务业呢,2023-12-10 10:49,1
你先告诉我什么工作不是服务业，谁不需要舔？🫰,2023-12-10 10:48,3
嗯，你说得对,2023-12-10 10:47,0
没啥啊，现在大多数行业和工作都是服务业 ,2023-12-10 10:46,0
痛恨为什么不早知道张雪峰，他只是说了大部分人不愿去想和不愿去面对的事实罢了，正如上次说的新闻学专业 你没有过硬的本事或者过硬的家庭条件以及对热点的灵敏嗅觉 确实也就一眼望到头了 ,2023-12-10 10:45,1
张雪峰很多个人观点 其实没问题但他现在影响力大 进而会影响很多人的价值观这是有问题的他个人认为文科“低人一等”  或站在未来就业或站在投入产出比角度 文科确实不占优势但医学、法律、金融 很多文科是社会所必须 而且回报不一定低的他作为有一定能力 改变 张雪峰很多个人观点 其实没问题但他现在影响力大 进而会影响很多人的价值观这是有问题的他个人认为文科“低人一等”  或站在未来就业或站在投入产出比角度 文科确实不占优势但医学、法律、金融 很多文科是社会所必须 而且回报不一定低的他作为有一定能力 改变报考改变就业的人 很多观点是欠考虑欠斟酌的,2023-12-10 10:45,0
不仅文科可能有些理科生也会是服务业 ,2023-12-10 10:45,0
“全心全意为人民服务”是党的宗旨……..看到这一段我真的有一种像我高中为了应付应试教育而写出来的作文,2023-12-10 10:44,0
其实任何一个专业，任何一个行业，都可以保持一种对彼此的尊重，这种尊重并不是某老师说的“舔”，而是人与人之间最基本的一种善意，这种善意在某个程度上就是我们文化中所描述的“推己及人”，这是我们不断进步的理由和养分，把这种善意描述为一 其实任何一个专业，任何一个行业，都可以保持一种对彼此的尊重，这种尊重并不是某老师说的“舔”，而是人与人之间最基本的一种善意，这种善意在某个程度上就是我们文化中所描述的“推己及人”，这是我们不断进步的理由和养分，把这种善意描述为一种不平，可能是某老师想多了。,2023-12-10 10:43,0
哪里来的妖孽，可以配称老师? ,2023-12-10 10:42,0
最近张雪峰关于文科都是服务业的论断似乎挺火。咋了，说实话犯法吗？我就是文科生，我做的服务业-教育。服务业咋了，低人一等？没有啊。尊重所有的职业。包括尊重,2023-12-10 10:41,0
【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。 【：提倡新文科建设，让文科没那么“水”】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。中国人民大学公共管理学院教授马亮表示，文科没那么“水”，文理科融合教育也成主流。（澎湃新闻）,2023-12-10 10:40,168
张雪峰说文科是舔，是封建主义谄媚艺术。我更赞同马克思说的，文科是演，是资本主义表演艺术。,2023-12-10 10:39,1
文科是不是服务行业，这个定义并不完全准确，第三产业都是服务业。医疗行业从产业划分来看，也是服务业。讨论专业好坏，对于每个人来说，好坏各不同，王思聪读的哲学，但对他来说很合适。对个人而言，更需要关心的是：专业壁垒、积累性、可替代性、稀缺性。壁垒：如果通 文科是不是服务行业，这个定义并不完全准确，第三产业都是服务业。医疗行业从产业划分来看，也是服务业。讨论专业好坏，对于每个人来说，好坏各不同，王思聪读的哲学，但对他来说很合适。对个人而言，更需要关心的是：专业壁垒、积累性、可替代性、稀缺性。壁垒：如果通过网上自学可以获取全部专业知识，从事相关工作也不需要相关证书，那么就需要分析：市场营销，大学培养后去从事销售，与初中毕业从事销售比较。而法律专业，在网上自学也不能考律师证的。积累性：人会随着年龄的增长而变得精力等各方面不足，如果一项专业的知识不能积累，这后期对个人是有点恐慌的。计算机专业是很硬核的理工科，但是这个专业也很残酷。以前C语言用得好，但主流市场变成使用JAVA语言，你就不得不跟着再学习。哪怕你过了35岁。实际上医学也有这个现象，只不过更替速度没有那么快。所以，看起来是一个“越来越吃香”的专业。很多老肝病医生，从拉米夫定换成恩替卡韦，可能需要十年。这在IT行业是不敢想象的。可替代性：可替代性分两种，被他人可替代，被计算机替代。容易被替代，就失去了议价权。以医院为例，医院收费室，可能会来自同时两个方向上的竞争。稀缺性：市场大量需要，但是供给又不足的。那么，无论是文科，还是理工科，都是王者存在。营销类非常容易被替代，但是，真正看破人性、可以掌握很多资源的营销高手，还是任何公司的香饽饽。所以，还是你的价值和稀缺性。一些博主谈移民美国，很少有宣传最近美国移民最新有一个法案，是针对人工智能人才的特别通道。只要你符合，可以给予开通绿色通道。根本不需要花一分钱，算是求着你过去。但核心是，你首先要成为人工智能专家梯队。但具有这个实力，在国内也过得很不错了，这就是稀缺性价值。反而医生并不是其需要的稀缺性。,2023-12-10 10:36,30
我觉得只要你所在的行业需要你去当乙方的，可以全部称为服务行业你如果不把甲方服务好你就没饭吃了。,2023-12-10 10:35,0
文科生的确更多从事的是服务业，中国的服务业的确大多是舔。张雪峰老师说的话糙理不糙，学文科，基本就选择了一条靠嘴巴挣钱的路。更何况，如果这个舔字让文科生不舒服了，那么请你接受服务的时候更尊重服务者。,2023-12-10 10:35,2
文科的确是服务业呀，为人民服务是很光荣的啊。,2023-12-10 10:33,43
//:职场生存法则//:张雪峰接地气而已,2023-12-10 10:30,4
说个自己最近的事，和学校另一位老师（工科）同时报了去日本的一个项目，科研毫无悬念地PK不过，然后我被刷了，再然后领导让我去帮那个老师翻译材料（理所当然是免费）。文科是不是都是服务业我不了解，但小语种100%都是,2023-12-10 10:30,22
职场生存法则//:张雪峰接地气而已,2023-12-10 10:29,4
张雪峰接地气而已,2023-12-10 10:28,2
如果道歉就能为文科正名，为什么还要说出过激的言论，这道歉显得过于廉价，还是整个文科后继无人！我虽然不是文科生，但是这样的道歉我不能够接受诋毁后的道歉！张老师，请嘴上留情（德）。《张雪峰老师那些年道过的歉》 ,2023-12-10 10:26,2
转一下大号 ,2023-12-10 10:25,0
什么事服务业，服务业是服务不是舔，其实社会分工不同，如果从某一角度来说大家都是服务业，g务员服务群众，老师服务学生，员工服务老板，医生服务病人，但是这不是舔，别妖魔化了,2023-12-10 10:25,7
也不是不能这么说 第三产业不基本都是服务业吗 服务业又不是服务员 金融还是服务业呢,2023-12-10 10:23,1
没啥问题吧，他原话最有价值的信息是“专业壁垒”。但说是“舔”，跟文理可能关系不大。如果是自己的学弟学妹问就业意见，我更倾向的建议，一是严格绕开自己不擅长且性格不适合的，如果还是想不到，不管文理工，都去做能明确体现个人成果锻炼个人能力的工种。 ,2023-12-10 10:23,2
我觉得张老师说得一点都没错啊本文科生就是一大丫鬟吗难道以前的刑名师爷、钱粮师爷不是舔吗？无非就是靠专业知识舔到翁主心里吗不舔到翁主心里谁给你平台施展才华呀,2023-12-10 10:22,0
