张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
除了农业和工业剩下的本来就都是服务业啊，这不是初中地理知识[笑哭R],2023-12-09 21:36,4,0,雨雪其雾,江苏
没毛病,2023-12-09 21:08,3,0,唐伯猫,重庆
#张雪峰回应文科都是服务业#他，不就是典型的理科生做了文科，服务业🔝,2023-12-10 08:42,1,0,你可以上大学,山东
服务业也没什么不好,2023-12-09 23:53,2,0,飘忽不定的宝贝,北京
一点毛病没有 同意的都是文科生,2023-12-09 21:48,2,0,山香教育淮安分校,江苏
中文人觉得没毛病[笑哭R],2023-12-11 15:28,1,0,憑山觀瀾,浙江
举例：本科是学理工科电子的，研究生转了文科。技术业和服务业都干过,2023-12-10 08:35,0,0,你可以上大学,山东
真心没啥毛病，文科大类终归是要跟人打交道的，而不像理科工类是跟机械公式打交道,2023-12-10 14:32,1,0,嗨，同志,河南
那可不 ， 毕业直接就业： 星巴克、肯德基、麦当劳、瑞幸 、汉堡王。,2023-12-10 03:41,0,0,cici,匈牙利
文学是学来做公益[偷笑R],2023-12-10 00:46,0,0,端透定泥,四川
古代的通才？？？古代哪位大才子数理化能及格？,2023-12-10 16:35,0,1,两只小肥猫,北京
理工科本质上也是服务行业,2023-12-10 21:07,23,1,天涯明月,黑龙江
我学哲学的，这可不是啥第三产业，我们压根没产业[doge][doge][doge],2023-12-10 21:18,26,1,飞雪流星,北京
这个人对于服务两个字的理解层次真的很低。政府门口不都写着为人民服务吗？舔？,2023-12-11 07:54,4,1,yeah,日本
我们理科生是直接叫甲方爸爸！,2023-12-11 01:57,5,1,小米杂,贵州
舔？是的，现代社会谁不舔，谁又愿意舔别人？撕开打工人这层遮羞布，他获得流量，还不能说他不好，这又是什么理？,2023-12-14 21:41,2,1,CCcc🎸,安徽
大家都是韭菜，分什么文科理科啊，不要嘲，不要被煽动,2023-12-11 09:56,1,1,苏梦莱,云南
我就是，今年考作曲理论研究生，希望我以后有一天给富人写曲子的时候，富哥能多赏几个,2023-12-13 20:06,2,1,凉乞钞,内蒙古
舔不舔是按阶级划的吧？没钱学什么都是舔,2023-12-11 23:03,2,1,Verso_la_Stella,河北
只有资本才是甲方,2023-12-11 08:30,2,1,小甜酱🍭,山东
所有事都是两面的，服务着别人又被别人服务着，这叫平衡。没有文科，谁知道tm理科是什么东西?,2023-12-13 08:58,1,1,文艺痞子,浙江
我估摸他的意思是文科工资低，没有专业壁垒还要舔才能干的下去，理科虽然很多也要舔，但是回报高啊（排除不正当的舔比如卖身违法等）,2023-12-18 15:14,0,0,咕噜,广东
文理科都一样，家族阶级差，都是当牛做马,2023-12-13 08:01,0,0,会议纪要,广东
舔怎么了，我当舔狗我骄傲，张雪峰自己不也得舔老板吗？大家都是舔狗有什么好吵的,2023-12-12 13:56,1,1,momo,浙江
说的很多，能生气的就是看不起这个服务行业[偷笑R],2023-12-12 11:39,0,1,满目,陕西
所有学科都是服务业，都是为了人类社会进步做努力，理科是为了社会进步做足够的理论支持而研究，也是服务全人类。,2023-12-12 11:00,1,1,幸运四叶草🍀,日本
各行业都是服务员。为人民服务[偷笑R],2023-12-12 06:27,1,1,小红薯6322EEBA,上海
服务与舔着服务性质还是不一样，不满他这种提法的人，作为家长的你们，如果资源一般，你还会毅然让孩子选文吗？估计嘴上说会，但底下偷偷摸摸做孩子思想工作了吧。,2023-12-11 19:31,1,0,jiojio,广东
他懂个毛，市场经济发展的商品,2023-12-11 16:26,0,1,魏师傅,江苏
哪个行业不是服务业 他的言论有问题的不是服务业 而是歧视,2023-12-11 11:13,1,0,🃏,北京
服務精神是有尊嚴的、體面的。若一個社會以“舔”替代服務精神，並習以為常，這個社會就完蛋了。,2023-12-11 10:29,2,0,牢不可破的聯萌,中国台湾
一切为客户服务，客户满意了才有续订单，有了订单才会促进新的投入和研发。这是一个正向循环。舔在我看来就是自嘲罢了,2023-12-11 10:12,1,1,乾恒大大,广东
为什么老有人觉得乙方不容易甲方很容易天天都吃饱撑着没事干刁难人？,2023-12-11 09:06,0,1,RBT,广东
那鲁迅算什么？,2023-12-11 08:09,0,1,乱扔数据非正常量化,北京
你才知道错了，没有把我们理科生带上，我们理科生是直接叫甲方爸爸！,2023-12-11 01:57,5,1,小米杂,贵州
张雪峰也是穷人出身，所以他带有穷人思维。所以他更愿意帮助和他有类似经历的人。但是他没告诉别人，成功是靠运气的，不信你问问他？你怎么突然就发了？其实，文科也有甲方，理科也有乙方，好运的人总有那么几种特质加身。,2023-12-10 22:23,2,1,いわ先生の日常,安徽
其实程序员也是乙方，是乙方的乙方，懂技术的一般都乙方，能做甲方的啥也不懂（我就是工科别杠）,2023-12-10 21:55,1,1,momomo,江苏
你们怎么看待这个话题呀,2023-12-11 00:58,0,0,仙贝的躺平日记,安徽
他是先给我们讲了道理 然后亲身示范 哈哈哈[笑哭R][笑哭R],2023-12-11 21:57,0,0,浮沉,四川
他说文科都是舔狗,2023-12-11 12:20,0,0,米拉,浙江
太对了，文科都是舔，学计算机去吧家人们[哭惹R],2023-12-11 09:54,0,0,Rusliy,广西
他形容的那么露骨，让有关方面都不知该怎么回应,2023-12-11 05:36,1,0,用户已注销,山东
古有“学得文武艺，卖得帝王家”[笑哭R][笑哭R][笑哭R][笑哭R]现在“学的文理科，找的工高价”,2023-12-10 19:19,0,0,(｀・ω´・),北京
说的没错啊,2023-12-10 18:54,0,0,爱吃毛豆的bin哥,浙江
反驳的最好方法是举个反例,2023-12-10 17:46,1,0,林少侠,海南
还是太年轻，工作了你就知道了，但凡是要跟人打交道的，都是跪着挣窝囊废，别说文科了，你看看临床看看护理,2023-12-09 21:47,2,0,小猪不佩奇,广东
一看你还毕业，至少还不是大四没开始找工作[笑哭R][笑哭R][笑哭R],2023-12-11 15:16,0,0,水逆水逆快走开,山东
服务业可是个挣钱的好行业，没想到那么多人看不起[失望R],2023-12-11 12:16,2,0,老鸣,广东
这个和大环境需求有关，需要科技强国的时候，理工科就吃香，需要宣传思想了，文科生和艺术生吃香，需要搞钱了金融就吃香。等战争了，军人吃香。未来是高端局理工科顶硬技术，文化产业塑民族文化自信，剩下来的我们这些芸芸众生，都是普遍服务业，做好销售，做好服务。不过张雪峰作为公众人物说话是要注意的，虽然知道他是调侃现实的无奈，但是有点偏激和哗众取宠了。,2023-12-11 22:57,1,0,二姐将离,江苏
封杀这个人吧,2023-12-09 20:53,0,0,花开富贵🌸,海南
好多人拿法学和商科说事，可是这两也不属于文科啊,2023-12-12 11:10,0,1,寻寻不许哭QAQ,北京
能服务就不错了，多少毕业生想服务都没人要[doge][doge][doge],2023-12-12 18:32,1,1,失去弟弟的日子,上海
不要侮辱服务业[偷笑R],2023-12-12 11:05,0,0,那些年,河北
高考前质疑张雪峰，高考后理解张雪峰，上大学后张雪峰就是我的神,2023-12-12 09:20,0,0,easymoneysniper,湖北
其实舔也是一种专业精神。你女同事确实专业，但是决定她升职到关键岗位的主要原因不一定是专业能力,2023-12-12 13:09,0,1,雨后,北京
我当年蛮欣赏张老师的，但最近他的几番言论，让我很失望。他究竟是不懂？还是为了流量，贬低一切，这毒价值观还是会带偏年轻一代。我也看了媒体评论，说得好，该批的！,2023-12-11 20:10,1,1,阿初,中国香港
你是媒体行业的吧,2023-12-14 12:22,0,1,窗边听海声,广东
请不要侮辱服务业，起码服务业是我们需要的。,2023-12-14 11:43,0,1,小红薯64B2D6B0,江苏
其实吧，看国外的人文社科，更舔,2023-12-13 07:10,0,1,蓝色基因,福建
问题是，也不专业啊,2023-12-12 00:47,0,1,腹黑阳,吉林
支持kk老师[doge][doge],2023-12-11 20:03,0,1,柳宗元,江西
恒大:要不是事务所和评级机构会舔[偷笑R]我早暴雷了[偷笑R],2023-12-12 21:21,0,1,罗马尼亚的风,湖南
认为理科生可以制定规则的，不妨回答以下问题：自由和集体的界限如何确定？,2023-12-10 12:58,1,0,哈基米,福建
[石化R]说的好像真和文理有关系一样，都是给人打工的话谁都一样,2023-12-11 01:09,0,1,谦谦君子唯有你💋,山西
我不咋喜欢看他说文科的态度，说白了现在文科就业不吃香是因为要科技发展，但是对有的同学来说不学文科可能连大学都考不到，现在本科都不好就业专科就业也难啊，还有文科毕竟在历史上也持续了这么多年科考，按以前来说女生还没机会选择文科呢，现在否定文科很多时候给我一种你们女生只能吃差的感觉,2023-12-11 09:54,1,1,momo,江西
还是要提升自己专业性和具有自己核心竞争力,2023-12-13 10:02,0,1,诺雅,广东
重点不是文科是服务业，文科不好就业是事实，很多文科生也会自嘲找不到好工作赚不到钱，重点是他说文科生从事的工作就是“舔”，这直接是把文科生降低一等了，你能说服务员满足你的要求是在舔你吗？这话就很难听了，都不是平等的地位了，大家都是人，出来都是给资本家打工的牛马，谁又比谁高贵，怎么文科生就低人一等了吗？人就是生活在社会上，就是要和人打交道，那服务客户服务老板是不是都是“舔”？,2023-12-11 04:59,4,1,吧啦啦啦啦,广东
文科生：领导，这个不对……领导：什么？……文科生：领导，这个对！……理科生：领导，220V10A会电死人……领导：什么？……理科生：领导，领导，您倒是说话呀！,2023-12-10 14:27,4,1,沉默是金,北京
张老师现在从事的是什么行业？[doge],2023-12-10 15:25,3,1,九手普桑,江苏
规则不是由理科生制定的，也不是由文科生制定的，而是由那一小撮人制定的，对于那一小撮人来说，是文科生还是理科生对他们的影响并不大。在这之下大家都是牛马。不过从现实上来说，文科生毕业能找到与专业匹配的工作的比例与理科生相比还是比较小，毕竟确实是工科岗位更多。不过后面会发展服务业应该没跑了，还是未来可期，只是未来是多久就不知道了。。。[笑哭R],2023-12-10 17:14,2,1,Crotes,四川
我感觉他面相开始变了[笑哭R],2023-12-10 12:23,2,1,ᅠᅠᅠᅠ,北京
CX KPI不分文理[扶墙R]，都不好过,2023-12-11 10:33,1,1,Z.Z.,江苏
是你，我的福大学长，我是福大大一的工科生，自己是喜欢文科的，但是考虑了家庭经济情况（无法留学读商科，需要我以后工作支持）我高一选了物理方向，高考也稀里糊涂填志愿，来了福大一个之前从未了解的专业（滑档了），现在工图高数轮番折磨，去帮法学研究生学姐代课觉得文科的人文关怀挺好的,2023-12-12 13:12,2,0,甜甜起司猫,福建
只有社会动荡的时候文科才有用,2023-12-10 17:32,1,1,ashore,福建
说的难听这是事实[偷笑R]。时代的风口下文科确实好，现在时代的风口变了[笑哭R],2023-12-10 16:36,1,1,神经蛙,湖南
我觉得我应该活不到观念改变的时候,2023-12-10 12:55,1,1,穷且益坚,四川
畜牧业,2023-12-16 08:53,0,1,沈烈骏的地学与天文旅行,湖北
就算头部主播小杨哥，也是帮助我们买好货。在我眼里也是服务业。赚大钱的人都在干服务业，凭什么我们会觉得服务业这三个字不好听呢？,2023-12-10 11:55,1,1,圆香（滑雪版）,陕西
[石化R]难道他不是博人眼球，获取流量故意针对嘛，按他这么说不应该什么专业都是服务[石化R],2023-12-10 12:28,1,1,小小的快乐,江西
文科类理科工科，出来都是打工人，服务人上上人，现在有几个大学生出来专业对口的，服务业还是支柱产业呢,2023-12-11 11:25,0,1,ㅤ,河南
放眼全国，要想升职，哪个不是舔狗，人情事故可不是舔狗,2023-12-10 12:03,3,0,Rkzz,广东
那些人破防了呗，觉得自己文人雅士高高在上怎么能用“舔”这个字呢，然后工作之后还舔还得舔,2023-12-10 11:56,2,1,快乐小狗,宁夏
农业工业服务业，没问题啊,2023-12-10 11:59,0,1,Valuri,山东
他的意思是，学文科的如果还不会舔就很难了。工科如果学得好确实有不用舔的底气。但是也是：学得好的情况下,2023-12-10 13:30,2,0,小野妹纸,贵州
他说的舔[吐舌头H],2023-12-10 12:46,2,0,奶香挞挞,辽宁
没权力没金钱那只能去服务业[捂脸R]只是年份不同不同服务业的行情不同，风水轮流转，为啥要把阶级矛盾转移成牛马之间的矛盾[捂脸R],2023-12-23 00:35,0,0,小灰灰,湖北
上班就是舔啊[doge]弱肉强食优胜劣汰的社会，你不舔着下一个吃掉的说不定就是你,2023-12-11 10:40,0,0,萬事顺意,福建
他力推的计算机、医学、法律、公务员，哪个不是服务业？农业制造业服务业 三大产业，不做服务业难不成让大学生种地、进厂？,2023-12-10 16:11,0,0,momo,美国
别，学文科可是人类的大脑，没有文化的知识分子更恐怖。强烈建议多开文科，学文科的越多越好,2023-12-10 12:00,1,0,momo,北京
对的，比如他之前买遥遥领先各种蹭,2023-12-15 20:00,0,0,LittleMy,四川
你还不是蹭流量了，他就说个实话而已,2023-12-12 18:50,0,0,谨,四川
你还不是以张雪峰搏流量，还一个劲胡说八道,2023-12-12 16:18,1,0,柠檬,四川
所以，国家就应该封杀这种博流量的网红，引起文理科对立，居心不良,2023-12-12 16:17,1,0,末末,上海
对,2023-12-12 12:52,0,0,🐑,北京
张雪峰郑州大学没有毕业，挂科七八门。早年冒充清华大学教授辅导别人考研，由于水平太差，没人相信他。现在又忽悠高考生家长。加上短视频风口火了起来，名声越来越大。其实啥也不懂，只会制造就业焦虑，15999的咨询费可不低,2023-12-12 14:26,0,0,魏师傅,江苏
文科专业水是事实,2023-12-09 21:58,3,0,momo,广东
眼高手低是普遍现象。,2023-12-11 07:50,0,0,老子说常清静,北京
每个人说的都是对的，只有立场，没有对错。,2023-12-13 19:37,0,0,思维创富,辽宁
律师，电视电台主持人，演艺明星，银行，医生护士，部分政府部门……包括张雪峰现在的职业都属于服务型职业……其实，发达国家已经完成了转型，服务类行业是主业……只能说我们还是发展中国家。,2023-12-13 12:01,0,0,夏日的秋风,江苏
谁还不是个卖的啊[偷笑R],2023-12-11 14:47,0,0,小冯有大利,江苏
你是完全没有读懂张雪峰说的这个“服务”和“舔”是什么意思，你有空多读读知网人文社科哲学类的论文，或者去找找那些新闻稿的字里行间里透露出的那种“服务”和“舔”究竟在服务什么，舔什么。,2023-12-10 23:52,0,0,小红薯63CABD60,福建
所以学文科的是女生,2023-12-10 08:58,0,0,Macmen,北京
文科生没什么专业壁垒，人家说的是大方向，大多数，而你是在抬杠,2023-12-09 19:43,1,0,暗夜的悲伤,辽宁
事实如此，没有技术上升只能靠舔,2023-12-09 18:14,0,0,知白守黑真君,江苏
有道理，深刻，文科教育缺失太多东西了,2023-12-16 13:32,1,1,無色 珠宝饰品,江苏
能出几个？,2023-12-16 14:47,1,1,蒋晓东,江苏
其实缺的是自由,2023-12-16 17:05,2,1,Sunsea,美国
刚才看到了一条评论：“当董宇辉从平台跌落的时候，华夏五千年的文化接住了他”。很感慨，五千年文化本可接住每一个文科生啊，是什么让他们埋首诗文历史里，却空落落地走出来，无所依凭无可倚仗？,2023-12-17 17:13,2,0,不着急法师,湖北
新东方的英语名师，在直播行业闯出来一片天。不知道把孩子送到新东方培训机构的家长是什么想法？[偷笑R],2023-12-20 11:37,0,0,MasseriaVino,天津
董宇辉的才和文科教育无关,2023-12-18 13:53,1,0,kelly,美国
可是，能有几个董宇辉呢,2023-12-19 12:08,0,0,泱姎,广东
说得真好👍,2023-12-16 13:47,0,1,银色飞行船🚢,湖南
理工科也很难，学这么多还找不到工作,2023-12-19 09:13,0,0,ㅤ,广东
董宇辉叫那种恋爱精出来见人,2023-12-16 12:22,0,0,亲切陕北土话当家花旦,陕西
她说的很对啊、为啥有人喷。,2023-12-10 08:00,0,1,富贵,山西
文科专业舔，我工科跪舔[暗中观察R],2023-12-10 17:50,4,1,nono,云南
张雪峰确实很可怕，他现在就算是乱说，人家也觉得他是说了别人不敢说的实话，真的非常可怕，早晚被摁死了。,2023-12-16 10:36,1,0,二狗砸,北京
人家人设立的很好啊,2023-12-14 21:20,0,0,渡世,湖北
文科只有直播带货方向有前途[doge],2023-12-12 12:19,0,0,momo,新加坡
文科不是服务业，各个都是人上人[doge][doge][doge],2023-12-11 08:56,1,0,碧桂园五星上将,浙江
道啥歉啊我的张老师，实话难听，良药苦口,2023-12-10 08:33,3,0,Vicky,山西
2017年的他自己二本没毕业，冒充清华大学教授辅导别人考研，由于水平太差，别人不相信。现在赶上短视频风口，忽悠高三学生家长。15999的咨询费大镰刀一键启动[捂脸R],2023-12-09 22:45,8,1,魏师傅,江苏
张老师最近三观出了点小问题,2023-12-09 20:29,6,1,Nick,广东
被骂是因为实话不好听，文科生考公的不在少数[笑哭R],2023-12-09 18:12,0,0,夏午,四川
有的理科生不也还是要舔甲方，看是什么工作吧,2023-12-13 22:20,0,0,石豆豆,安徽
[飞吻R][飞吻R],2023-12-13 21:14,0,0,爱笑的女孩👧,安徽
太难了[笑哭R],2023-12-13 21:12,1,0,Alice,安徽
现在就业市场太难了[失望R],2023-12-13 21:06,0,0,Cx330,安徽
好现实,2023-12-13 21:04,0,0,张瑾彤,安徽
以后的孩子都不知道怎么选择[笑哭R],2023-12-13 21:04,0,0,徐龙平,安徽
[微笑R][微笑R],2023-12-13 21:02,0,0,＠约定,安徽
恰恰是文科，在反抗服从,2023-12-10 22:42,0,1,Elsie0001,河北
一个卖包生男丸的术士被追捧成这样恰恰证明这个社会缺的从来不是理科[偷笑R]如果数理能解决社会问题 张和他的团队至少是券商研究所的模式给每个专业出研究报告 基本面评估 供需分析 估值分析现在能不能买入而不是现在两嘴一张搞心理咨询。靠拉踩来博取社达的优越感缓解对未来的就业心理压力[偷笑R],2023-12-11 08:11,2,0,ᅠᅠ,湖南
文科当了舔狗都不一定能挣到钱，每天低声下气，忍气吞声，受了不少委屈，工资还低。,2023-12-11 09:02,1,0,青藤,重庆
畸形社会，价值观摆着呢,2023-12-11 06:54,0,0,月月月亮,湖南
是的，理科进厂打螺丝工地搬砖都是人上人[笑哭R],2023-12-10 22:43,1,0,无趣的无趣的,北京
[赞R][赞R][赞R],2023-12-12 22:07,0,0,copper hiller,四川
他说的是就业，不是高校搞研究。。。，文不对题啊,2023-12-12 19:33,24,1,momo,江苏
金融大数据[汗颜R]这文科？国内的这些所谓文科哪有发这俩刊的,2023-12-13 01:12,10,1,智华老鼠人,中国香港
财经算文科吗…我一直把商和文分开的🆘,2023-12-12 19:40,3,1,vvan酱,澳大利亚
社科一般发的是commentary section的，很多发去pulicy forum的，能发固然也很厉害但是含金量不如社科top,2023-12-12 19:28,1,1,6789,澳大利亚
有几个人能去发这种等级的论文，还是看看那些学文科的普通人吧。,2023-12-13 22:48,1,1,小红薯638F1350,北京
有没有一种可能金融不是文科[飞吻R],2023-12-14 10:50,2,1,孑愔,江西
我可从来不把钱学森的功劳算在自己头上,2023-12-18 22:22,1,1,葱花缸·炉果炉果,辽宁
这题我会，文科能报≠文科专业,2023-12-19 17:29,0,1,晴天雨天,四川
小编的意思是欢迎千万高中生加入西南财经一起发科学自然[石化R]？,2023-12-19 15:08,0,1,星球大颤,福建
理工科发一堆论文也不影响当孙子啊，没钱都是服务业[偷笑R],2023-12-19 13:26,0,1,de bg8lok,陕西
我怎么感觉您的反驳和张雪峰的观点之间，牛马不相及呢？张雪峰是谈就业，你搞了个某高校文科专业能发sci的论据，是想证明这个高校厉害？这个专业厉害？还是这个学者厉害？这和学生的就业率有关系吗？您的逻辑在哪？,2023-12-22 16:05,0,0,寒气传播大师,安徽
第三产业不都是服务业吗,2023-12-20 09:19,0,0,洋洋洋,陕西
不是服务业难不成是农业和工业？,2023-12-18 18:43,0,1,丹明心,浙江
金融一点也不文，经济也是[笑哭R],2023-12-18 17:44,0,1,momo,安徽
学成文武艺，卖与资本家！无论是啥，将来都是要为打工挣钱的！挣不了几个钱，你谈什么理想？[doge][doge][doge],2023-12-16 17:57,0,1,200%,重庆
一个网红而已，自己的命运自己选择自己判断，不需要听他的。,2023-12-16 12:07,0,1,心怀童年的技术控,广东
统计学还是数学？,2023-12-16 09:00,0,0,刘帅,广东
理科也能去金融,2023-12-15 09:44,0,1,时光巷陌、,河南
金融大数据是属于理科的，但基本文理兼招，也是文科生唯一逃脱文科专业的一条路，还得好学校[偷笑R][偷笑R],2023-12-14 19:50,0,0,jingj66,江苏
文科本身没问题，主要招黑是因为太多资源咖通过学文科获得了学历门槛而获利进行权利变现。,2023-12-14 11:30,1,0,momo,北京
商科也不算文科啊[笑哭R],2023-12-13 15:02,0,0,封你摩洛哥炒饼,重庆
你的逻辑好神奇...,2023-12-13 02:34,2,0,圆爹,湖北
西财这个算文科我真的哈哈哈哈哈[笑哭R]谁家文科学数学[笑哭R],2023-12-13 00:30,0,1,momo,四川
这个人一定没有好下场,2023-12-12 23:08,1,0,海樓,广东
服务业是什么不好的词吗？,2023-12-10 09:49,12,1,呀哈哈,河北
服务业是很正常的词汇，谁觉得被冒犯，说明他内心是将大家分了三六九等的。,2023-12-10 12:08,12,1,两只小肥猫,北京
临床医学也是服务业啊[捂脸R],2023-12-10 15:59,2,1,momo,广东
说的没什么错，不过不只是文科，所有的都是一样的，都是给一生下来就有钱的人服务的[扯脸H]@分目.,2023-12-10 12:59,1,1,薄荷王中王,广东
大部分岗位不就是服务业嘛，做了一辈子服务人家的岗位，岗位名称没有服务俩字罢了哈哈哈哈,2023-12-10 14:22,2,1,HeLen Sun👿💪👻,浙江
躺着看，文科生，现在的工作差不多就是添，怎么了，很正常啊，张雪峰说出来，说明就是这么一个情况，是伤到谁的自尊了，反正我为了钱可以没自尊[笑哭R],2023-12-10 12:13,8,1,北海灼华,广东
我觉得学理科也一样[飞吻R]现在给别人当牛做马[飞吻R],2023-12-13 20:05,0,1,脆皮酪酪丸,浙江
服务业不难听，主要是服务的姿势不对[笑哭R],2023-12-13 03:21,0,1,蓝色基因,福建
真的难伺候 说委了 听不懂 说直接了 又说人家说的难听[笑哭R],2023-12-11 04:47,2,0,BT姐姐德国营养素分享,德国
大家怎么看，李校作为妥妥文科生，认为话糙理不糙,2023-12-10 10:21,1,0,李校讲升学规划,浙江
医生啊老师这些都是服务业啊，服务业有什么不好的吗?不是人人都当得了大老板的，我理工科不也在给上级打工吗。,2023-12-19 17:24,0,0,瑶瑶,广东
服务业不是问题，那李校您会舔吗[doge],2023-12-16 15:53,0,0,小红薯64DCA586,广东
国考 省考， 无数人挤破了头要为人民服务。,2023-12-16 12:20,0,0,一方通行,浙江
有什么行业是不舔的吗,2023-12-14 19:58,0,0,小红薯62CCD01E,浙江
现在这个社会谁不舔啊？你以为你高高在上，都是别人舔你？,2023-12-12 15:45,0,0,hfhufuehfhgfj,福建
这又在污名化服务业，挺正常的词语非要搞得乌烟瘴气[石化R]就这水平还要谈升学规划，满脑子的腌臜,2023-12-11 19:08,0,0,momo,陕西
主要是自轻自贱意味太重，虽然事实有时如此，但他在摧毁人与人平等的那一张皮，所谓“尔爱其羊，吾爱其礼”是也。,2023-12-11 18:36,0,0,KKK,江苏
有没有一种可能一些理科的工作也是服务业,2023-12-10 12:39,3,0,派大星的海洋裤,吉林
现在学啥以后不是舔啊[捂脸R],2023-12-10 12:33,4,0,来虚圈造作啊,辽宁
我一直把第三产业叫服务业 而且还觉得挺自豪的[笑哭R] 但是同行眼里我说的话就不中听 觉得服务业就是端盘子 在评论区差点吵起来 然后我才发现我和他理解的根本就是两个意思[笑哭R],2023-12-10 11:21,3,0,小红薯64E7BCF9,湖北
任何专业都是服务业，只是服务方式和对象不同,2023-12-16 22:04,0,0,超酷的我,河北
有人调侃有人尬黑,2023-12-13 00:06,0,0,Ggglll,广东
我根本不在乎，我还不清楚这破专业能不能吃上饭吗？我搞了七年了我还不清楚吗？关键是既然是吃不上饭的没用专业，那是不是就应该放点水让我安稳毕业呢,2023-12-12 19:35,4,0,奇猫国极端女王,浙江
没有吧[偷笑R]我不赞成,2023-12-12 19:15,0,0,绷。,陕西
你是会蹭流量的,2023-12-11 16:01,0,1,专业画-报建图,广东
张的言论极不极端，要看你处于什么样的社会阶级。,2023-12-10 11:08,2,1,MrShang133,江苏
任何专业都是服务业，有市场的地方就有客户，有体制的地方就有领导。某些人嘛，只会底层互害，没法往上获得成就感，只能通过各种鄙视链来凸显自己的优越感，还自以为比谁都懂[偷笑R],2023-12-10 14:18,4,0,澜汐～,山东
这道歉声明是用实际行动在表达，服务业就是舔，没跑了，我也觉得他说的对[笑哭R],2023-12-10 11:47,2,0,墨,新西兰
虽然他说的没毛病，但是就是不能说出来,2023-12-11 14:19,0,0,小貂貂,陕西
牛马不是工科生吗？我记得小红书有个文科男说他跟hr说想找文职工作，hr说我们现在只缺工程师，文科男笔记说“那说到底只是想招干活的牛马罢了”[笑哭R][笑哭R][笑哭R],2023-12-15 18:48,0,0,吉你萝友,广东
笑死畜牧业真实了,2023-12-15 18:48,0,0,小红薯B609147D,河南
他女儿叫什么名子有知道的吗,2023-12-09 19:26,0,0,kuAco,中国香港
你信不信这个招聘HR岗位几十个人报，还可能有关系户内定；电力工程师岗位可能没几个人报，即使应聘上了也嫌工资低，毕竟对于有经验的电气工程师而言，进电网更稳定，进私企薪酬更高。,2023-12-16 10:11,2,1,大鸡块子,江苏
行政8k一样吗？比工程师舒服多了，[失望R][失望R],2023-12-16 09:10,0,1,ssww,安徽
还不够典型…秋招里的情况，一般是十个研发岗对应一个职能岗[害羞R],2023-12-22 19:54,0,0,哈德罗小红,广东
岗位一以后升迁机会大的多,2023-12-16 23:35,0,0,黑暗才是最真实的世界,上海
电气工程师这点工资，税前，有点低了啊[doge],2023-12-16 15:58,0,0,Y.嘉瑜,浙江
甚至还要党员[吃瓜R],2023-12-16 14:31,1,0,矿泉水酱,上海
即使这样，岗位一依然供不应求,2023-12-16 10:29,1,0,小红薯6546314E,广东
正中我心[抓狂R],2023-12-20 16:01,0,0,Cum Grano Sails,上海
[doge],2023-12-11 12:24,3,1,NASA熊猫,北京
srds，也没错[doge]但舔吧，我觉得不止是文科问题，社会层面都或多或少存在,2023-12-11 14:53,2,0,momo,贵州
张雪峰郑州大学没有毕业，挂科七八门。早年冒充清华大学教授辅导别人考研，由于水平太差，没人相信他。现在又忽悠高考生家长。加上短视频风口火了起来，名声越来越大。其实啥也不懂，只会制造就业焦虑，15999的咨询费可不低,2023-12-11 16:39,2,1,魏师傅,江苏
不同的文化背后蕴含着不同的环境与背景，文科行业在中国的现状值得人们反思,2023-12-11 15:31,3,0,一关,湖南
京官媒在看上意如何裁定,2023-12-11 16:06,0,1,easypama爸妈不蕉绿,北京
美日韩的文科也是为财阀服务的，全世界都一样,2023-12-11 15:42,0,1,噜啦啦啦,广东
大家都是学文科还是理科的？,2023-12-09 21:45,1,0,升学指南阿立,上海
我觉得提供专业服务还是不错的，但是很多文科从事的岗位本质上都是销售岗，对于很多i人来说都很折磨[笑哭R],2023-12-14 07:27,3,0,豪豪,美国
谢谢它把话题吵起来，让大家都正视正视这个奇怪的现象，文科怎么就被轻视了[doge],2023-12-15 12:59,1,0,柳墨来了®文艺范,广东
文科能干的活理工科都能干，所以文科能混的好的职业理工科一样可以。但是理工科的技术壁垒文科生突破不了…,2023-12-14 09:59,3,0,专注踩坑40载,湖北
如果以就业为导向，大学和职业技术学院还有什么区别啊？高等教育带来的不仅是金钱上的回报，而是人成为人，给人生命力,2023-12-16 14:10,0,0,Zisoon,北京
文科让世界变得更好？什么时候新闻学能遵守新闻三要素而不是到处瞎写不尊重事实的时候我就信,2023-12-15 01:31,1,0,小红薯64783A5C,江苏
怼他的都是不学文科的[doge],2023-12-10 13:08,5,1,momo,安徽
其实理科也是服务业，没有谁不服务,2023-12-10 13:09,1,1,小红薯64BD7D2D,浙江
我，会计审计也是服务员[doge],2023-12-10 13:08,1,0,cqy,广东
确实[笑哭R],2023-12-10 13:05,1,0,用户已注销,黑龙江
你也看到这篇了哈哈，我前两天看到这个标题也是愣住[捂脸R],2023-07-13 10:36,0,1,占得人间一味愚,无
说的太好了！''饭碗思维''！,2023-12-15 18:33,0,1,风一样的🌿🌿,山东
学习了！btw昨天也看了P.K.14[赞R],2023-12-10 18:56,2,1,egoistheenemy,上海
说得很好,2023-12-12 00:33,1,0,老面,上海
[抱拳R][害羞R],2023-12-10 18:45,0,0,啊凡.,浙江
