#新闻学教授怒怼张雪峰#,Query time: 2023-12-24 15:12:51,likes
关于专业这件事和大家毕业聚餐的时候也顺便聊了聊最近引起较大讨论的张雪峰老师评新闻学专业事件-面对张老师的言论我觉得大可不必回怼，先想想别人为什么这么说-对于普通阶层的孩子，在没有任何资源和背景的情况下，专业壁垒和实用性确实重要，张老师的言论可以说明他 关于专业这件事和大家毕业聚餐的时候也顺便聊了聊最近引起较大讨论的张雪峰老师评新闻学专业事件-面对张老师的言论我觉得大可不必回怼，先想想别人为什么这么说-对于普通阶层的孩子，在没有任何资源和背景的情况下，专业壁垒和实用性确实重要，张老师的言论可以说明他在为更多普通家庭的孩子，尤其是通过读书改变命运的家庭发声。文科类的专业门槛不是说没有，而是体现在学的深度与高度上，学习初级之处，门槛体现程度低，毕竟人文素养、媒介素养的通用性体现更明显，这个社会人人都需懂传播，但教育是否只解决实用性问题，相信很多人也各有答案，我更认同人才培养需要分阶段、分层次，较好的综合素质尤其是人文素养是更多专业培养人才应具备的底色，一个学生的举手投足也是受教育的综合体现，善用无用之用也是大用；-学新闻传播学是否无用，我觉得是另一个问题，我们确实应该反思，新闻传播学教与学之间的鸿沟，这和很多原因有关，现在学科所开设的很多课程理论都源于西方，在探索本土化的理论之路上还有很长的路要走，其次作为老师也需要反思，我们自己是否能传播好自己所教的内容，教的内容对学生是否有用、有趣，学生是教师教学直接的受众，我们需要反思有没有上一些自己都不相信或感兴趣的内容，或者拿一些新的噱头教的却是一些陈词滥调；-专业、学校、地域，最近高考完出分后很多家长、孩子都在考虑的问题，我参加了今年校园开放日和本科生招生答疑会，我发现更多对专业就业率关心的是家长，来了解的也是家长，但真正应该来了解自己未来学什么的我觉得应该是考生自己。在这几个因素上，我认为新闻传播学专业的择业地域因素更加重要，相较而言在行业需求量大的地域中能得到更多的机会；-我在我们班四年成长的很多时候都多次提到1、学什么专业不代表你将来一定要从事对应的工作，这个社会缺的是具备不可替代性能力的人才；2、用人单位也不纯看应聘者专业是否完全对口，还看应聘者这个专业学习的过程。我身边太多学的专业和最终从事工作毫无关系的案例，但我也意识到这和个人能力与发展相关。用人单位很多设定的标准无论是学校层次、专业对口等都是现代社会为提高效率而做的较为有效的筛选方式之一，这些决定了应聘者质量的底线，但对于人才的选择，显然有更立体多元的评价方式，但维度一多，筛选成本越高，人好不好用得用了才知道，所以真正决定专业、学校好不好的，也和学生自己相关，确实一个学校一个专业培养出来的学生质量也是千差万别；3、无论是什么专业，都需要具备较强的学习主动性，因为社会日新月异，说不定哪天你的专业就可以被人工智能所取代了，保持对社会和世界的好奇心、敬畏心，社会是个大学校，他现实也残酷，永远没有一尘不变和永垂不朽的东西,2023-07-01 09:54,9
张雪峰和三位导师讲述考研的意义,2023-07-01 07:02,5
新闻专业毕业生现身说法，打脸张雪峰！,2023-07-01 00:23,2
如果你已经学了新闻：有一点儿道理，人文社科实在没什么世俗的用处。环境已然如此，每个学科都步履维艰。在摸索这些领域的过程中，每一个自以为有新意的论题都已经被榨干了边边角角，所谓的“思辨与创新”也无非是一次次的复践前人之路。知人论世，知己也要论世。戚戚于时运不济新闻无学是一种选择 如果你已经学了新闻：有一点儿道理，人文社科实在没什么世俗的用处。环境已然如此，每个学科都步履维艰。在摸索这些领域的过程中，每一个自以为有新意的论题都已经被榨干了边边角角，所谓的“思辨与创新”也无非是一次次的复践前人之路。知人论世，知己也要论世。戚戚于时运不济新闻无学是一种选择，可这份盲目的否定也是对新闻学的一种背刺。这门学科让我不再懒惰、不再麻木，让我理性思辨，谨言慎行。即便是在下一个学段重择专业，我仍能够作为一个逻辑通顺，有充分阅读、研究能力和思考能力的人站在这里，也要感恩传播学教程良多。至于新闻专业没办法让人吃饱饭。把书里的字抄到简历里，当然吃不饱啦；把书里的字一字不差写进脑子里，人会变得笨笨的；把书里的字背过，再忘记，聪明地活下去，这是我们唯一的办法。对自己已经做过的选择反复回首是男人特有的懦弱，咱们女人大可开阔一点儿。,2023-07-02 20:52,4
新闻学就业率和平均收入怎么样啊 ,2023-07-02 12:01,2
现在的精英阶层已经完全不懂普通人的生活了，没想到已经分化得这么严重了，这是要韩化了吗？,2023-07-02 11:23,2
大爷还是你大爷读过书的大爷确实不简单！大爷评论张雪峰与众新闻教授骂战，说的很在理！！你支持大爷的观点吗？？？,2023-07-02 09:13,89
这个社会贫富差距越来越大，社会阶层流动通道越来越窄，机制已经固化，所谓寒门难出贵子就是现在普通人的命运写照。官媒嘛，屁股坐哪是由统治机器决定的，对于阶级矛盾、贫富差距、社会苦难，从来不会讨论，他要做的就是凝聚共识，粉饰和谐，转移社会焦点。在这种大环境下，出身寒微的人，只能自求多福 这个社会贫富差距越来越大，社会阶层流动通道越来越窄，机制已经固化，所谓寒门难出贵子就是现在普通人的命运写照。官媒嘛，屁股坐哪是由统治机器决定的，对于阶级矛盾、贫富差距、社会苦难，从来不会讨论，他要做的就是凝聚共识，粉饰和谐，转移社会焦点。在这种大环境下，出身寒微的人，只能自求多福，什么家国情怀只能在温饱之后再去考虑。,2023-07-02 08:42,19
其实这个问题很简单啊，就问一下这个教授，新闻现在能说真话吗？ ,2023-07-02 08:06,0
作为家长我不会因为而让孩子不选新闻专业，我会尊重孩子的选择。但是我会因为和川大研究生而坚决不让孩子学新闻专业，个人观点与选择陈述完毕。,2023-07-03 23:24,25
人日，用媒体力量降维怼雪峰，你觉得谁的观点更符合实际？ ,2023-07-03 16:08,4
,2023-07-03 12:01,1
张雪峰病了。真好笑！想起了鲁迅先生的狂人日记，到处都在吃人，你居然发现了他们在吃人，那么有可能先吃掉的就是你！说句实话！真的是戳了马蜂窝了！官媒都亲自下场来刺人了。我们是社会主义国家，资本在管控下促进了社会和经济的发展，但现在官场和资本相互纠缠，在政绩和经济是官员的普遍追求下 张雪峰病了。真好笑！想起了鲁迅先生的狂人日记，到处都在吃人，你居然发现了他们在吃人，那么有可能先吃掉的就是你！说句实话！真的是戳了马蜂窝了！官媒都亲自下场来刺人了。我们是社会主义国家，资本在管控下促进了社会和经济的发展，但现在官场和资本相互纠缠，在政绩和经济是官员的普遍追求下，有些实话是真的不能说的，你看所有的自媒体平台很多的限流和限制。现在官商都是为了自己，都是为了割韭菜！焦裕禄是不会再存在了，我们尊敬他！但他留下了名声和荣誉，却止步于县委书记，没留下任何遗产。在强调政绩和面子工程的今天官场，官员如何学习焦裕禄，你的上级领导都不会同意，也不会提携你，你既然学习焦裕禄了，你就不应该眼光放在工资和职位上，机会让给别人吧！所以因为张雪峰说了实话，靠自己说实话挣了钱，在这个社会就是不对的。你做好人了，为啥还要挣钱？？！你因为这挣了钱，就别说是为了别人考虑，你就是割学生父母的韭菜！！殊不知，他这本身就是有偿服务，在有偿服务的情况下，充分为客户考虑，实话实说，有何不可？！真的不可！说了实话，让韭菜们稍微有点清醒，可能就不服管教了，资本的镰刀收割起来就不顺利了。教授下场来撕，真的为了自己的利益，官媒呢？？！,2023-07-03 10:24,0
这件事情，我发现一个有意思的现象，媒体人和新闻学教授们，两种声音，观点大相径庭……媒体人、教授、家长、机构，不同群体立场不同，普通人也太难了，该让孩子们听谁的呢？我想，看看有多少新闻人，会让孩子学新闻，应该更有说服力吧。 ,2023-07-03 10:16,1
提桶跑路，包吃包住，空调一应俱全，张老师推荐的工作。,2023-07-04 16:00,10
我高中毕业的时候也想学新闻，那时候信息很闭塞，也不懂什么人生规划，有点理想主义，觉得作为一个文科生，应该通过一个渠道去探究事情的真相。不过遭到了我妈的强烈反对，倒不是她有什么先见之明，现在回头看看，那个时候媒体工作其实还好，纸媒都还很活跃。我妈反对的理由说起 我高中毕业的时候也想学新闻，那时候信息很闭塞，也不懂什么人生规划，有点理想主义，觉得作为一个文科生，应该通过一个渠道去探究事情的真相。不过遭到了我妈的强烈反对，倒不是她有什么先见之明，现在回头看看，那个时候媒体工作其实还好，纸媒都还很活跃。我妈反对的理由说起来有点好笑，好像是看了大宝的一个广告。一个穿着大马甲、扛着摄像机，头发在风中凌乱的大哥说：干我们记者这一行，风吹日晒的，用了点大宝，嘿，还真对的起攒这张脸！我妈——仅仅凭这一个广告，就否决我的想法。作为一个毫无经济来源的人，我当然是屈服了。毕业这么多年再看，我也确实不适合干媒体。,2023-07-04 13:10,2
#张雪峰说的是对的，我就是经历了所有的人。我本科非要学新闻，父母不让，逼学了会计。我不情愿还是辅修了新闻，毕业用新闻毕业证找工作干了两年，真的不行，你可以选择的工作，没你想的那么好，而且你的能力无法衡量，不是普通家庭普通的孩子可以干的工作。最后干了会计一直到 #张雪峰说的是对的，我就是经历了所有的人。我本科非要学新闻，父母不让，逼学了会计。我不情愿还是辅修了新闻，毕业用新闻毕业证找工作干了两年，真的不行，你可以选择的工作，没你想的那么好，而且你的能力无法衡量，不是普通家庭普通的孩子可以干的工作。最后干了会计一直到现在7年了，毕竟也算技术工种，现在又混到了金融沾边的工作，他关于金融新闻说的真的就是现实，高端金融圈真的这样。我作为一名普通家庭，普通大学本科毕业，长的普通，一切都很普通，如果您跟我一样的人，真的听张雪峰的话吧。他是对的，我至今都感谢我爸妈压着我学了会计,2023-07-05 19:04,5
学新闻，进报社，报道真相的真新闻人如果遇上了怎么办？付国豪的死让老百姓知道--行业里有翻手为云，覆手为雨的佛口蛇心假菩萨，就只有死胡同！ ,2023-07-05 16:53,8
每一年，总有那么一两个“天坑”专业登上热搜。今年是新闻传播专业。“如果我是家长，孩子非要报新闻学，我一定会把他打晕……”不久前，网红考研教师张雪峰的一席话引发了热议。,2023-07-05 15:56,0
前有文科已死论，后有张雪峰直呼新传快逃，学子何去何从？新传真成为了天坑专业？“粉领子三千”到底是事实还是戏谑对此播播想说对于新传就业真的不必太悲观今时非比昨日，新传已不可同日而语新传就业焦虑？企业薪酬榜单新 前有文科已死论，后有张雪峰直呼新传快逃，学子何去何从？新传真成为了天坑专业？“粉领子三千”到底是事实还是戏谑对此播播想说对于新传就业真的不必太悲观今时非比昨日，新传已不可同日而语新传就业焦虑？企业薪酬榜单新传位居前五,2023-07-05 15:28,0
张雪峰一句：新闻专业无用论。炸出那么多国内的传媒大咖，教授，媒体人疯狂批判。其实道理特别简单，就是因为这些人心虚了。其实他们心虚也是正常的事情，因为这些人，除了那张嘴和春秋笔法，没有任何例子能证明新闻传媒这个专业是有用的。舆论战打不过外媒、人民立场接地气的文章写不出来，专业的技 张雪峰一句：新闻专业无用论。炸出那么多国内的传媒大咖，教授，媒体人疯狂批判。其实道理特别简单，就是因为这些人心虚了。其实他们心虚也是正常的事情，因为这些人，除了那张嘴和春秋笔法，没有任何例子能证明新闻传媒这个专业是有用的。舆论战打不过外媒、人民立场接地气的文章写不出来，专业的技术更是根本看不懂，群众关心的事情装看不见但是见到美爹和美爹的走狗，腿肚子就发软。如果换我是这帮人，我肯定也心急也心虚。张雪峰说过很多个专业，比如土木，生化环材，电力，新闻，结果只有新闻人跳出来急眼了，这难道还不够说明问题吗？？我知道你很急，但是你先别急。看看现在咱们面对的舆论环境，以及国内新闻媒体人一个个奇葩的嘴脸和行为，新闻专业无用论就是事实,2023-07-05 13:13,965
特别想看到一篇正儿八经的新闻稿呢，在哪里看啊，新闻学的教授们，您的得意学生们呢，在哪里偷偷写稿啊,2023-07-05 10:25,0
张雪峰没有错啊，就是应该把信息公布，而不是信息垄断，把一切摆在大家面前，让大家去选择臣服金钱，还是为信念情怀买单。任何的信息垄断就是别有用心…,2023-07-05 08:13,7
十年媒体老炮儿揭秘到底该不该学新闻,2023-07-06 23:30,6
我以下所有言论都面向想学或者已经在学新闻传播专业的学生，谢谢。最近关注这个话题，内心有一种很难以表达的感受，我真切的希望任何想要学习新闻的孩子都能在明白我国新闻事业的现状基础上继续保持你们对新 我以下所有言论都面向想学或者已经在学新闻传播专业的学生，谢谢。最近关注这个话题，内心有一种很难以表达的感受，我真切的希望任何想要学习新闻的孩子都能在明白我国新闻事业的现状基础上继续保持你们对新闻的尊重与热爱。今年我马上就大四了，说实话学新闻传播是因为我喜欢，你要问我会不会以后从事新闻行业成为记者或者编辑，我会肯定的告诉你我不会，但是我觉得学新闻传播带给我更多的并不是我以后要用它来赚钱谋生，更多的是教会我如何思考社会、思考世界，可能这是张雪峰老师听起来很荒谬的“不实用主义”，我想试问有多少专业你学了毕业之后一定能用上呢，高考学的数学函数，普通人的生活应该也用不上，但是究其根本只不过是思维能力的培养罢了。人文社科多年来一直被理工类专业压着，我国最受欢迎的前10大学科，有7个是理工类，我只能说这是我国社会发展的需要，但并不能因此说人文社科是无意义的学科。可能不用人人都需要学习物理化学，但是人人都应该学习如何认识世界思考世界。张雪峰说比起教授，他有更多的点击量和粉丝，这是事实，这也恰恰反应在新媒体的冲击下，专业的新闻机构被人们忽视了。或许大家都在说“新闻已死”，这也是事实，但正是如此更需要有新闻理想的人不断地发展它。任何学科都有其存在的意义，“唯利主义”和“精英主义”的思考逻辑是不可取的，或者说是片面的，如果没有民生新闻，我们没有办法把握生活中的很多变化，比如油价等；如果没有财经新闻，我们没有办法了解国家的经济政策，工商业者没有信息来源；如果没有体育新闻，体育爱好者也没有了了解体育消息的渠道。我不认为这些所有的真正意义上的新闻都能被网络上所谓的“流量专家”或者所谓的“外行人”所传递出来。我爱新闻，我尊重每一个为发掘事实真相不顾自身安危的新闻人；我爱新闻，我敬佩每一个在各种灾害面前坚持报道向公众传递真相的新闻人；我爱新闻，我羡慕每一个综合素质强有极强新闻素养的新闻人。在流量与利益面前，做到新闻真实很难，在此借用骆正林教授的一句话:“新闻真实”是新闻从业者心中的一面旗，它应该被插在灵魂的高原上。希望每个热爱新闻的学子都能在认清事实的情况下继续勇敢的热爱新闻。,2023-07-06 12:44,0
新闻专业究竟能不能学？张雪峰一句玩笑话，新闻专业千万不能报！非要报新闻学，我一定会把他打晕！引来了各界人士的口诛笔伐，包括新闻系的大学教授。那他说得到底对不对？我想我在这个话题上，绝对有发言权的，因为我本硕都在一家985大学念新闻，之后又在国内最好的报纸和新闻杂志做时政记者，最 新闻专业究竟能不能学？张雪峰一句玩笑话，新闻专业千万不能报！非要报新闻学，我一定会把他打晕！引来了各界人士的口诛笔伐，包括新闻系的大学教授。那他说得到底对不对？我想我在这个话题上，绝对有发言权的，因为我本硕都在一家985大学念新闻，之后又在国内最好的报纸和新闻杂志做时政记者，最后还拿了加州大学伯克利分校的奖学金，去伯克利新闻学院做了一年国际访问学者。知道我最后怎么样了吗？结果是我在美国又换了一个跟经济、金融相关的专业，又拿了一个硕士，毕业后去了华尔街，完全转向了商业和金融，永远地告别了媒体行业。我从小就喜欢写作，立志当一名记者。作为一个新闻业务几乎走到顶的新闻系毕业生，对新闻可以说是怀着深深的理想主义情怀和巨大的热爱，为何最终还是忍痛弃文从商了呢？主要以下两个原因：首先，由于大家都懂的原因，咱们的社会主义新闻，不是什么都可以报的，也不是什么话都可以说的，对于一个有新闻理想的人来说，这直接引发的就是专业和人生方向的双重幻灭，发现很多时候自己在做无用功，再怎么挣扎也无能为力，这是我离开新闻业的最主要原因。钱，可以少挣甚至不挣，但，时间不能被浪费，生命更不能。第二，中国做新闻的方式太消耗人，市场化的媒体，非常缺少对记者的尊重和保护，很多时候觉得自己就是一吃青春饭的“新闻民工”。尽管我工作在一家非常有名的报纸，对记者的要求很高，但薪酬结构却是很低的底薪加稿酬，你需要马不停蹄的写稿才能拿到一个体面的工资养家糊口。如果一旦停下来一周两周，生计都会成问题，这跟流水线上的计件工人有什么区别？这对脑力劳动者而言，不仅仅是一种极度消耗，甚至是一种羞辱。在伯克利期间我去参观了《旧金山箴言报》，一个获得过普利策奖，专门写流浪汉生活的记者告诉我们，报社给他两年的经费去卧底，期间不必写任何稿子。而中国的记者，要想一个正常的生活，必须像陀螺一样挣稿费，没有时间打磨精品，沦为卖字为生机器、这让我感到悲哀。那么，我后悔学新闻做新闻了吗？从来没有后悔过。学新闻使得我有机会进入到媒体，做新闻使得我能真正深入地了解这世界，并且掌握了快速学习，快速整理纷繁信息，综合使用各类信息的能力。新闻写作需要超强的逻辑性，经长期训练后，说话做事的逻辑能力一般强于普通人。记者还有些特点与其他行业人员相比是具备优势的：采访所必需的胆识和突破能力；与人交往和沟通的能力；精准的表达能力；对事物的总结、判断能力；大趋势分析能力等等，这些都是日后转向商业领域必备的优秀素质。我的很多同事后来商业创业，成功的不少。其实，国内很多成功的商界大佬，都有记者背景，比如农夫山泉的钟睒睒，龙湖集团的吴亚军，新浪的曹国伟，美的方洪波等。由此可见，新闻专业也许不能带给你大富大贵的前程，但能让你具备一些通往其他领域尤其是商业领域的基本素质。至于能不能成功，还得看个人努力以及时运。最后回到新闻专业能不能报的问题上，我觉得只要你喜欢，只要考得上，就去报呗，报新闻不一定非得做新闻，何况事情也是动态变化的，自媒体成功的也很多，没有张雪峰说的那么可怕，非得家里有矿不可。多年颠沛流离下来，我对专业这个东西越来越不在乎，学历背景仅仅是一块敲门砖，现实世界里，成功者都是在经营自己的长处，跟你大学的专业没多大关系。,2023-07-06 11:55,683
专家教授都是某些机构的代表走狗，为什么群众开始恶心专家教授？为什么群众开始怼人民日报？曾经的人民日报，已经成了走资派日报//:为什么法院判罚越来越不得民心？,2023-07-06 08:34,2
,2023-07-08 19:49,11
最近我在想张雪峰事件背后的问题到底出在了哪？其实，张雪峰并没有错，为什么呢？因为只有每个人都过上了自己想过的生活，每个人都能赚到钱，不给国家添加负担，不就是为社会、为国家做贡献吗？人民日报点名批评张雪峰，说：每个行业都有它的价值，不能为了钱否定它。这难道不是一句大话和空话吗？这 最近我在想张雪峰事件背后的问题到底出在了哪？其实，张雪峰并没有错，为什么呢？因为只有每个人都过上了自己想过的生活，每个人都能赚到钱，不给国家添加负担，不就是为社会、为国家做贡献吗？人民日报点名批评张雪峰，说：每个行业都有它的价值，不能为了钱否定它。这难道不是一句大话和空话吗？这句话跟 360 行，行行出状元有异曲同工之妙。每个行业当然有每个行业的价值，存在即合理，如果没有价值，可能这个行业就被时代淘汰了。其实，这句话也有问题，每个行业都有它的价值，可是价值用什么来衡量的呢？最后，价值的衡量还是要归结到钱上，谁能创造更大的财富，谁创造的多，谁的价值就大。GDP 就是一个典型的例子，衡量每个城市的时候，不是衡量人们的幸福感，而是哪个城市的 GDP 高。当全社会都在用钱衡量价值的时候，却让年轻人选择专业的时候，忽略钱是没有道理的。人民日报的批评显然在偷换概念，何况张雪峰并没有否定每个行业的价值，人家只是根据每个人的家庭境况，让每个人选择更合适自己的道路，更容易赚到钱，更容易养活家庭罢了。当每个家庭都生活无忧，能够不给国家添加负担，就是为社会做贡献。做贡献并不一定就是必须牺牲自己，牺牲家庭，参与国家重大项目，攻坚克难。当每个人在各自的岗位上兢兢业业工作的时候，就是一种贡献。,2023-07-08 10:45,21
“生化环材”其实指的是生物、化学、环境、材料四大学科。除了这四大学科之外，药学、化工、生物医学工程等分支学科也包含在这四大“天坑学科”之内。“生化环材”的共同特点是它们都属于基础学科，学生如果选择这些学科，需要读完研究生甚至博士生才能有所收获，真正将学到的知识运用到工作中。而且 “生化环材”其实指的是生物、化学、环境、材料四大学科。除了这四大学科之外，药学、化工、生物医学工程等分支学科也包含在这四大“天坑学科”之内。“生化环材”的共同特点是它们都属于基础学科，学生如果选择这些学科，需要读完研究生甚至博士生才能有所收获，真正将学到的知识运用到工作中。而且，“生化环材”天坑专业的产学研严重脱节，学术研究得到的结果，很难立即运用到产业界，甚至部分学术研究的结果只能用来“灌水”，缺乏实用性。此外，“21世纪是生物的世纪”等口号传诵多年，有大量“生化环材”毕业生挤兑就业市场，直接造成了生化环材毕业生选择对口专业困难、工资待遇较低等情况。金融，土木工程也是坑，金融要自带资源。,2023-07-08 01:04,1
发布了头条文章：《张桂梅、张雪峰式教育被批：不要站在高楼上，傲慢地指着大山》,2023-07-09 21:25,2
有些事与愿违，让人瞬间打脸…… ,2023-07-09 13:26,1
就凭这件事，所有的消息都来源于官方通报和网络留言，官方通报细节不够明朗，网络留言可信度不高，说一句新闻已死不过分吧，张雪峰说的对。,2023-07-09 09:35,0
