如何看待2024年放假安排？除夕不放假？,gender,comments,likes,updated_time
我晓得嘞！,1,0,0,2023-10-25 22:00:17
我记得零几年的时候，除夕都没放假，我部门老大还说“今天除夕了，也没啥事儿，你下午早点下班走吧。“我下了班就回家去，一家人动手做点吃的，再喝点小酒吃年夜饭。,1,0,0,2023-10-25 21:59:47
假如啊，有个B国过了原本是来自A国的节日，但B过的文化影响力比A国大，那么这个节日在外人看来，会是哪个国的呢？其实我说的是，美国过了起源于罗马的圣诞节，并给安排了假期。,1,0,8,2023-10-25 21:57:03
每天一问，三体人到哪了？,0,0,0,2023-10-25 21:56:19
不能说一点都不意外吧，但是确实也不怎么意外。,0,0,0,2023-10-25 21:55:19
其实说实话，和我真的意义不大，无论是初几上班，还不是老板的一句话的事？老板更有理由让我加班，不过节了。,1,0,0,2023-10-25 21:52:52
别人上班我上班别人休息我上班别人回家我上班别人上班我上班放不放和我没关系，有一样的点个赞！,1,0,0,2023-10-25 21:51:52
别到时候企业给工人白领年三十放假，完事骂外企不遵循国家节假日调整制度，年三十不放假骂外企不尊重中华人民的传统节日,-1,0,0,2023-10-25 21:51:48
一个个的不买房，还想过年？,-1,0,0,2023-10-25 21:50:31
坚决拥护党中央的正确决定！,-1,0,0,2023-10-25 21:49:30
与我无关...我这向来是发11.5薪的，小年左右就全部赶回家，年后现通知初几上班。假期没工资你们享受法定休假，过年带薪的，跟我不是一个等级,1,0,0,2023-10-25 21:48:12
于是狙公对猕猴说：“今后你们每天饭后，另外再吃一些橡子。你们每天早上吃三粒，晚上吃四粒，这样够不够？”猕猴只弄懂了狙公前面说的一个“三”。一个个立起身子，对着狙公叫喊发怒。它们嫌狙公给的橡子太少。狙公见猕猴不肯驯服，就换了一种方式说道：“既然你们嫌我给的橡子太少，那就改成每天早上给四粒，晚上给三粒，这样总够了吧？”猕猴把狙公前面说的一个“四”当成全天多得了橡子，所以马上安静下来，眨着眼睛挠着腮帮，露出高兴的神态。此时老猴子一声召唤，群猴一齐伏下身子，不住地给狙公磕起头来——它们是在向狙公谢恩哩。狙公看着这情景，也捋着长胡子高兴地笑了。百度百科。,1,0,15,2023-10-25 21:47:14
我觉得春节也不用放了，上班吃饭和休息变成调休制度，吃饭休息的时间在休假的时候挤出时间补回来。公司的水电费员工工资公摊就好了。这样不仅能够提高我们的抗压能力，又能够让老板赚大钱，我看着50支花西子的工资，面对每年愈长愈高的房价感叹道确实是我不够努力，但是我相信，只要把休假也取消掉，我能赚的更多，我们都有美好的未来！赢！,0,0,19,2023-10-25 21:46:24
"这个是很现实的你不关心**,**就来关心你的事实例子。自己的利益从来都是自己争取的，人性都一样，指望别人的结果最终都是被卖了还给人家数钱。有一说一，这才只不过是一点点任性，aoe范围大了一点点而已。以后苦一苦的时候多着呢。",-1,0,4,2023-10-25 21:44:37
专家就是专职拍马屁的,-1,0,0,2023-10-25 21:44:34
大家没有理解决策者的用心良苦：经济不好，大家没挣到什么钱，除夕不放假，大家便可借口不回去了。你们想想嘛，回去要花多少钱啊。什么人亲往来，给老人小孩的红包，买年货，办酒席等等，一年挣的这么点钱，还不够过年那几天花的，就不要说很多人根本就没有挣到钱，还失业很久了，吃饭都成问题。,1,0,1,2023-10-25 21:44:23
,1,0,0,2023-10-25 21:43:27
我2021年在加州过的除夕，加州除夕放假，基本上当地80%的企业都会给中国员工放假，有的甚至会放3-5天，还是带薪假。,1,0,0,2023-10-25 21:42:51
两年前我嘲笑我大哥润到欧洲，没有情怀和和精神，现在我每天和他聊天，求他给我指一条门路让我也走,-1,0,0,2023-10-25 21:41:26
一顿操作猛如虎，回头一看又三天。每年实际放假天数1、元旦，放假1天。2、春节，放假3天。3、清明节，放假1天。4、劳动节，放假1天。5、端午节，放假1天。6、中秋节，放假1天。7、国庆节，放假3天。合计11天除夕并非法定节假日。,-1,0,1,2023-10-25 21:41:18
没记错的话，之前也有一年国家想的新办法，除夕不放，放初一到初七，结果被吐槽到第二年就取消了这个政策,-1,0,1,2023-10-25 21:40:27
对于农民来说，没啥意义，一年到头都是地里劳动，没有假期，过年也是自己安排。对于小工厂来说，他们腊八就开始放了。对于大型企业来讲，大家伙都有年假，请假直接溜，也不太成问题，我年假大概是4天，我一般28就溜了。有问题就是国企，没有太多年假的小型企业已经大型工厂这些。所以下面请这些部门的相关人士发言，你们是咋放的？,-1,0,0,2023-10-25 21:40:27
调休肯定是满足这部分人的需求，就不能满足另外一部分的人需求，总量只有那么多，怎么可能满足所有人的需求呢？所以为什么有人到现在还觉得问题出在调休上面呢？,-1,0,0,2023-10-25 21:39:46
鄙视叶文洁、理解叶文洁、成为叶文洁,-1,0,0,2023-10-25 21:37:24
那春晚留给谁看呢,-1,0,0,2023-10-25 21:37:11
布衣之怒，亦免冠徒跣，以头抢地耳，何足挂齿。,-1,0,0,2023-10-25 21:35:46
看到第一反应，麻麻批，这是又搞啥幺蛾子，仔细一想，好像对我也没啥影响，账上还有十几天年假没用。平时请假不好请，休息了还一堆事，除夕请假总没人找了吧，哈哈哈。我的生日是大年三十的，除夕当天，生日也不是每年都有，头一次碰到我生日是工作日的，真的是活久见了，好说的全国人民给我庆生呢？,-1,0,0,2023-10-25 21:34:45
中国人的春节假日应该从腊月二十三放到正月十五。制定除夕不放假的人一定是被美国策反了，他要把我们的文化搞乱，搞死！把我们这个民族搞灭亡！他们搞毒教材侵蚀我们一下代，现在连放假时间他们都要渗透。,1,1,1,2023-10-25 21:29:49
除夕是跨年的日子，在我们的呼吸里都感觉是很重要的时间节点，是回首过往，展望未来的好日子。在我们老家年前要蒸馍，买炮，仪式感在除夕那一晚很足，上了初一就感觉年味走远了，再过几天就该踏上新的征程了，该开学的开学，上班的上班，家里重新变得安静。但是现在过年好像不像小时候过年那么欢喜了，可能是已经长大成人，该自己操办这一切了，被事务填满，反而觉得不那么开心，反而容易疲惫。另外不知道有没有和我一样对本身仪式感 感受不强烈的朋友，除夕其实也只是普通的一天，所以除夕放不放假无所谓，毕竟春节放假还多了一天休息，多陪陪家里人就好。不管啥时候放假，只想安安静静过个年，看看爸妈，健康平安，就好……,-1,0,0,2023-10-25 21:28:10
你们竟敢议论这个话题？大胆！！,1,0,0,2023-10-25 21:28:08
为什么我记得除夕那天一直都不放假呢？不是从初一开始吗？,0,0,1,2023-10-25 21:27:58
关于英翻的争吵今天以后估计就盖棺定论了，预祝各位happy lunar new year！,1,0,0,2023-10-25 21:25:53
中国是这样的,-1,0,0,2023-10-25 21:25:44
支持年轻人调生，把孩子集中起来下辈子生。这样能有效鼓励未来的消费。,1,0,0,2023-10-25 21:25:23
中国人不过洋节.,1,0,0,2023-10-25 21:24:17
你的假期我分配，你不愿意我镇压。,-1,0,0,2023-10-25 21:23:55
重点已经画出来了,-1,0,0,2023-10-25 21:23:18
制定这个政策的人 心怀叵测建议严查,0,0,0,2023-10-25 21:23:00
以后韩国人为春节除夕申遗，国人都没有底气反驳了！,1,0,1,2023-10-25 21:22:35
世界工厂：接收到指令，不能减少总生产时间，调整加工时间完成。,-1,0,0,2023-10-25 21:22:16
我阐述你的梦，建议严查政策制定者，这是看最近外部舆论大幅好转，想着破坏内部舆论。,-1,0,0,2023-10-25 21:21:23
还在试探大伙的底线  ,-1,0,0,2023-10-25 21:20:52
刚看了上一个问题 讨论日韩有没有主权莫大的讽刺,0,0,0,2023-10-25 21:20:10
感觉全世界大多数能叫得出名字（而且不是因为战争和灾害出名的）国家对除夕和春节的态度都比这好。感觉不如，英国 没有皇家 陆军的坦克部队。（说实在的也差不多了，大家提起坦克要么德国要么苏联谁想得到英国啊，这样下去以后提起春节那要么是海外华人（比如新加坡）要么是韩国了毕竟你连假都不放很多文化习俗没了这传统节日也就没了。）,1,0,0,2023-10-25 21:18:50
让你们消费都不消费，让你们买房都不买房，还一天天给我喊叫打倒996，躺平无罪？成心给我找不愉快是吧？那行，那这年早谁也别过了！,1,0,0,2023-10-25 21:18:37
人民中心,-1,0,0,2023-10-25 21:18:35
贻笑千年，大过年的给全国人民添堵,1,0,0,2023-10-25 21:18:19
除了干瞪眼，就是口嗨两句，根本影响不到老爷们看了也改变不了什么还心寒，不如看仙女姐姐,-1,0,0,2023-10-25 21:17:36
上班上着年没了，打工人不配过年呗！,-1,0,1,2023-10-25 21:14:44
同一个知乎，为什么这么精分早上给我推，什么时候能实行一周上4天班现在又在问，为什么除夕不放假了。好，让你们还幻想一周上4天班做梦吧,1,0,0,2023-10-25 21:14:05
蒸馍 你不服气？,1,0,0,2023-10-25 21:13:10
姥爷们心善，知道你们不想看春晚，所以让你们在除夕夜回老家的路上刷手机多放两天假会死啊？差不多得了这帮办公室喝茶的 ,-1,0,0,2023-10-25 21:12:14
主要人群做到应放尽放，特殊人群做到愿休尽休。,-1,0,34,2023-10-25 21:10:51
也不错了，白纸黑字提年休假了,-1,0,0,2023-10-25 21:06:43
冷知识：中国最大的节日……是除夕……不是春节，不是春节，不是春节除夕是中国传统节日里最重要的一个节日……,1,20,4856,2023-10-25 21:05:30
国家应该计算一下国人平均假期，哦对记得把不公布的失业率翻出来，这部分人按365天假期计算，这样平均假期时长不就上来了吗？,-1,0,0,2023-10-25 21:04:36
能怎么看 要不是没钱我早就润了,1,0,0,2023-10-25 21:04:32
无所谓。毕了业我就找个小地方，干一天躺三天。不给别人当牛做马，只为生而活。,0,0,2,2023-10-25 21:04:01
意思是不过洋节？,1,0,0,2023-10-25 21:03:18
看了很多义愤填膺的回答。很想知道各位观众，特别是非公单位的朋友实际去年春节放假是哪一天开始？年三十么？如果不是，那就相较不亏；那正月里假可是多了一天，公司如果让你期间上班，加倍工资得给。,1,3,3,2023-10-25 21:01:55
依我看，假日办里面真有聪明人，真的把白领阶层后颈稳稳掐住。因为对于工地农民工或者干黑工厂的，基本农历二十前后就会开始放假回去，提前半个月回去也大有人在。这种放假安排其实对于他们影响很小，怎么放假都没事，他们也不在乎这些，因为很多人开年了都会换工作，换工地。对于普通工厂，大家普遍提前请假三五天回去，产线你想不停都没办法，工厂拖着不放工人回去也没用，对于这批人来说，今年初八上班和以前的初七上班也没有太大影响。今年这种放假形式就精准击中那些准时按时放假的年轻公司白领，还故意用所谓的“鼓励”就是自己提前甩锅，装好冰清玉洁，把部分矛盾转交给你和公司领导层，不得不说，确实是体制内不缺聪明人。,-1,0,15,2023-10-25 21:01:49
其实也明说30各单位可以放假～相当于9天～其实不管说不说，30也都是形式上班吧！下半天没有哪个单位会要求坚持上班吧？没啥区别。,1,1,0,2023-10-25 21:00:49
折阳寿的假期安排,1,0,0,2023-10-25 20:58:58
春晚收视率还是太高了,-1,0,0,2023-10-25 20:58:49
我承认所有包含调休在内的传统节日归韩国所有。Chinese New Year? Screw it.我们不配。,-1,0,0,2023-10-25 20:58:30
这是鼓励外地上班的人留在本地过年，不要回老家添乱,1,0,1,2023-10-25 20:58:27
好小家子气。作为中国传统最大节日，我觉得最少应该15天。,0,0,0,2023-10-25 20:57:10
其实换任何一个人去安排春节假期，结果都不会差太多，这个问题需要考虑的情况很有限。已知二月一共29天，算上周末和春节一共有十一天假期，相当于在满足下列条件的情况下从29个数字里挑出11个号码：1. 选中号码中至少有七个号码相连且必须包含10-12；2. 未选中号码中尽量不要出现七个号码相连，绝对不能出现连续八个及以上号码相连；3. 默认的选中号码3/4/17/18可以与未选中号码进行交换以满足条件1，且尽可能均匀的从3/4和17/18中选取号码进行交换。好，首先为春节假期定一个锚点，也就是这几天不管怎么排一定会挑上的日子，法定节假日是初一到初三，但由于初一初二是周末，这两天假期会补到初四初五。这样我们暂时得到了初一到初五的五天连假，不满足七天以上的要求，下一步确定调休。由于不能连续工作七天以上，春节假期前的那个周末3/4号最多只能调一天，春节结束的周末17/18可以两天都调，所以至少调两天，最多调三天，那其实只有三种情况方案一，调两天，3/4调一天，18调一天，填补初六初七的周四周五，连假八天10-17，最多连续工作六天18-23。方案二，调两天，3/4调一天，18调一天，填补除夕初六，连假七天9-15，最多连续工作六天18-23。问题是有点折腾，16工作一天紧接着就休息了，那还不如再调一天，于是：方案三，调三天，3/4调一天，17/18调两天，填补除夕初六初七，连假八天9-16，最多连续工作七天17-23。因而可行方案只有一和三，差异在于要不要以连上七天班为代价放除夕。但方案一将除夕放假决定权下放后，大多数公司并不会留人留到除夕晚上，啥生意非得年关做啊。但方案三强制放除夕的话，上班族可真要连上七天班。我们讨论问题的时候一定要确定好可行域，一共就俩可行方案，明显不放除夕的方案一比放除夕的方案三好的多。所以如果有人问为什么不给放除夕的话，可以随即反问一句，要是连上七天班才能放除夕的话，你乐意吗？把关注点放在除夕放不放假着实有点短视了，毕竟巧妇难为无米之炊，就这么几天假，折腾来折腾去几种情况一个手都数的过来。问题的症结其实在于公众假期少。如果对现实有所不满，请妥善利用自己的选民权力，咨询自己所在地的人大委员，或者利用国务院的网上民意征集系统，表达自己的意见，争取立法多加几天公众假期才是真的。,1,7,8,2023-10-25 20:56:28
肉食者谋之，什么时候轮到我来看待了？我就好奇一点，为啥要关评论？,-1,0,0,2023-10-25 20:55:27
调休，本质上是一种测试，可以测服从程度，可以测智商，可以测底线。一年到头就那几天假期，绝大部分人对于年假撑死只闻其名，还是能兴致勃勃地在仅有的几天假期里赶着去住天价住宿，欣赏后脑勺。觉得春节国庆放假七天，五一放假五天的人不要太多。你们都能乐呵呵接受上面两条了，还在乎年三十放不放假？,-1,0,2,2023-10-25 20:55:01
我怕年三十的工作太忙，您会看不到我的问候。所以我选择现在给您送来新年的祝福。祝您新春愉快，万事如意，给您和家人拜年啦！,1,0,0,2023-10-25 20:54:50
如果我有决策权，2月9号叫工会组织团建活动，内容为家庭烹饪大赛，所有员工必须参加，否则需要请假，由于场地限制，线上线下混合举行，线下各分会场由员工自行选择安全合适的符合家庭烹饪主题的，线上晚上8点开始，图片上传自家烹饪成果，然后在11点或11点半发奖，年后上班领取。如果再有可能，2月9号当天上午在指定零售商购买用于9号当晚烹饪大赛的食材打折或减免一定金额，2月9日前一周内非本地居住员工在指定零售商购买用于9号烹饪大赛的用品较小程度优惠。,1,1,0,2023-10-25 20:54:33
仅为个人观点，不代表任何人任何群体！我身边的人，最近5到8年，绝大多数群体（不包含要害部门），不管除夕那天是不是法定节假日，当天极少有在岗一天的，最次也中午下班了。私企大部分会提前放假（除非有急单），毕竟老板和管理层也要过年，不盯着你们也不放心，效率低的一批，还不如放假。机关事业单位虽然不放假但可以请假。（除要害部门和要害岗位）国企咱不知道能不能请假（感觉可以），朋友们自行辨别！外企真不了解，老外可能不过年，可能真的会除夕不放假！个体老板根本不在乎法定休假。综上，总体感觉是能多休几天，没有大家说的那么不堪。当然知乎上的吐槽的朋友可能工作比较特殊，也可能考勤比较苛刻，这对他们就不是很友好了！但是还是希望这些朋友的老板做个好人，除夕就不要找事了，让大家过个好年！最后，祝大家除夕都能请假、调休、旷工！提前祝新年快乐！（年都拜了，只接受讨论，不能再喷人了 ）更一下：刚写完看了看其他回答，有点忿忿！无脑黑还真是多，不知道到底是坏还是傻！更这一句纯吐槽，不针对！不接受反驳！,1,4,7,2023-10-25 20:54:23
非常支持，建议以后灵活除夕以及灵活国庆，这样更方便调休了。,1,0,0,2023-10-25 20:54:07
现阶段特别适合躺平，躺的平平的，一点都不给卷的机会。学习老黑，上班只挑日结或周结，上三天班就潇洒几天，没了再考虑上班，岂不美哉。,1,0,0,2023-10-25 20:52:28
何不食肉糜？,-1,0,0,2023-10-25 20:51:36
實際上就放兩天罷了。經過評論區糾正，發現錯怪了偉大的國家，實際上是三天～瞬間純假期立增50%！,-1,8,38,2023-10-25 20:50:58
本来大家对调休意见很大，这下好了直接给你除夕都不放假了,-1,0,0,2023-10-25 20:50:50
这事我敢断定他们没跟全国人民商量过因为但凡他们能问一下都不至于出这个政策,-1,0,1,2023-10-25 20:48:57
吃着干吧饭，同时拉着飘香翔,1,0,0,2023-10-25 20:48:37
让你们买房子，不买！让你们消费，不消！现在谁都别想过好这个年！,-1,0,0,2023-10-25 20:48:32
很难想象这是个传统节日。另，好多人的评论区都被关了，真有意思,-1,0,0,2023-10-25 20:48:20
除夕不放假，哈哈哈，笑死了。过年都不可以痛痛快快休息。我期待的下一个假期，就是过年了。无妨，没有就没有了。谁让现在穷呢？,0,0,0,2023-10-25 20:48:14
网民发了个球，前场一个大脚给了传说中的ZBJ守门员。那么问题来了，这一脚是传中还是射门？,1,0,2,2023-10-25 20:47:31
我现在支持各种地区的春节都可以申遗。春节不是可口可乐，全世界都一个味道,-1,0,5,2023-10-25 20:46:02
建议韩国将各节假日申遗我举双手赞成,-1,0,0,2023-10-25 20:42:03
除夕不放假，严重伤害了我的民族感情。,0,0,0,2023-10-25 20:41:32
大概10年代以前（具体哪年记不清了），春节假期都是默认从初一放到初七的。后来从某年开始，春节假期变成除夕到初六了，这下网上炸锅了，一片骂声：这不是侵占大家的隐形福利么？原来据骂人的网友说：除夕虽然不放假，但是很多公司单位都默认这一天比较松，可以早走甚至不来，即所谓隐形福利。现在除夕放假，但初七从本来放假变成上班，而实际操作中各家公司、单位不可能把初七当成除夕给大家隐形福利，所以假期这么安排是有问题的！所以你看，这个假期怎么安排都是横竖挨骂的事儿,1,9,67,2023-10-25 20:41:30
爆竹声中一岁除，春风送暖入屠苏。以前的孩子：什么是屠苏？现在的孩子：什么是爆竹？以后的孩子：什么是春节？,1,2,2,2023-10-25 20:40:55
反正到时候我不上班...不放假就请假我至少能做我自己的主。,0,0,0,2023-10-25 20:39:03
你说，春晚给谁看？,-1,0,0,2023-10-25 20:36:53
本来制定假期政策的专家的初衷是单位会自动在除夕放假，从而实现9天假期的效果，然而，这成为了道德绑架单位与员工的手段了：除夕，你放假还是不放假？可是有很多人盯着看呢！所以除夕放不放假将是朋友圈里的热点问题。,-1,1,0,2023-10-25 20:36:32
大家除夕给假日办找点事儿做吧。,1,0,0,2023-10-25 20:36:26
上了一天班，让我看到这个消息，我真的人麻了。,0,0,0,2023-10-25 20:35:45
什么叫伤害民族感情啊,1,0,0,2023-10-25 20:35:29
持续劣化营商环境，是唇亡齿寒的举措,1,0,0,2023-10-25 20:35:07
用心良苦啊！,-1,0,0,2023-10-25 20:34:56
放心。大年三十的不会让你们上班。上班的也是国企，央企，事业单位等。没规定放假不等于企业不放。,-1,2,0,2023-10-25 20:34:53
我想起来，之前看到还有人问现在为什么没年味了？真是讽刺啊,1,0,0,2023-10-25 20:34:45
好活,1,0,0,2023-10-25 20:34:30
除夕没有假？，神马神仙操作,1,0,0,2023-10-25 20:34:29
从根本上动摇了国人的传统观念这个能过审真的是有点匪夷所思了,-1,116,3611,2023-10-25 20:34:12
希望除夕不放假是真的不放假 别给我整个强行花公假休一天 我假期很宝贵的除此之外 说实在春节和现在工业化的中国有一点点关系吗 走亲戚 团圆饭 春节联欢晚会？你认真的？除了高铁买不到票我觉得不如正常双休,-1,0,0,2023-10-25 20:32:43
出生率这么低可能是因为畜生率太高了。,1,0,0,2023-10-25 20:32:26
除夕不放假，不伤害民族感情吗？,1,0,0,2023-10-25 20:31:39
就看公司接不接受鼓励了不知道年假能不能用,1,0,0,2023-10-25 20:31:31
活你们干，假我来休，不当人是吧,-1,0,0,2023-10-25 20:30:36
制定这个规则的人一定在想除夕去单位拿年货也算上班，多么的便民利民,1,0,0,2023-10-25 20:29:32
大年三十，大年三十，什么叫大年三十？,1,0,0,2023-10-25 20:28:11
除夕不放假，那就都调休或者请假啊，这样消费也有了，还不耽误生产   ,1,0,0,2023-10-25 20:28:03
白天不放假，自然没时间做年夜饭，晚上就只能去饭馆吃了。好一个如意的算盘。,-1,0,0,2023-10-25 20:26:50
自己不重视自己的节日，以后不要再说年味怎么淡了，都是被一步步逼的,1,1,104,2023-10-25 20:26:37
,-1,0,0,2023-10-25 20:26:00
这问题谁问谁死,-1,0,0,2023-10-25 20:25:12
还是年轻人太多了。8.90年代除夕的确不放假。,-1,0,0,2023-10-25 20:25:02
好羡慕韩国人的春节，韩国的传统文化还是赞 ,-1,0,17,2023-10-25 20:24:26
体现了优越的执政智慧  发动群众斗群众  将矛盾推给企业主和员工  堪称完美,-1,0,2,2023-10-25 20:23:47
怎么，你不服气,-1,0,0,2023-10-25 20:23:30
2003年2.1-7（大年初一至初七）2004年1.22-28（大年初一至初七）2005年2.9-15（大年初一至初七）2006年1.29-2.4（大年初一至初七）2007年2.18-24（大年初一至初七）2008年2.6-12（农历除夕至正月初六）直到2008年除夕才开始进入假期，还有没有人记得之前除夕是怎么过来的？这次调休安排真的挺好的，一是可以让员工看清楚自己的企业有没有人文关怀，二是可以让新时代的年轻人体验以前那种下班回家过年的浓浓年味。反正，除非全年放假365天，不管怎样调休或不调休都会有大把的人吐槽的。,1,0,4,2023-10-25 20:20:26
以后公司招聘广告福利待遇里面可以加上有带薪除夕假，增加了员工的幸福感和归属感，提升了公司的雇主形象。感谢国家改善营商环境（手动 ）,-1,0,0,2023-10-25 20:18:47
曾经你一手握着粮食，一手拿着理想；现在你糟蹋了粮食也捏碎了理想，明天呐？还有明天嘛,1,0,0,2023-10-25 20:18:17
大概设定放假时间的人都没家可回吧。,-1,0,0,2023-10-25 20:18:04
如何看待？让我们看看国家发改委是如何看待的首先大标题，除夕不放假是为了不让你们调休！更加人性化了！2024年春节至少放假8天，从初一放到初八，如果配合带薪休假可以放假9天，堪称新年第一份大礼包。(《108天！史上最长春节假期》2024年春节至少放八天，配合请假可以放假108天，堪称新年第一份大礼包！）虽然除夕当天名义上不放假，但鼓励各单位和机构根据实际情况来灵活安排。同时高速公路已经免费了，实质上就是创造条件给老百姓多放一天假。(话我已经放这里了，还不放假那就是你们的老板有问题。已经怪资本家了，可不能再怪我了哟！)春节假期的延长，能够满足广大群众有更多时间用于亲人团聚的心愿，还可以实现一个假期先团聚、后旅游的小目标。(除夕虽然没放假但是你们一定可以先团聚的对吧)这是在依据《全国年节及纪念日放假办法》规定的基础上的创新之举、暖心之举，充分体现出政策制定者的用心良苦和精心设计。(领导看我看我！我这马屁拍得响不响！)调休是放假安排中社会公众普遍关心的话题，是否调休以及如何调休，目前社会公众的观点差异比较大。(刁民竟敢有不同意见)总体而言，调休比不调休好，而且是不得不调。(我不要你觉得，我要我觉得！我说要调就要调)因为7个法定节假日中，春节、端午节和中秋节是按照农历来确定的，元旦节、劳动节和国庆节是按照公历来确定的，清明节又是按照节气来确定的，与公历历法中的双休日不够衔接，如果不做调休，基本上每年都会出现部分节假日与双休日之间间隔1个工作日、造成节假日“碎片化”等情况，形成很多“单蹦”，那就不是“累觉不爱”，而是“累且不爱”啦。(虽然今年清明放假没调休一片好评但是我不管！我说你们累你们就得累)调休就是在节假日总量固定的前提下，为避免节假日“碎片化”所做出的有效政策安排。(节假日太少了说出去没面子，让我来安排一点调休看上去假期多一点)2024年通过调休，形成了“9573”的放假时间安排，展现出较强的人性化和灵活性。(除夕让你们不能团圆展现了我大脑的人性化和灵活性！)2024年全年假期比较均衡，通过调借临近周末，春节至少8天、国庆7天、劳动节5天，元旦、清明、端午、中秋都是3天，长假后最长工作日也只有6天，调整的幅度比较小，避免出现长假过后工作时间长的局面，较好地满足了人们劳逸结合的实际需要。(最长只上六天！刁民还不谢恩。)国办发文中首次提出了鼓励结合落实带薪年休假等制度来落实，实质上就是倡导企事业单位在保障基本运行的前提下，能放则放。(我已经倡导过了，还不放可就不能怪我了哦！)我国现行法定节假日总天数为11天，周末休息104天，带薪休假5-15天，总假期天数在国际上处于中等偏上水平。(已经中等偏上了还想怎样？还不快给官老爷谢恩？刁民知足吧！没剥夺你们的周末就偷着乐吧。我是不会承认还有很多人过着大小周和单休的日子的，略略略)之所以大家仍然觉得假期不够、获得感不强，主要还是带薪年休假制度落实不到位，大家不能错怪法定节假日安排和调休了。(是资本家不当人，别再骂我了。)此次放假安排，通过鼓励用人单位将除夕放假纳入带薪年休假安排，就是一次非常巧妙的探索。(诶除夕我就是不放，把打工人和资本家放一起养蛊给官老爷我逗乐子，太巧妙啦)相对而言，带薪年休假的假期时间更长，安排更加灵活，更加适合人们错峰出行、分散安排的客观需要。只有将带薪年休假与法定节假日统筹协调安排好，劳动者的休息权利才会更有保障，保障得更为充分。(除夕没假放就是资本家不给你们放假，骂资本家，别骂我，你们的休息权利在资本家手上，找他们要保障去)邢伟 中国宏观经济研究院研究员(最后让我们记住这位大口吃屎还直呼屎香的研究员),0,1,16,2023-10-25 20:16:13
阴阳怪气的这么多，就是白送一天假啊，除夕放不放我不信有人上班！,-1,0,0,2023-10-25 20:15:04
棒子狂欢，话术都一样,-1,0,0,2023-10-25 20:14:21
你们悠着点，另外一个帖子已经不让按时间顺序查看了。,-1,1,0,2023-10-25 20:14:02
强烈建议大家除夕和春节那天连加两天班！让古今中外看看这所谓的盛世！,1,0,0,2023-10-25 20:12:19
我支持一天假也别放，取消双休，允许购房但只能住在厂里，取消所谓8小时工作制从物理的角度来讲，只要前进的速度够快，无论左转还是右转，合速度都近似于前进加油，冲吧！,-1,5,158,2023-10-25 20:11:20
2024年除夕不放假，一句“鼓励各单位结合带薪年假落实，安排员工除夕休息”，企业莫名成了“背锅侠”。我经过的企业，在往年，略微有些人性化管理的，遇到春节，大多会提前放个半天，让大家去买些年货。大家会觉得企业很有人情味儿，会有一颗感恩的心。对企业的认同感也会增强。2024年将打破这种企业和员工约定俗成的“小美好”了。因为，国家年度放假方案都白纸黑字鼓励单位统一安排带薪年假，安排除夕休息。如果企业还按照历年给大家“发福利”，在员工眼中将不再是“实惠”，而是不满，因为放少了。毕竟国家鼓励的是一天，你现在提前个半天或者几个小时，算什么呢？对企业而言就会面临尴尬，不放，是不响应国家号召，不懂得员工所需所想所念，不够人性。少放，又显得小气。放了，又变成了理所应当，没人会感激。可能还会遇到有些员工不想自己被“统筹安排”，而更想利用为数不多的年假做其他事情。总之，放与不放，调休与不调休，都是众口难调。国家统一安排出发点是好的，但时代变了，大众的需求和对消费的刺激，也不是单单靠调休成“小长假”就能得到满足的。根源在于，一年总的法定年假只有11天，总的时长不变，调休变成的长假就会慢慢成了一种拖累。毕竟休假后要面对的是“漫长”的上班。对于加班是常态的打工者而言，被调休而延长的工作日，宛如“人间炼狱”，一个字，苦！,-1,1,1,2023-10-25 20:11:04
还是那句话，你既然不敢不去，那就是该，真正有骨气的都是直接敢节假日走的，没骨气的才搁这抱怨。几年了，就是阗彀也有很多觉醒了，知道该怎么做了，你们倒是一点进步都没有啊。,1,0,2,2023-10-25 20:09:39
除夕不放假其实是好事，就是股民基民要麻烦点。大部分企业和公司，一般不会拖到最后一天才放假。大家想想每年春运，最早走的是进城务工人员（所谓的“农民工”），其次就是工厂的工人，工厂晚的也就腊月二十六七放假，早的可能过小年就放假了。大部分公司也不会拖到最后一天放假，就是今年除夕开盘，金融口的人有人要加班了。,1,0,0,2023-10-25 20:09:31
个人觉得还是突出一个（）特色市场经济劳动法这不是推行的不错？,1,5,6,2023-10-25 20:09:03
想不明白的是，现在确定放假时间都会这么多说明以及讨论，,-1,0,0,2023-10-25 20:08:30
除夕放什么假，那不是韩国的节日么 提现了社会主义的优越性呀,1,0,0,2023-10-25 20:07:41
只有韩国人申遗，或者需要转移人民视线的时候，它们才会装出一副特别关心传统文化的样子,-1,0,9,2023-10-25 20:07:30
后面不是有一句鼓励各单位结合xxx，让员工除夕放假吗？一般单位都给放吧。不放就辞职！md！,1,0,0,2023-10-25 20:07:00
这么多年过完小年开始一直到大年27左右.谁tm还做事啊！都是摸鱼！外地的同事多数都早回去过年了，我们本地的顶着，等他们回来补请我们吃年饭聚餐大家开开心心！以前到最后放假那天我住最近走路十分钟，默认就我一人一天值班到了5点直接去吃年饭同事们也都感谢我，那几天快过年了除了死人翻船谁会多事麻烦你？除夕不放假我觉得挺好，多休息一天反正除夕那几天本来就做不了什么事的,-1,0,0,2023-10-25 20:06:42
