#五月天假唱鉴定#,Query time: 2023-12-17 22:49:01
都听听这段完整版（ps：放大看 “要怎么收藏..”后一句断了一拍再进的还是升了k  如果是假唱就放那一句是吧 还是提前录好的假唱给你升k？？？这几天天天被刷屏假唱真的烦墙未倒先众人推了？听完16号录的全程录像五位半百老头儿回馈歌迷的情绪价值已经拉满了我相信去过现场的歌迷不会因人云而亦云都听听这段完整版（ps：放大看 “要怎么收藏..”后一句断了一拍再进的还是升了k  如果是假唱就放那一句是吧 还是提前录好的假唱给你升k？？？这几天天天被刷屏假唱真的烦墙未倒先众人推了？听完16号录的全程录像五位半百老头儿回馈歌迷的情绪价值已经拉满了我相信去过现场的歌迷不会因人云而亦云任何歌手开演唱会都有和声死扣个别哪场录的几首还不知道是不是真背景声的歌就在那儿循环真醉了,12月06日 01:06
,12月06日 01:05
"那年我和初戀的他相遇擁抱 是我第一首會彈的歌於是我們擁抱，奔跑開始信仰音樂说明五月天 7th【後青春期的詩] Poetry of The Day After....青春之後，後悔之前，我依然用力的活著!Mayday05:07一生一次的傷停補時，一期一會 那年我和初戀的他相遇擁抱 是我第一首會彈的歌於是我們擁抱，奔跑開始信仰音樂说明五月天 7th【後青春期的詩] Poetry of The Day After....青春之後，後悔之前，我依然用力的活著!Mayday05:07一生一次的傷停補時，一期一會的勇氣之詩第一首詩 ★突然好想你作品裡最溫柔的一首遺憾，比不知道能發給誰簡訊更遺憾![...為何我們 還是要奔向各自的幸福和遺憾中老去...]最美愛情最痛回憶最遺憾的""第二波""溫柔抒情主打歌<突然好想你>，由阿信作詞作曲。最擅長深入淺出表現情感深度的阿信，這次寫出了現任的幸福，和初戀的遺憾，交相對比的深刻情感。歌曲中間奏未完而緊接上的橋段:""我們，那麼甜、那麼美、那麼相信...""，節奏緊湊，迅速帶出初戀最深的傷痛，然後旋律、歌詞、樂器合鳴，隨著一個個拍點的轉強，一股遺憾自然共鳴，最適合當作有深刻初戀，而今幸福甜美的人們的主題曲。",12月06日 01:05
我分享了的头条文章写的太好了！,12月06日 01:01
一场演唱会下来我比阿信还累,12月06日 00:56
现在在耳机上听到五月天唱歌，我就会想到他们假唱，印象都不好了。真的很喜欢他们的歌曲，唉 ,12月06日 00:48
假唱闹的沸沸扬扬 纯路人坐等结果喜欢的人至今没有塌房的 相信自己的眼光,12月06日 00:42
看了好几个视频  我已经很确定五月天是在假唱了  对口型也是的乱七八糟  真的很失望  你可以唱的不好听  但假唱不仅是对歌迷的不尊重  也涉及人品问题了  组合不会再喜欢了  但喜爱的歌我会继续听  希望有关部门能好好调查  挨打要立正  好好严惩吧  希望粉丝理智   喜欢不是无脑的   不是包容一切  看了好几个视频  我已经很确定五月天是在假唱了  对口型也是的乱七八糟  真的很失望  你可以唱的不好听  但假唱不仅是对歌迷的不尊重  也涉及人品问题了  组合不会再喜欢了  但喜爱的歌我会继续听  希望有关部门能好好调查  挨打要立正  好好严惩吧  希望粉丝理智   喜欢不是无脑的   不是包容一切,12月06日 00:42
如果有退钱，踢我一下。年度最佳理财，收益率300%下载微博特地回来吃瓜！！！,12月06日 00:39
太明显了吧,12月06日 00:38
众神已离开，鬼在狂欢,12月06日 00:24
广告狗终于下班了，明天一睁眼，希望能看到赵一博去哪了的大结局，希望能看到田野meiko去哪了大结局，谁懂同时粉他俩的我最近有多emo，哦对了，我还是十几年的五月天粉丝。buff叠满了属于是，我突然明天不想睁眼了。广告狗终于下班了，明天一睁眼，希望能看到赵一博去哪了的大结局，希望能看到田野meiko去哪了大结局，谁懂同时粉他俩的我最近有多emo，哦对了，我还是十几年的五月天粉丝。buff叠满了属于是，我突然明天不想睁眼了。,12月06日 00:23
假唱？笑死？,12月06日 00:18
一直觉得他们唱歌难听,12月06日 00:15
阿信乙卯丁亥丙戌用坐下食神，辰年进气，用神被冲还有严重怀疑阿信时柱为忌,12月06日 00:14
不关心五月天假没假唱 有些粉丝能不能不要拉踩伍佰 伍佰老师全开麦 全程稳如CD 没有垫音没有假唱更没有不唱 都刷到些什么粉丝在那狂妄发言 伍佰老师简直无妄之灾,12月06日 00:12
钱这么好挣呢 ,12月06日 00:00
真唱和假唱可以很明显的看出来啊，由于假唱是不发出声音，假唱者从心理上觉得需要尽最大的努力让观众觉得自己是真唱，所以他们会尽可能清楚的展现每个字的口型，而正是这一点适得其反成了假唱的破绽，因为其实我们正常发出声音的说话或者唱歌是不必有这么夸张的口型的这么简单的事情还需要鉴 真唱和假唱可以很明显的看出来啊，由于假唱是不发出声音，假唱者从心理上觉得需要尽最大的努力让观众觉得自己是真唱，所以他们会尽可能清楚的展现每个字的口型，而正是这一点适得其反成了假唱的破绽，因为其实我们正常发出声音的说话或者唱歌是不必有这么夸张的口型的这么简单的事情还需要鉴定个啥，太降智了,12月06日 00:00
我很想知道成都场是真唱还是假唱啊,12月07日 23:58
截止目前最有说服力的解释为什么演唱会没办法这句真，那句假？难道不跑调唱的准就是假唱吗？为什么演唱会不同区域听到的音感不同？为什么麦田农夫提取的视频里全是CD音轨，没有一点现场其他声音？出处抖🦅：沏漪涡星人  截止目前最有说服力的解释为什么演唱会没办法这句真，那句假？难道不跑调唱的准就是假唱吗？为什么演唱会不同区域听到的音感不同？为什么麦田农夫提取的视频里全是CD音轨，没有一点现场其他声音？出处抖🦅：沏漪涡星人,12月07日 23:53
五月天这一场绝对没有假唱 ！,12月07日 23:53
周杰伦嘉年华演唱会泰国曼谷站来了真正的巨星和王者从不假唱优质偶像就是不一样,12月07日 23:36
突然想到，这事儿是不是意味着今年的B站跨年没有“难忘今宵”了。,12月07日 23:35
唱这足，唱足这,12月07日 23:33
我最烦有的歌迷说“如果五月天假唱，大家都别去，让我抢到票”“我喜欢的是他们的氛围，他们唱的歌，他们的创造力”？？？ 我真服了，大家都是花钱去的，假唱可是犯法的，你乐意，别人乐意吗？有的歌迷还是从外地千里迢迢赶来见偶像，有很多学生和上班族，结果你就放音乐吗？？那还 我最烦有的歌迷说“如果五月天假唱，大家都别去，让我抢到票”“我喜欢的是他们的氛围，他们唱的歌，他们的创造力”？？？ 我真服了，大家都是花钱去的，假唱可是犯法的，你乐意，别人乐意吗？有的歌迷还是从外地千里迢迢赶来见偶像，有很多学生和上班族，结果你就放音乐吗？？那还开什么演唱会，组个团一起放音乐不是也很嗨？以后的演唱会不如改成见面会。本人也是五月天的歌迷！！！从小就听他们的歌，19年为了见他们当过鸟巢演唱会志愿者，最后一场也进去看了，甚至疫情的时候线上演唱会我也全程观看，从19年看过现场包括线上我就疑惑，为什么阿信的口型和字幕一直对不上，有延迟的可能，但我也看过很多音乐节、演唱会，如今的技术基本不可能有口型和字幕对不上的，希望能够早点鉴定出结果，给我们这些粉丝有个交待✋,12月07日 23:32
阿信回应前：不知真假 等官方调查阿信回应后：我靠？10拍可控e6？好的 假唱实锤了啊！【10拍E6是什么概念？写公关稿的是不是把阿信看成了信？-哔哩哔哩】,12月07日 23:26
这是一封求救信。这个周末过得不好，眼睛留在书上心里始终惦记热搜。热一挂了一整天，各种各样的证据铺天盖地。我真的不知道真相。相信大家已经看了足够多的视频，我这里就不再赘述各种细节。我好迷茫，我是一个喜欢他们一年的新粉，还记得去年10月1号凌晨听《知足》时的场景，那是我第一 这是一封求救信。这个周末过得不好，眼睛留在书上心里始终惦记热搜。热一挂了一整天，各种各样的证据铺天盖地。我真的不知道真相。相信大家已经看了足够多的视频，我这里就不再赘述各种细节。我好迷茫，我是一个喜欢他们一年的新粉，还记得去年10月1号凌晨听《知足》时的场景，那是我第一次听五月天，我留了一句评论“好温柔”。那个时候起我时常庆幸可以在17岁遇到五月天，我觉得一切都是安排好了的：2023年起网易云五月天版权了，今年巡回我去看的那场差不多正好是我18岁生日……一切都像阿信说的，那么梦幻。我把卧室墙壁贴满五月天，睡觉前看着满墙的专辑封面，满心期待高考完了要学弹吉他。不夸张的说，他们像我的神明。我阅读着他们和我完全迥异的人生轨迹，那么自由那么狂野，心里的向往真的满溢到快要涌出来。可是人不是神，我猜他们也有苦衷，可能是相信音乐不太争气，可能是各种这样那样、不是光靠梦想就能解决的现实问题。我不愿相信他们心里是没有wmls的，可是我却不能不想，舞台上面一句talking、每一声哽咽都是发自内心吗？如果他们遇到25岁的自己，会怎么向少年的自己说明现在的一切？再次唱起“我如果对自己妥协，如果对自己说谎，即使别人原谅，我也不能原谅”会不会有一丝酸涩呢？我的生活好像不能失去我对他们的爱——虽然听起来蛮幼稚的，但他们是我的精神支柱，可是我却没法说服自己像以前那样爱他们，我没有经历过老粉的那种一路陪伴，所以我没法做到100%的坚定。我也没有办法说，听现场不过是听情怀。挺让我难过的是，他们五个人没有出来正面回应是否假唱。当然他们是艺人，不可能由自己来随便决定回应这么大的事情，但在这种时刻他们不在，总让我感觉少了什么。我这个人实在没有主见，容易被流言迷惑，所以我现在好分裂好纠结非常非常迷茫，真心求各位wmls的解惑。谢谢。,12月07日 23:26
如果五月天真的假唱，肯定会有人说搞得这么复杂做什么，当初为什么不大大方方的承认并道歉呢。可能总会有人觉得承认是件可以轻描淡写的事。每个不愿承认的事情背后，都有各自的执念，无关对错。就像小时候考试作弊了或者暗恋了某个女孩，外人觉得无足轻重，但可能是当事人无论如何也不 如果五月天真的假唱，肯定会有人说搞得这么复杂做什么，当初为什么不大大方方的承认并道歉呢。可能总会有人觉得承认是件可以轻描淡写的事。每个不愿承认的事情背后，都有各自的执念，无关对错。就像小时候考试作弊了或者暗恋了某个女孩，外人觉得无足轻重，但可能是当事人无论如何也不想让步承认的事，无关对错。天知道，承认一些事需要多大的勇气。,12月07日 23:15
有点睡不着，真的很喜欢五月天的歌，我不是wmls，我也听不出来是不是假唱。7.17那天是周一，是接连下雨后难得的晴天 超级热。那段时间真的不开心，我和很好很好的朋友去听了五月天的歌，是第一次去演唱会现场看以前耳机里的歌。现场的wmls真的很热情，这三小时可 有点睡不着，真的很喜欢五月天的歌，我不是wmls，我也听不出来是不是假唱。7.17那天是周一，是接连下雨后难得的晴天 超级热。那段时间真的不开心，我和很好很好的朋友去听了五月天的歌，是第一次去演唱会现场看以前耳机里的歌。现场的wmls真的很热情，这三小时可以忘掉所有不开心和大家挥舞着荧光棒一起合唱和跳跃 ！2023不是很开心的一年，这些歌和视频治愈了我很多不开心和崩溃瞬间。我想这应该是演唱会的意义吧，好久之后只会记得，那天和很重要的人去看了五月天的演唱会，治愈了我的不开心，那天很热，大家都很热情，后来好久都走不出来💙,12月07日 23:15
,12月07日 23:13
台湾真是人才济济啊，台湾歌手更是牛叉，唱一个E6还能拖十拍，花腔女高音的高度，要点脸行么？,12月07日 23:10
这就是诈骗呀，我07年在电台里听到的《离开地球表面》，之后的也有很多喜欢的歌，但是你搞诈骗，我真的不能接受,12月07日 23:07
做了鉴定以后，可能很多人认为假唱会被打击消失了吧。但道高一尺魔高一丈。会不会有专业机构开始做混音，将完美的声音故意做得不完美，然后再在演唱会放出来，让通过声音检测的手段无法分辨真假。我觉得有假唱需求，必然回催生模拟假唱声音的业务出现 ,12月07日 22:59
青春以我意想不到的方式塌房了. ,12月07日 22:45
偷歌贼五月天！假唱就假唱老老实实承认不行吗？一定要嘴硬到底？我希望最终结果是假一赔十。把别人买票的钱十倍还回去。,12月07日 22:42
看了最近的一些热搜 只想说希望各位网友能够区分信和阿信信是信（苏见信） 阿信是阿信（陈信宏）希望各位在五月天话题下别说混了谢谢🙏,12月07日 22:37
,12月07日 22:29
为了晚上测他的音准不准，我特地又把Soundcorset装回来了。在家里嚎了几嗓子，本Alto能尖利地唱到G6 Flat！等某撅嘴怪的十拍E6哦,12月07日 22:23
emmmm我看的那场应该是没有的,12月07日 22:21
国际巨星CoCo李玟为大家展示什么是真正的E6不愧是我们心中永远的天后,12月07日 22:15
等一个结果，给青春一个交待,12月07日 22:14
我担最多唱到F5，六组完全不敢吹，这年头粉丝跟着正主吹10拍E6的我真的是服了,12月07日 22:09
你问我今夕是何年，10拍E6元年 ,12月07日 21:56
通过天团疑似假唱事件，国内流行音乐即将进入拐点！ ,12月07日 21:55
五月天是不是假唱这件事我动摇了,12月07日 21:53
是不是假唱不好说。,12月07日 21:42
我和我最后的倔强 ,12月07日 21:41
,12月07日 21:39
,12月07日 21:33
来看五月天阿信以后的运势，太阳水星都是射手座，说话是比较幽默的，社交能力强，日水射手表面上看，容易不守传统，喜欢或者勇于打破规矩，性格会看上去大大咧咧不拘小节。月亮摩羯，他骨子里会比较轴，会比较坚持，内心非常现实和坚定，很知道自己想要什么，并且为了这个目标努力。所以日射手月摩羯就 来看五月天阿信以后的运势，太阳水星都是射手座，说话是比较幽默的，社交能力强，日水射手表面上看，容易不守传统，喜欢或者勇于打破规矩，性格会看上去大大咧咧不拘小节。月亮摩羯，他骨子里会比较轴，会比较坚持，内心非常现实和坚定，很知道自己想要什么，并且为了这个目标努力。所以日射手月摩羯就很容易呈现，表面憨厚幽默，内在真实实际，内外性格不一样的现象。我们来看他之后的运势，推运盘看无论他是日生人还是夜生人目前走的运都是水星小限，水星落陷，被太阳灼伤，水星被火星刑克，水火刑克会有口舌是非。但是这个水星还是得吉，水星被木星接纳，水星也接纳了火星，所以就算是处罚力度可能对他们来说也是小的。明年的运势来看，他们还会专注在音乐上，继续五月天，但是专辑不一定有之前那么大的水花了。,12月07日 21:32
关于愈演愈烈的五月天假唱事件，其实内心很复杂，他们的很多歌都对应了我的人生中很多很难忘的岁月，希望不管怎么发展，我还能听到他们唱歌吧,12月07日 21:20
真的这样罚吗？,12月07日 21:04
没假唱没假唱没假唱,12月07日 20:50
mayday香港场真的没有假唱🙊很明显听到在大喘气可能国内巡演真的给嗓子嗷坏了,12月07日 20:42
我这个六组 是D6吗 麻烦来个专业人士鉴定一下我有没有假唱😂,12月07日 20:42
赛能杰高新技术股份公司又恶意欠薪了##赛能杰高新技术股份有限公司老赖王汝芳武艳群又恶意欠薪了##五月天假唱鉴定#赛能杰高新技术股份有限》》,12月07日 20:35
不少业内人士说假唱没有标准，没有定义，而且是业内常态，很难鉴定。不过我觉得这是针对高级的假唱而言的。若歌手假唱都不认真，作为演员都不合格，有大量持麦手记错了举着另一只空着的手唱声音还那么稳这种离谱现场，那就大大降低了鉴定难度。就看想不想整顿演出市场了 ,12月07日 20:35
声乐老师锐评 五月天假唱事件！他的真实实力究竟如何？up主：Calvin歌唱小教室 （侵删“五月天到底是真唱还是假唱，事实真相究竟如何，我相信观众的眼睛是雪亮的。”,12月07日 20:20
不知道大家读懂没有，阿信的发声有以下几层意思！第一，阿信是爱音乐的，好好做音乐也是他的初心，但是奈何他面对的不仅仅是唱歌这么简单。本来音乐很纯粹，但是现在的音乐，不管是谁来面对，必然会和很多东西都挂上狗，尤其是资本。简单变复杂，复杂变利益，利益在绑架，冲昏头脑，就是这么一个结局 不知道大家读懂没有，阿信的发声有以下几层意思！第一，阿信是爱音乐的，好好做音乐也是他的初心，但是奈何他面对的不仅仅是唱歌这么简单。本来音乐很纯粹，但是现在的音乐，不管是谁来面对，必然会和很多东西都挂上狗，尤其是资本。简单变复杂，复杂变利益，利益在绑架，冲昏头脑，就是这么一个结局，这是必然的规律。第二，阿信其实只是想做一个很简单的人。只是单纯的唱歌给大家听。我相信假唱绝不是他个人的决定，奈何接连多场的安排，加上他年龄也增大，又是唱摇滚icon，更为关键的是经纪公司要赚钱，半开麦，假唱是必然的。无论是多么会唱的歌手，都唱不下来！第三，阿信应该也知道他要面对怎样的一个结局。他也在释放自己，接受现实就好，做一个简单的人。面对他的就是铁证一般的假唱，他在内心深处也深知洗不掉，所以淡然面对一切就好，哪怕以后再也开不了演唱会，再也不能看到万人大合唱，至少他曾经拥有过。最后，我还想说，人本身就是贪婪的。从这次的假唱手法来看，什么时候开麦，什么时候关麦，都非常熟练，足以看出有多场演唱会都是这样的，可能之前也有很多人质疑过，只是之前没有上纲上线。这也说明一个道理，人在吃到甜头之后，会一直贪婪的吃下去。但是，万事有始有终，终究还是纸包不住火。终究还是剥开日月见天明！,12月07日 20:14
素材➕2,12月07日 20:14
如果对自己妥协如果对自己说谎即使别人原谅我也不能原谅,12月07日 19:52
原来真的有人是去演唱会听歌的？,12月07日 19:44
呜呜呜，不敢相信他们竟然真的，对比两首。翻成都场录的视频，越来越不敢相信。现场一点没感觉，真唱给人感觉是灵动的，胸腔的起伏感，高音的真实感，还有音色略微的沧桑感。承认了以后少开两场，唱不好又能怎样呜呜呜，不敢相信他们竟然真的，对比两首。翻成都场录的视频，越来越不敢相信。现场一点没感觉，真唱给人感觉是灵动的，胸腔的起伏感，高音的真实感，还有音色略微的沧桑感。承认了以后少开两场，唱不好又能怎样,12月07日 19:26
彼等之音乐，吾灵之所鸣，然彼等于演唱之会，有所xx，是为心痛也。吾已爱彼等二十年矣，不愿见其违背于心也。 ,12月07日 19:24
赛能杰高新技术股份有限公司又恶意欠薪了】】赛能杰高新技术股份有限公 赛能杰高新技术股份有限公司又恶意欠薪了】】赛能杰高新技术股份有限公司（北京）2023年9月份在扬州恒润海洋重工有限公司的》,12月07日 19:22
赛能杰高新技术股份有限公司又恶意欠薪了】】赛能杰高新技术股份有限公 赛能杰高新技术股份有限公司又恶意欠薪了】】赛能杰高新技术股份有限公司（北京）2023年9月份在扬州恒润海洋重工有限公司的》,12月07日 19:22
2023听他们的歌听的最多，每天都要循环会,12月07日 19:20
】赛能杰高新技术股份公司又恶意欠薪了赛能杰高新技术 】赛能杰高新技术股份公司又恶意欠薪了赛能杰高新技术股份有限公司（北京）2023年9月份在扬州恒润海洋重》,12月07日 19:15
赛能杰高新技术股份公司又恶意欠薪了赛能杰高新技术股份有限》,12月07日 19:13
他在台上努力对口型的样子，真的很虚伪，令人作呕。,12月07日 19:12
看五月天假唱视频，是我听五月天最多的时候了。一开始就不喜欢这个组合，不管是声音还是穿搭造型，特别是发型。,12月07日 19:06
主唱真的是想尽办法避免出现“假唱”字眼，并极尽煽情之能事。声明“除了真唱，否則沒有其他感動你的方式。”是一个极为复杂的多重否定的句子。表达两层含义：只有真唱，才能感动；选择假唱，不能感动。算是本人很间接模糊地否认假唱。 ,12月07日 19:04
五月天假唱？能否守住最后的倔强？⚡目前关于五月天是否假唱尚在调查之中。但是显然粉丝们已自动加入微博判官的行列，有人坚决抵制假唱欺骗行为，也有人在为偶像发声中感悟青春……五月天假唱？能否守住最后的倔强？⚡目前关于五月天是否假唱尚在调查之中。但是显然粉丝们已自动加入微博判官的行列，有人坚决抵制假唱欺骗行为，也有人在为偶像发声中感悟青春……,12月07日 19:00
不管有没有假唱，五月天的歌我都很喜欢，以前向往他们的演唱会，氛围感拉满，如果假唱那就看看视频好啦，我只是喜欢他们的歌而已,12月07日 18:44
我五月天没有假唱！我卢本伟没有开挂,12月07日 18:39
下班路上还是会听五月天的歌，因为听了十几年已经习惯了～大家怎么看这件事、、,12月07日 18:37
事件解读：：： 事件解读：：：：：：：事件解读：：：：,12月07日 18:37
五月天疑似假唱事件：（一）：什么行为可以被认定为假唱？1、法律无明确规定的情况下，谁有权来说明认定标准？专家？协会？鉴定公司？2、一首歌主场有垫音（背景音、预录音等）的情况下，真人声音vs垫音的比例，超过何种程度叫假唱，还是只要有真人话筒 五月天疑似假唱事件：（一）：什么行为可以被认定为假唱？1、法律无明确规定的情况下，谁有权来说明认定标准？专家？协会？鉴定公司？2、一首歌主场有垫音（背景音、预录音等）的情况下，真人声音vs垫音的比例，超过何种程度叫假唱，还是只要有真人话筒，哪怕声音只有0.01也不可以叫假唱？3、一首歌主唱如果有一定比例是完全开麦，一定比例是半开麦（有垫音），一定比例是全放cd的情况下，多少比例算假唱？4、如果乐队剩下四个人完全真实表演的情况下，作为组合演出，可以被称为“假唱”吗？因为按比例来说，就算主唱假唱，剩下四个人真实演奏，真实比例也已经为80%。5、嗓子不行、身体原因构成不可抗力吗？（二）：如果存在主唱非全部全开麦的情况，主办方需要承担那些民事责任？1、演唱会是否适用消费者权益保护法的退一赔三？2、演唱会真人登台，但是存在部分半开麦或者放cd，是否算欺诈消费者？3、如果适用退一赔三，如何认定损失？按全部票价？还是全部票价/5（人数）？还是全部票据/5/涉嫌假唱的比例？,12月07日 18:24
很勇哈哈哈哈哈哈哈哈 ,12月07日 18:14
坐等结果。如果是假唱，哪怕只有一分钟也是绝不能容忍的。什么都能假，到底还有什么是真？道德底线一再被挑战，底线一降再降，降无可降？？那学生可以作弊，商人可以制作假冒伪劣商品，工人可以偷工减料，这社会维持秩序的基石将被严重动摇。公众人物既然享受了稀缺的公共资源，也应 坐等结果。如果是假唱，哪怕只有一分钟也是绝不能容忍的。什么都能假，到底还有什么是真？道德底线一再被挑战，底线一降再降，降无可降？？那学生可以作弊，商人可以制作假冒伪劣商品，工人可以偷工减料，这社会维持秩序的基石将被严重动摇。公众人物既然享受了稀缺的公共资源，也应当承担相应的义务，起到模范带头作用！如果坐实造假，支持严惩！社会影响太恶劣了！,12月07日 18:14
【五月天“假唱”风波背后：谁在吃掉上下游的利益?】五月天“假唱”风波沸沸扬扬。12月6日晚，五月天主唱阿信发文回应“假唱”风波称， “每次的嘶吼，每一场，每一声，都来自于我依赖了24年的嗓子，除了真唱，否则没有其他感动你的方式”。风波之际，正值阿信的生日。阿信说： 【五月天“假唱”风波背后：谁在吃掉上下游的利益?】五月天“假唱”风波沸沸扬扬。12月6日晚，五月天主唱阿信发文回应“假唱”风波称， “每次的嘶吼，每一场，每一声，都来自于我依赖了24年的嗓子，除了真唱，否则没有其他感动你的方式”。风波之际，正值阿信的生日。阿信说：“请不要担心我，请不必为任何事辩解，我确信每一场五月天都会用尽全力，让你不虚此行”。他在回复粉丝祝福时评论称“缺席就是认输了”。阿信的回应，不仅没有平息风波，反而让舆论更加热闹。12月7日早，热搜榜，“五月天假唱”的话题占了一半。尤其是阿信回应称唱足10拍E6、抵达至高的山巅，让E6直接喜提热搜第一，知名音乐人耳帝辣评：十拍E6，那得是房山季鸟猴（季鸟猴是北京话知了的意思，形容一个人话痨，特别能吵，吵架就跟知了一样，一吵能吵一整个夏天）。不少网友评论认为，是不是假唱就一句话，但阿信几百字的长文也没有正面回应，这篇青春文学类的小作文，有些答非所问了。,12月07日 18:07
E6 到底是哪个音？想好再说哦。心碎小作文是自我感动还是蒙蔽大众？想好再写哦。,12月07日 17:56
在抖音刷到苏打绿在镇江音乐节的视频，吴青峰在破音之后嘿嘿一笑，现场的观众也开心一笑，并不会有人觉得歌手在现场破音跑调是什么大不了的事情。或者说粉丝看到偶像在台上真实的样子，他们反而是更加开心的。所以，我想，在这场假唱风波中最受伤的不是五月天，也不是 在抖音刷到苏打绿在镇江音乐节的视频，吴青峰在破音之后嘿嘿一笑，现场的观众也开心一笑，并不会有人觉得歌手在现场破音跑调是什么大不了的事情。或者说粉丝看到偶像在台上真实的样子，他们反而是更加开心的。所以，我想，在这场假唱风波中最受伤的不是五月天，也不是看客，而是那些真情实感支持五月天的粉丝们。因为会看五月天演唱会的人大多数都是五月天的粉丝吧，他们不辞辛苦的从全国各处过来，花着不菲的价格买一张青春的入场券，他们想要的不过是在台下听自己的青春认认真真的为自己献歌一首，一首陪伴了自己无数难熬日子的歌曲。他们真的不在乎你唱的好与坏，跑调又怎样，破音又怎样，难听又怎样，这一曲青春的美好能够抵过任何瑕疵，却唯独抵不过，欺骗的伤害。,12月07日 17:54
真的假不了，假的真不了。虽然撕的很厉害，但对于假唱的鉴定其实并不难。谈几点：1.禁止营业性演出的假唱。虽然人们从情感上反对一切弄虚作假行为，但现有规定一般只禁止营业性演出中的“假唱”。而对于非营业性演出的假唱，除了有听着进行道德谴责，骂几声之外，目前并没有被明 真的假不了，假的真不了。虽然撕的很厉害，但对于假唱的鉴定其实并不难。谈几点：1.禁止营业性演出的假唱。虽然人们从情感上反对一切弄虚作假行为，但现有规定一般只禁止营业性演出中的“假唱”。而对于非营业性演出的假唱，除了有听着进行道德谴责，骂几声之外，目前并没有被明确禁止。2.演唱会属于营业性演出。所谓商业营造性演出，是指以营利为目的向公众举行的表演。比如：出售门票或者接受赞助，给演出单位或者个人掏钱，还有用演出的形式进行广告推销和产品宣传的。根据规定，在商场门口搞活动促销都不能假唱，更不用说在演唱会上的公开唬弄。3.假唱就是假唱，不能以假乱真。从严格意义上来讲，用事先录制好的声音代替现场演唱和表演，就属于假唱。有一些人对假唱的标准拿不准，竟然认为“垫音”和“半开麦”是业界认可的“真唱”。确实有点混淆视听。演唱是一个创作性的表演，歌迷花钱来看演唱会，是为了到现场好好听真唱。而不是为了听录音、看对口型。与在KTV唱歌放原唱不同，ktv虽然也是商业机构，但ktv是自己花钱自己唱，自己愿意怎么对口型都无所谓。好比武汉某夜市，消费者花100块钱让歌手唱歌，而歌手却来对口型放磁带。叔可忍，弟不可忍。就算你能答应，法律也不允许。4.民事法律从来都不保护欺骗。相对于对假唱的抵触，网友们反而能接受伍佰的不唱。在演唱会上伍佰停下来邀请听歌迷唱歌，既是各种演唱会常用的做法，也能让大家看到一种真实和真诚。而不是故意做出假动作来欺骗观众。虽然，民法典没有具体到对演唱会假唱这种行为进行具体规定。但从民法的基本原则和消费者权益保护法的具体规定来看，现有规定从来不允许假唱。演唱会上的假唱表演者以及组织者还会因为假唱而承担相应的法律责任。花了钱看了假唱的歌迷，为可以依法提出三倍赔偿。有关部门还可以进行行政处罚。,12月07日 17:49
听听他的轻唱吧,12月07日 17:48
我说是鸭脖就是鸭脖。你们一群人说是老鼠🐭，是要造反吗？,12月07日 17:44
演唱会嘛！演一会唱一会！,12月07日 17:42
阿信假唱新闻，甚嚣尘上，出于好奇，排开八字一看，目前大运癸未（2015～2025），流年2023年癸卯，就连出事的流月都是癸亥月。大运流年流月的天干，就凑出三个癸水正官，恰好地支又得亥卯未三合木成局，使三个癸水连成一气，时辰应该是己土透出的己丑时或者己亥时，这样一来伤官见官，才闹出这样有损名 阿信假唱新闻，甚嚣尘上，出于好奇，排开八字一看，目前大运癸未（2015～2025），流年2023年癸卯，就连出事的流月都是癸亥月。大运流年流月的天干，就凑出三个癸水正官，恰好地支又得亥卯未三合木成局，使三个癸水连成一气，时辰应该是己土透出的己丑时或者己亥时，这样一来伤官见官，才闹出这样有损名誉的事来。看他是否假唱也很简单，大运癸水坐未而空亡，地支丑戌未三刑，这个未库本就空亡，还被三刑而伤。空亡就代表是空的，所以发出来的声音也就是空喽，那就很明显是假唱的象了。而三个癸水正官罗列在那里，一起对冲自己的伤官，我奉劝阿信，这事儿要么低调处理，要么老实道歉，后续该怎么做怎么做。不然一味地迷信资本的力量，靠粉丝给自己打掩护，到时候牵扯出更多暗中的事来，就很可能引得官家来管你了。从流年来看，明年2024年甲辰，地支辰戌冲得厉害，起码明年末之前，越低调越好，不然小心翻车。,12月07日 17:34
「五月天假唱，信吗？」「不是信，是阿信。」,12月07日 17:29
UP主的一支真假唱鉴定视频，竟然把五月天推上了风口浪尖。近年来，视频博主们催化了越来越多音乐圈的风波……或许，乐评已经进入了影像时代了。,12月07日 17:29
我不信这个回应,12月07日 17:21
,12月07日 17:18
n年前的子弹打中了自己 ,12月07日 17:11
美国票务网站：梅西和泰勒斯威夫特主宰了23年美国门票销售。那中国就是五月天了吧？？？,12月07日 17:01
如图所示，观众录屏属于侵权行为，所以B站UP主麦田农夫的鉴定是不算数的，唯有等待稽查部门的鉴定结果了 ,12月07日 17:00
五月天演唱会对口型，歌手也开始干演员的活了。,12月07日 17:00
借用傻别的一句话，人是人，歌是歌，事是事，真唱假唱的，本来以为就和五百一样当梗玩了，没想到真有人上纲上线，人家提供的就是情绪价值，再听干杯难道你不触动吗,12月07日 16:55
我以为五月天只是歌垃圾，没想到人也是一垃圾，唱的跟你妈牛蛙叫似的,12月07日 16:52
